fecha,equipo,rendimiento,rendimiento_predicho,probabilidad,velocidad_puntos_historia,kpi
2021-02-14,Equipo Integración,Normal,Normal,0.802122086750239,36,Rendimiento Equipo
2021-02-21,Equipo Desarrollo,Normal,Bajo,0.6162369032112551,35,Rendimiento Equipo
2021-02-21,Equipo Infraestructura,Alto,Alto,0.4132965592449965,55,Rendimiento Equipo
2021-02-21,Equipo Seguridad,Bajo,Bajo,0.7499866054776595,33,Rendimiento Equipo
2021-02-21,Equipo Datos,Normal,Normal,0.6527460317460316,37,Rendimiento Equipo
2021-02-21,Equipo Integración,Normal,Normal,0.7788183561670968,49,Rendimiento Equipo
2021-02-28,Equipo Desarrollo,Bajo,Bajo,0.6408753863877132,30,Rendimiento Equipo
2021-02-28,Equipo Infraestructura,Normal,Normal,0.49522918271107613,37,Rendimiento Equipo
2021-02-28,Equipo Seguridad,Bajo,Bajo,0.48590904587036626,28,Rendimiento Equipo
2021-02-28,Equipo Datos,Bajo,Bajo,0.5927895820775568,21,Rendimiento Equipo
2021-02-28,Equipo Integración,Bajo,Normal,0.692226307402397,20,Rendimiento Equipo
2021-03-07,Equipo Desarrollo,Bajo,Bajo,0.609732529244856,25,Rendimiento Equipo
2021-03-07,Equipo Infraestructura,Alto,Alto,0.36608859847324837,56,Rendimiento Equipo
2021-03-07,Equipo Seguridad,Normal,Normal,0.6515385689965902,42,Rendimiento Equipo
2021-03-07,Equipo Datos,Normal,Normal,0.5912232268434799,36,Rendimiento Equipo
2021-03-07,Equipo Integración,Bajo,Bajo,0.44770033821674915,29,Rendimiento Equipo
2021-03-14,Equipo Desarrollo,Alto,Alto,0.407721960828779,57,Rendimiento Equipo
2021-03-14,Equipo Infraestructura,Bajo,Bajo,0.515856607066062,29,Rendimiento Equipo
2021-03-14,Equipo Seguridad,Bajo,Normal,0.49898781295749745,34,Rendimiento Equipo
2021-03-14,Equipo Datos,Bajo,Bajo,0.517337201125176,30,Rendimiento Equipo
2021-03-14,Equipo Integración,Normal,Normal,0.6186899468706386,42,Rendimiento Equipo
2021-03-21,Equipo Desarrollo,Normal,Normal,0.4945574146882698,36,Rendimiento Equipo
2021-03-21,Equipo Infraestructura,Bajo,Bajo,0.5464280356374904,23,Rendimiento Equipo
2021-03-21,Equipo Seguridad,Normal,Normal,0.7004088616800168,49,Rendimiento Equipo
2021-03-21,Equipo Datos,Normal,Normal,0.716758713286861,51,Rendimiento Equipo
2021-03-21,Equipo Integración,Normal,Normal,0.6386095532304623,50,Rendimiento Equipo
2021-03-28,Equipo Desarrollo,Bajo,Bajo,0.482598094235421,20,Rendimiento Equipo
2021-03-28,Equipo Infraestructura,Normal,Normal,0.5966615130829932,49,Rendimiento Equipo
2021-03-28,Equipo Seguridad,Normal,Normal,0.7862225871702129,43,Rendimiento Equipo
2021-03-28,Equipo Datos,Alto,Normal,0.59064760217575,53,Rendimiento Equipo
2021-03-28,Equipo Integración,Bajo,Bajo,0.4474741671526074,31,Rendimiento Equipo
2021-04-04,Equipo Desarrollo,Normal,Normal,0.5477847151655703,47,Rendimiento Equipo
2021-04-04,Equipo Infraestructura,Normal,Normal,0.7193776302991104,52,Rendimiento Equipo
2021-04-04,Equipo Seguridad,Normal,Normal,0.7751632105582046,40,Rendimiento Equipo
2021-04-04,Equipo Datos,Normal,Normal,0.6704095069376547,40,Rendimiento Equipo
2021-04-04,Equipo Integración,Alto,Alto,0.4139778630283592,54,Rendimiento Equipo
2021-04-11,Equipo Desarrollo,Bajo,Normal,0.5649275723084274,25,Rendimiento Equipo
2021-04-11,Equipo Infraestructura,Bajo,Normal,0.6827161020125821,23,Rendimiento Equipo
2021-04-11,Equipo Seguridad,Alto,Normal,0.522550289366336,55,Rendimiento Equipo
2021-04-11,Equipo Datos,Normal,Normal,0.677599983128131,52,Rendimiento Equipo
2021-04-11,Equipo Integración,Bajo,Bajo,0.4103575319817927,27,Rendimiento Equipo
2021-04-18,Equipo Desarrollo,Normal,Normal,0.5266624500433051,51,Rendimiento Equipo
2021-04-18,Equipo Infraestructura,Normal,Normal,0.7439751732958468,38,Rendimiento Equipo
2021-04-18,Equipo Seguridad,Normal,Normal,0.6979452494031366,36,Rendimiento Equipo
2021-04-18,Equipo Datos,Bajo,Normal,0.5702666497947976,33,Rendimiento Equipo
2021-04-18,Equipo Integración,Alto,Normal,0.3864730225666544,54,Rendimiento Equipo
2021-04-25,Equipo Desarrollo,Bajo,Bajo,0.445577156089483,27,Rendimiento Equipo
2021-04-25,Equipo Infraestructura,Normal,Normal,0.7616140621847356,51,Rendimiento Equipo
2021-04-25,Equipo Seguridad,Bajo,Normal,0.6724452494031368,31,Rendimiento Equipo
2021-04-25,Equipo Datos,Bajo,Bajo,0.4682460210308198,26,Rendimiento Equipo
2021-04-25,Equipo Integración,Normal,Normal,0.6459610426258889,42,Rendimiento Equipo
2021-05-02,Equipo Desarrollo,Alto,Alto,0.4771550410927416,53,Rendimiento Equipo
2021-05-02,Equipo Infraestructura,Bajo,Normal,0.7218057328469945,25,Rendimiento Equipo
2021-05-02,Equipo Seguridad,Normal,Normal,0.7025366041268443,50,Rendimiento Equipo
2021-05-02,Equipo Datos,Alto,Alto,0.4839506241293349,56,Rendimiento Equipo
2021-05-02,Equipo Integración,Bajo,Normal,0.645814329449764,32,Rendimiento Equipo
2021-05-09,Equipo Desarrollo,Alto,Alto,0.5175235218183653,59,Rendimiento Equipo
2021-05-09,Equipo Infraestructura,Normal,Normal,0.7673658484370232,43,Rendimiento Equipo
2021-05-09,Equipo Seguridad,Bajo,Normal,0.6844215247617649,31,Rendimiento Equipo
2021-05-09,Equipo Datos,Normal,Normal,0.5451960019022716,44,Rendimiento Equipo
2021-05-09,Equipo Integración,Bajo,Normal,0.720918152414052,30,Rendimiento Equipo
2021-05-16,Equipo Desarrollo,Normal,Normal,0.45600155634321404,45,Rendimiento Equipo
2021-05-16,Equipo Infraestructura,Normal,Normal,0.7572722811855612,36,Rendimiento Equipo
2021-05-16,Equipo Seguridad,Bajo,Normal,0.601169586777269,32,Rendimiento Equipo
2021-05-16,Equipo Datos,Alto,Alto,0.47623276352989535,53,Rendimiento Equipo
2021-05-16,Equipo Integración,Normal,Normal,0.730918152414052,45,Rendimiento Equipo
2021-05-23,Equipo Desarrollo,Bajo,Normal,0.41055126394555325,24,Rendimiento Equipo
2021-05-23,Equipo Infraestructura,Alto,Normal,0.5666610225897827,54,Rendimiento Equipo
2021-05-23,Equipo Seguridad,Normal,Normal,0.7182052247504067,39,Rendimiento Equipo
2021-05-23,Equipo Datos,Normal,Normal,0.6713858675921374,38,Rendimiento Equipo
2021-05-23,Equipo Integración,Normal,Normal,0.7407382281716278,42,Rendimiento Equipo
2021-05-30,Equipo Desarrollo,Bajo,Bajo,0.5163378082210439,21,Rendimiento Equipo
2021-05-30,Equipo Infraestructura,Normal,Normal,0.5781881110926776,46,Rendimiento Equipo
2021-05-30,Equipo Seguridad,Normal,Normal,0.7822742851702736,52,Rendimiento Equipo
2021-05-30,Equipo Datos,Normal,Normal,0.6682192009254706,41,Rendimiento Equipo
2021-05-30,Equipo Integración,Normal,Normal,0.7468251457343519,47,Rendimiento Equipo
2021-06-06,Equipo Desarrollo,Normal,Normal,0.51456442184029,40,Rendimiento Equipo
2021-06-06,Equipo Infraestructura,Normal,Normal,0.6841372240712024,51,Rendimiento Equipo
2021-06-06,Equipo Seguridad,Normal,Normal,0.7430137313033369,46,Rendimiento Equipo
2021-06-06,Equipo Datos,Alto,Alto,0.44887661967375153,58,Rendimiento Equipo
2021-06-06,Equipo Integración,Normal,Normal,0.7073200952293013,39,Rendimiento Equipo
2021-06-13,Equipo Desarrollo,Bajo,Bajo,0.666129366250218,24,Rendimiento Equipo
2021-06-13,Equipo Infraestructura,Normal,Normal,0.5906119913974878,48,Rendimiento Equipo
2021-06-13,Equipo Seguridad,Alto,Normal,0.48340446638524837,55,Rendimiento Equipo
2021-06-13,Equipo Datos,Bajo,Bajo,0.34702755602415436,26,Rendimiento Equipo
2021-06-13,Equipo Integración,Bajo,Normal,0.47209894788442175,27,Rendimiento Equipo
2021-06-20,Equipo Desarrollo,Bajo,Bajo,0.7193669863536918,21,Rendimiento Equipo
2021-06-20,Equipo Infraestructura,Alto,Alto,0.537839793536086,60,Rendimiento Equipo
2021-06-20,Equipo Seguridad,Alto,Alto,0.47504445671918705,57,Rendimiento Equipo
2021-06-20,Equipo Datos,Normal,Normal,0.6164007815399781,44,Rendimiento Equipo
2021-06-20,Equipo Integración,Normal,Bajo,0.4420811400355745,37,Rendimiento Equipo
2021-06-27,Equipo Desarrollo,Alto,Bajo,0.7129271367296316,56,Rendimiento Equipo
2021-06-27,Equipo Infraestructura,Alto,Alto,0.6037738594701518,56,Rendimiento Equipo
2021-06-27,Equipo Seguridad,Normal,Normal,0.6283924367482188,52,Rendimiento Equipo
2021-06-27,Equipo Datos,Normal,Normal,0.6750210822918578,52,Rendimiento Equipo
2021-06-27,Equipo Integración,Bajo,Bajo,0.46264524698126047,31,Rendimiento Equipo
2021-07-04,Equipo Desarrollo,Bajo,Bajo,0.6692940198465149,28,Rendimiento Equipo
2021-07-04,Equipo Infraestructura,Normal,Alto,0.544313202480083,45,Rendimiento Equipo
2021-07-04,Equipo Seguridad,Normal,Normal,0.6167070110627932,44,Rendimiento Equipo
2021-07-04,Equipo Datos,Alto,Normal,0.44547500280222996,54,Rendimiento Equipo
2021-07-04,Equipo Integración,Normal,Normal,0.47663485038211256,36,Rendimiento Equipo
2021-07-11,Equipo Desarrollo,Normal,Normal,0.47620718844936816,49,Rendimiento Equipo
2021-07-11,Equipo Infraestructura,Normal,Alto,0.4930632024800831,41,Rendimiento Equipo
2021-07-11,Equipo Seguridad,Normal,Normal,0.6524898393456214,35,Rendimiento Equipo
2021-07-11,Equipo Datos,Normal,Alto,0.4845134231016662,47,Rendimiento Equipo
2021-07-11,Equipo Integración,Alto,Normal,0.41983290233016446,59,Rendimiento Equipo
2021-07-18,Equipo Desarrollo,Bajo,Bajo,0.5507613514206087,22,Rendimiento Equipo
2021-07-18,Equipo Infraestructura,Alto,Alto,0.47430434455094655,56,Rendimiento Equipo
2021-07-18,Equipo Seguridad,Alto,Normal,0.5175989132782248,56,Rendimiento Equipo
2021-07-18,Equipo Datos,Alto,Alto,0.7087857063739494,56,Rendimiento Equipo
2021-07-18,Equipo Integración,Bajo,Bajo,0.4378267130003223,29,Rendimiento Equipo
2021-07-25,Equipo Desarrollo,Bajo,Bajo,0.5604766522696303,23,Rendimiento Equipo
2021-07-25,Equipo Infraestructura,Normal,Normal,0.6874173839323858,52,Rendimiento Equipo
2021-07-25,Equipo Seguridad,Normal,Normal,0.6982653140710147,40,Rendimiento Equipo
2021-07-25,Equipo Datos,Alto,Alto,0.7264419867860439,53,Rendimiento Equipo
2021-07-25,Equipo Integración,Normal,Normal,0.5257312095370861,37,Rendimiento Equipo
2021-08-01,Equipo Desarrollo,Normal,Normal,0.6379508676587756,45,Rendimiento Equipo
2021-08-01,Equipo Infraestructura,Normal,Normal,0.709018033283035,36,Rendimiento Equipo
2021-08-01,Equipo Seguridad,Normal,Normal,0.7123792875292504,43,Rendimiento Equipo
2021-08-01,Equipo Datos,Alto,Alto,0.6863467486908057,54,Rendimiento Equipo
2021-08-01,Equipo Integración,Bajo,Normal,0.5097550190608956,31,Rendimiento Equipo
2021-08-08,Equipo Desarrollo,Normal,Normal,0.6644423206502286,51,Rendimiento Equipo
2021-08-08,Equipo Infraestructura,Normal,Normal,0.7415895821045839,45,Rendimiento Equipo
2021-08-08,Equipo Seguridad,Normal,Normal,0.741994672144635,40,Rendimiento Equipo
2021-08-08,Equipo Datos,Bajo,Bajo,0.4545476292611332,25,Rendimiento Equipo
2021-08-08,Equipo Integración,Alto,Normal,0.5640901006459773,60,Rendimiento Equipo
2021-08-15,Equipo Desarrollo,Bajo,Normal,0.6834423206502287,21,Rendimiento Equipo
2021-08-15,Equipo Infraestructura,Normal,Normal,0.7230181535331553,52,Rendimiento Equipo
2021-08-15,Equipo Seguridad,Bajo,Normal,0.6763625031014072,33,Rendimiento Equipo
2021-08-15,Equipo Datos,Bajo,Bajo,0.4690021747156786,24,Rendimiento Equipo
2021-08-15,Equipo Integración,Normal,Normal,0.629409736429564,36,Rendimiento Equipo
2021-08-22,Equipo Desarrollo,Normal,Normal,0.6378927174756255,38,Rendimiento Equipo
2021-08-22,Equipo Infraestructura,Bajo,Normal,0.5544533955786919,33,Rendimiento Equipo
2021-08-22,Equipo Seguridad,Bajo,Bajo,0.48324324732195967,21,Rendimiento Equipo
2021-08-22,Equipo Datos,Bajo,Bajo,0.42376407947758343,34,Rendimiento Equipo
2021-08-22,Equipo Integración,Normal,Normal,0.5818112483163701,52,Rendimiento Equipo
2021-08-29,Equipo Desarrollo,Bajo,Bajo,0.5173014443841415,30,Rendimiento Equipo
2021-08-29,Equipo Infraestructura,Alto,Alto,0.4325488254048959,58,Rendimiento Equipo
2021-08-29,Equipo Seguridad,Bajo,Bajo,0.46153617661488894,26,Rendimiento Equipo
2021-08-29,Equipo Datos,Bajo,Normal,0.5651901503246625,29,Rendimiento Equipo
2021-08-29,Equipo Integración,Bajo,Bajo,0.5095707535298716,22,Rendimiento Equipo
2021-09-05,Equipo Desarrollo,Bajo,Bajo,0.5482287789543332,26,Rendimiento Equipo
2021-09-05,Equipo Infraestructura,Bajo,Alto,0.38809273387737586,32,Rendimiento Equipo
2021-09-05,Equipo Seguridad,Normal,Normal,0.5813264438991713,48,Rendimiento Equipo
2021-09-05,Equipo Datos,Normal,Normal,0.6075234836579958,50,Rendimiento Equipo
2021-09-05,Equipo Integración,Bajo,Bajo,0.5349359050450232,34,Rendimiento Equipo
2021-09-12,Equipo Desarrollo,Alto,Alto,0.38495707787611677,60,Rendimiento Equipo
2021-09-12,Equipo Infraestructura,Bajo,Bajo,0.5027746137033453,33,Rendimiento Equipo
2021-09-12,Equipo Seguridad,Normal,Normal,0.5880140092074262,40,Rendimiento Equipo
2021-09-12,Equipo Datos,Normal,Normal,0.5975234836579958,39,Rendimiento Equipo
2021-09-12,Equipo Integración,Normal,Bajo,0.5249024481506878,40,Rendimiento Equipo
2021-09-19,Equipo Desarrollo,Normal,Normal,0.3926051649497021,50,Rendimiento Equipo
2021-09-19,Equipo Infraestructura,Bajo,Bajo,0.48691991284864455,33,Rendimiento Equipo
2021-09-19,Equipo Seguridad,Alto,Normal,0.5580598669444605,54,Rendimiento Equipo
2021-09-19,Equipo Datos,Bajo,Bajo,0.5269336632813135,34,Rendimiento Equipo
2021-09-19,Equipo Integración,Normal,Normal,0.6462215357443213,44,Rendimiento Equipo
2021-09-26,Equipo Desarrollo,Alto,Bajo,0.3384671444535683,58,Rendimiento Equipo
2021-09-26,Equipo Infraestructura,Normal,Normal,0.4997272781105124,52,Rendimiento Equipo
2021-09-26,Equipo Seguridad,Normal,Normal,0.7290106951018103,43,Rendimiento Equipo
2021-09-26,Equipo Datos,Alto,Alto,0.43306033557817314,60,Rendimiento Equipo
2021-09-26,Equipo Integración,Bajo,Normal,0.7177557599741979,23,Rendimiento Equipo
2021-10-03,Equipo Desarrollo,Bajo,Bajo,0.4578386340750579,29,Rendimiento Equipo
2021-10-03,Equipo Infraestructura,Normal,Normal,0.5419644575976919,36,Rendimiento Equipo
2021-10-03,Equipo Seguridad,Normal,Normal,0.7090798324209476,52,Rendimiento Equipo
2021-10-03,Equipo Datos,Normal,Normal,0.4134492245837369,48,Rendimiento Equipo
2021-10-03,Equipo Integración,Normal,Normal,0.751748184216622,52,Rendimiento Equipo
2021-10-10,Equipo Desarrollo,Bajo,Bajo,0.4973108562972801,25,Rendimiento Equipo
2021-10-10,Equipo Infraestructura,Alto,Alto,0.4140104086459689,53,Rendimiento Equipo
2021-10-10,Equipo Seguridad,Normal,Normal,0.6808170922371549,43,Rendimiento Equipo
2021-10-10,Equipo Datos,Normal,Normal,0.733325999855249,36,Rendimiento Equipo
2021-10-10,Equipo Integración,Alto,Normal,0.6650328038115865,57,Rendimiento Equipo
2021-10-17,Equipo Desarrollo,Normal,Bajo,0.4326159474385781,40,Rendimiento Equipo
2021-10-17,Equipo Infraestructura,Alto,Normal,0.4475301795444108,56,Rendimiento Equipo
2021-10-17,Equipo Seguridad,Normal,Normal,0.6817972509673135,39,Rendimiento Equipo
2021-10-17,Equipo Datos,Normal,Normal,0.7563021903314394,35,Rendimiento Equipo
2021-10-17,Equipo Integración,Normal,Normal,0.6809120830572449,43,Rendimiento Equipo
2021-10-24,Equipo Desarrollo,Normal,Normal,0.4771570608716232,46,Rendimiento Equipo
2021-10-24,Equipo Infraestructura,Bajo,Bajo,0.4350448174649496,34,Rendimiento Equipo
2021-10-24,Equipo Seguridad,Bajo,Bajo,0.5475450896712507,28,Rendimiento Equipo
2021-10-24,Equipo Datos,Bajo,Normal,0.5293687666559719,22,Rendimiento Equipo
2021-10-24,Equipo Integración,Normal,Normal,0.5682728418075386,49,Rendimiento Equipo
2021-10-31,Equipo Desarrollo,Alto,Alto,0.38790743525357635,56,Rendimiento Equipo
2021-10-31,Equipo Infraestructura,Normal,Normal,0.5926242179093778,51,Rendimiento Equipo
2021-10-31,Equipo Seguridad,Normal,Normal,0.5365169563265538,48,Rendimiento Equipo
2021-10-31,Equipo Datos,Normal,Normal,0.6093148450873442,45,Rendimiento Equipo
2021-10-31,Equipo Integración,Alto,Alto,0.484313485806133,59,Rendimiento Equipo
2021-11-07,Equipo Desarrollo,Bajo,Bajo,0.5099804182254425,30,Rendimiento Equipo
2021-11-07,Equipo Infraestructura,Normal,Normal,0.5846579665208117,42,Rendimiento Equipo
2021-11-07,Equipo Seguridad,Alto,Normal,0.45239790870750624,59,Rendimiento Equipo
2021-11-07,Equipo Datos,Bajo,Normal,0.4911303212778206,23,Rendimiento Equipo
2021-11-07,Equipo Integración,Bajo,Bajo,0.586616190545112,27,Rendimiento Equipo
2021-11-14,Equipo Desarrollo,Normal,Normal,0.5625280844272442,45,Rendimiento Equipo
2021-11-14,Equipo Infraestructura,Alto,Alto,0.403921359489824,54,Rendimiento Equipo
2021-11-14,Equipo Seguridad,Normal,Normal,0.4808977422073398,45,Rendimiento Equipo
2021-11-14,Equipo Datos,Normal,Normal,0.6663201539676531,37,Rendimiento Equipo
2021-11-14,Equipo Integración,Bajo,Bajo,0.671777524309387,25,Rendimiento Equipo
2021-11-21,Equipo Desarrollo,Bajo,Bajo,0.650407898691313,34,Rendimiento Equipo
2021-11-21,Equipo Infraestructura,Bajo,Bajo,0.4883280895833282,31,Rendimiento Equipo
2021-11-21,Equipo Seguridad,Bajo,Normal,0.3957429803025779,22,Rendimiento Equipo
2021-11-21,Equipo Datos,Normal,Normal,0.7406771058393109,37,Rendimiento Equipo
2021-11-21,Equipo Integración,Bajo,Bajo,0.7491584766903396,21,Rendimiento Equipo
2021-11-28,Equipo Desarrollo,Bajo,Bajo,0.6934394358675872,26,Rendimiento Equipo
2021-11-28,Equipo Infraestructura,Normal,Normal,0.6075617321432921,40,Rendimiento Equipo
2021-11-28,Equipo Seguridad,Alto,Alto,0.4470824483966899,55,Rendimiento Equipo
2021-11-28,Equipo Datos,Normal,Normal,0.6324271058393109,50,Rendimiento Equipo
2021-11-28,Equipo Integración,Bajo,Bajo,0.5989263338331966,25,Rendimiento Equipo
2021-12-05,Equipo Desarrollo,Bajo,Bajo,0.6782449914231427,33,Rendimiento Equipo
2021-12-05,Equipo Infraestructura,Normal,Normal,0.6145540516517406,52,Rendimiento Equipo
2021-12-05,Equipo Seguridad,Normal,Normal,0.5265157075753052,38,Rendimiento Equipo
2021-12-05,Equipo Datos,Normal,Alto,0.48187416143881656,40,Rendimiento Equipo
2021-12-05,Equipo Integración,Alto,Alto,0.6715688154438155,63,Rendimiento Equipo
2021-12-12,Equipo Desarrollo,Normal,Normal,0.5817930172068828,47,Rendimiento Equipo
2021-12-12,Equipo Infraestructura,Alto,Alto,0.5308686402766234,58,Rendimiento Equipo
2021-12-12,Equipo Seguridad,Bajo,Bajo,0.6609928290663585,30,Rendimiento Equipo
2021-12-12,Equipo Datos,Alto,Alto,0.6471465973362523,54,Rendimiento Equipo
2021-12-12,Equipo Integración,Alto,Alto,0.8003179736929737,62,Rendimiento Equipo
2021-12-19,Equipo Desarrollo,Alto,Alto,0.5401380018674137,61,Rendimiento Equipo
2021-12-19,Equipo Infraestructura,Normal,Normal,0.5566617377720321,36,Rendimiento Equipo
2021-12-19,Equipo Seguridad,Alto,Bajo,0.6243261623996917,60,Rendimiento Equipo
2021-12-19,Equipo Datos,Normal,Alto,0.6538132640029191,48,Rendimiento Equipo
2021-12-19,Equipo Integración,Alto,Alto,0.761651307026307,53,Rendimiento Equipo
2021-12-26,Equipo Desarrollo,Normal,Normal,0.7118071895424835,52,Rendimiento Equipo
2021-12-26,Equipo Infraestructura,Bajo,Bajo,0.4751063958916901,22,Rendimiento Equipo
2021-12-26,Equipo Seguridad,Bajo,Bajo,0.6519928290663585,28,Rendimiento Equipo
2021-12-26,Equipo Datos,Normal,Normal,0.6593593322386424,52,Rendimiento Equipo
2021-12-26,Equipo Integración,Alto,Alto,0.7783684787434787,56,Rendimiento Equipo
2022-01-02,Equipo Desarrollo,Alto,Normal,0.5107530557677616,62,Rendimiento Equipo
2022-01-02,Equipo Infraestructura,Alto,Alto,0.6495138619550385,61,Rendimiento Equipo
2022-01-02,Equipo Seguridad,Normal,Normal,0.7076378953290718,42,Rendimiento Equipo
2022-01-02,Equipo Datos,Normal,Normal,0.6998928571428571,41,Rendimiento Equipo
2022-01-02,Equipo Integración,Bajo,Bajo,0.5197057731484203,30,Rendimiento Equipo
2022-01-09,Equipo Desarrollo,Normal,Normal,0.7921908527281646,44,Rendimiento Equipo
2022-01-09,Equipo Infraestructura,Alto,Alto,0.5822275924237998,55,Rendimiento Equipo
2022-01-09,Equipo Seguridad,Normal,Normal,0.8550569358178055,52,Rendimiento Equipo
2022-01-09,Equipo Datos,Bajo,Bajo,0.6271144338118023,27,Rendimiento Equipo
2022-01-09,Equipo Integración,Normal,Normal,0.8138932311432309,38,Rendimiento Equipo
2022-01-16,Equipo Desarrollo,Alto,Normal,0.6906883896739774,60,Rendimiento Equipo
2022-01-16,Equipo Infraestructura,Normal,Normal,0.6232797011833388,36,Rendimiento Equipo
2022-01-16,Equipo Seguridad,Bajo,Normal,0.806411102484472,28,Rendimiento Equipo
2022-01-16,Equipo Datos,Normal,Normal,0.7221289520592926,35,Rendimiento Equipo
2022-01-16,Equipo Integración,Normal,Normal,0.8502514770639769,42,Rendimiento Equipo
2022-01-23,Equipo Desarrollo,Alto,Normal,0.48300446972918776,53,Rendimiento Equipo
2022-01-23,Equipo Infraestructura,Normal,Normal,0.7014698721235096,40,Rendimiento Equipo
2022-01-23,Equipo Seguridad,Normal,Normal,0.6906584629671265,44,Rendimiento Equipo
2022-01-23,Equipo Datos,Normal,Normal,0.8327678409481816,47,Rendimiento Equipo
2022-01-23,Equipo Integración,Normal,Normal,0.8233503781628779,46,Rendimiento Equipo
2022-01-30,Equipo Desarrollo,Alto,Alto,0.5218405246916326,54,Rendimiento Equipo
2022-01-30,Equipo Infraestructura,Normal,Normal,0.6322889944566207,40,Rendimiento Equipo
2022-01-30,Equipo Seguridad,Alto,Alto,0.5771610649185018,57,Rendimiento Equipo
2022-01-30,Equipo Datos,Normal,Normal,0.8031567298370703,40,Rendimiento Equipo
2022-01-30,Equipo Integración,Normal,Normal,0.6528800873068099,35,Rendimiento Equipo
2022-02-06,Equipo Desarrollo,Bajo,Bajo,0.5247723888961426,24,Rendimiento Equipo
2022-02-06,Equipo Infraestructura,Bajo,Normal,0.3877915109103566,28,Rendimiento Equipo
2022-02-06,Equipo Seguridad,Bajo,Bajo,0.7510283505565123,28,Rendimiento Equipo
2022-02-06,Equipo Datos,Bajo,Bajo,0.5030774887307394,21,Rendimiento Equipo
2022-02-06,Equipo Integración,Alto,Alto,0.6019378749299178,63,Rendimiento Equipo
2022-02-13,Equipo Desarrollo,Normal,Bajo,0.5023770807728933,46,Rendimiento Equipo
2022-02-13,Equipo Infraestructura,Alto,Alto,0.5140932011296167,55,Rendimiento Equipo
2022-02-13,Equipo Seguridad,Bajo,Bajo,0.8081151852904058,31,Rendimiento Equipo
2022-02-13,Equipo Datos,Bajo,Normal,0.4835566165860284,30,Rendimiento Equipo
2022-02-13,Equipo Integración,Alto,Alto,0.712996124208248,62,Rendimiento Equipo
2022-02-20,Equipo Desarrollo,Bajo,Bajo,0.5406470438305803,23,Rendimiento Equipo
2022-02-20,Equipo Infraestructura,Alto,Alto,0.48312778527650585,58,Rendimiento Equipo
2022-02-20,Equipo Seguridad,Bajo,Bajo,0.824131525159687,26,Rendimiento Equipo
2022-02-20,Equipo Datos,Bajo,Normal,0.6663178345347464,28,Rendimiento Equipo
2022-02-20,Equipo Integración,Bajo,Alto,0.5838979679071794,33,Rendimiento Equipo
2022-02-27,Equipo Desarrollo,Normal,Normal,0.3902832429929465,45,Rendimiento Equipo
2022-02-27,Equipo Infraestructura,Normal,Normal,0.5447598638752368,47,Rendimiento Equipo
2022-02-27,Equipo Seguridad,Normal,Normal,0.7335862363006376,39,Rendimiento Equipo
2022-02-27,Equipo Datos,Normal,Normal,0.764302966140131,35,Rendimiento Equipo
2022-02-27,Equipo Integración,Alto,Alto,0.496231068921315,58,Rendimiento Equipo
2022-03-06,Equipo Desarrollo,Bajo,Bajo,0.42425972208185236,21,Rendimiento Equipo
2022-03-06,Equipo Infraestructura,Normal,Normal,0.5246837097661878,44,Rendimiento Equipo
2022-03-06,Equipo Seguridad,Normal,Normal,0.8308084585228599,51,Rendimiento Equipo
2022-03-06,Equipo Datos,Normal,Normal,0.8013484206855855,45,Rendimiento Equipo
2022-03-06,Equipo Integración,Normal,Normal,0.5109411707669801,40,Rendimiento Equipo
2022-03-13,Equipo Desarrollo,Alto,Alto,0.4486296618152191,60,Rendimiento Equipo
2022-03-13,Equipo Infraestructura,Bajo,Normal,0.4575750141140141,23,Rendimiento Equipo
2022-03-13,Equipo Seguridad,Normal,Normal,0.8012104193071735,35,Rendimiento Equipo
2022-03-13,Equipo Datos,Alto,Alto,0.4894952391641246,63,Rendimiento Equipo
2022-03-13,Equipo Integración,Bajo,Normal,0.4004930090253399,28,Rendimiento Equipo
2022-03-20,Equipo Desarrollo,Normal,Normal,0.38247610689233213,39,Rendimiento Equipo
2022-03-20,Equipo Infraestructura,Bajo,Bajo,0.43386776483425016,27,Rendimiento Equipo
2022-03-20,Equipo Seguridad,Normal,Normal,0.7675735145452688,41,Rendimiento Equipo
2022-03-20,Equipo Datos,Normal,Normal,0.5249829586194653,37,Rendimiento Equipo
2022-03-20,Equipo Integración,Alto,Alto,0.5029156791983165,63,Rendimiento Equipo
2022-03-27,Equipo Desarrollo,Bajo,Bajo,0.4035050565640794,26,Rendimiento Equipo
2022-03-27,Equipo Infraestructura,Normal,Normal,0.41113729418474654,37,Rendimiento Equipo
2022-03-27,Equipo Seguridad,Normal,Normal,0.8211189690907235,49,Rendimiento Equipo
2022-03-27,Equipo Datos,Alto,Alto,0.661067678899674,63,Rendimiento Equipo
2022-03-27,Equipo Integración,Bajo,Alto,0.5396321294147668,34,Rendimiento Equipo
2022-04-03,Equipo Desarrollo,Alto,Alto,0.5332772444471368,54,Rendimiento Equipo
2022-04-03,Equipo Infraestructura,Bajo,Bajo,0.4299587120032622,34,Rendimiento Equipo
2022-04-03,Equipo Seguridad,Normal,Normal,0.7984269220016177,45,Rendimiento Equipo
2022-04-03,Equipo Datos,Alto,Alto,0.6624367265187217,64,Rendimiento Equipo
2022-04-03,Equipo Integración,Alto,Alto,0.6001559389385762,55,Rendimiento Equipo
