fecha,categoria_riesgo,estado,estado_predicho,probabilidad,indice_mitigacion_porcentaje,kpi
2021-01-03,Tecnológico,Aceptable,Aceptable,0.9327619047619048,72.18,Índice Riesgo TI
2021-01-10,Seguridad,Riesgo Alto,Riesgo Alto,0.87,65.19,Índice Riesgo TI
2021-01-10,Disponibilidad,Aceptable,Aceptable,1.0,76.53,Índice Riesgo TI
2021-01-10,Cumplimiento,Aceptable,Aceptable,1.0,72.03,Índice Riesgo TI
2021-01-10,Operacional,Aceptable,Aceptable,0.975,70.59,Índice Riesgo TI
2021-01-10,Tecnológico,Aceptable,Aceptable,0.9966666666666666,78.51,Índice Riesgo TI
2021-01-17,Seguridad,Aceptable,Aceptable,0.925,70.76,Índice Riesgo TI
2021-01-17,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9913333333333333,64.72,Índice Riesgo TI
2021-01-17,Cumplimiento,Aceptable,Aceptable,0.9409803921568627,79.23,Índice Riesgo TI
2021-01-17,Operacional,Riesgo Alto,Riesgo Alto,0.9513333333333333,65.46,Índice Riesgo TI
2021-01-17,Tecnológico,Riesgo Alto,Riesgo Alto,0.88,67.42,Índice Riesgo TI
2021-01-24,Seguridad,Riesgo Alto,Riesgo Alto,0.9435051098064797,64.55,Índice Riesgo TI
2021-01-24,Disponibilidad,Aceptable,Aceptable,0.99,74.56,Índice Riesgo TI
2021-01-24,Cumplimiento,Riesgo Alto,Riesgo Alto,0.98,64.36,Índice Riesgo TI
2021-01-24,Operacional,Riesgo Alto,Riesgo Alto,0.96125,69.72,Índice Riesgo TI
2021-01-24,Tecnológico,Riesgo Alto,Riesgo Alto,0.92,68.18,Índice Riesgo TI
2021-01-31,Seguridad,Riesgo Alto,Riesgo Alto,0.986423076923077,63.79,Índice Riesgo TI
2021-01-31,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9882539682539683,64.61,Índice Riesgo TI
2021-01-31,Cumplimiento,Aceptable,Aceptable,0.997928007023705,75.98,Índice Riesgo TI
2021-01-31,Operacional,Aceptable,Aceptable,0.9961269841269842,70.37,Índice Riesgo TI
2021-01-31,Tecnológico,Aceptable,Aceptable,0.9819570113527094,73.0,Índice Riesgo TI
2021-02-07,Seguridad,Riesgo Alto,Riesgo Alto,0.9728376623376623,66.68,Índice Riesgo TI
2021-02-07,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9445,64.51,Índice Riesgo TI
2021-02-07,Cumplimiento,Aceptable,Aceptable,0.9538559396002444,73.44,Índice Riesgo TI
2021-02-07,Operacional,Aceptable,Aceptable,0.99,71.69,Índice Riesgo TI
2021-02-07,Tecnológico,Riesgo Alto,Riesgo Alto,0.990409090909091,65.4,Índice Riesgo TI
2021-02-14,Seguridad,Aceptable,Aceptable,0.996,73.84,Índice Riesgo TI
2021-02-14,Disponibilidad,Aceptable,Aceptable,0.9909422247955213,74.81,Índice Riesgo TI
2021-02-14,Cumplimiento,Aceptable,Aceptable,0.9783333333333333,71.57,Índice Riesgo TI
2021-02-14,Operacional,Riesgo Alto,Riesgo Alto,0.9469375243285324,65.13,Índice Riesgo TI
2021-02-14,Tecnológico,Aceptable,Aceptable,0.9906119956839297,74.01,Índice Riesgo TI
2021-02-21,Seguridad,Aceptable,Aceptable,0.9812237298401844,77.58,Índice Riesgo TI
2021-02-21,Disponibilidad,Aceptable,Aceptable,0.981,75.08,Índice Riesgo TI
2021-02-21,Cumplimiento,Aceptable,Aceptable,1.0,77.37,Índice Riesgo TI
2021-02-21,Operacional,Aceptable,Aceptable,0.9851669532834078,71.92,Índice Riesgo TI
2021-02-21,Tecnológico,Aceptable,Aceptable,0.9914678355323068,70.64,Índice Riesgo TI
2021-02-28,Seguridad,Riesgo Alto,Riesgo Alto,0.9505882352941177,67.1,Índice Riesgo TI
2021-02-28,Disponibilidad,Riesgo Alto,Riesgo Alto,1.0,67.32,Índice Riesgo TI
2021-02-28,Cumplimiento,Aceptable,Aceptable,0.9918574294738839,75.9,Índice Riesgo TI
2021-02-28,Operacional,Aceptable,Aceptable,0.9876669532834077,75.91,Índice Riesgo TI
2021-02-28,Tecnológico,Aceptable,Aceptable,0.9914678355323068,77.52,Índice Riesgo TI
2021-03-07,Seguridad,Riesgo Alto,Riesgo Alto,0.9798367917277999,65.41,Índice Riesgo TI
2021-03-07,Disponibilidad,Riesgo Alto,Riesgo Alto,0.995,65.27,Índice Riesgo TI
2021-03-07,Cumplimiento,Aceptable,Aceptable,0.9904119217652183,78.56,Índice Riesgo TI
2021-03-07,Operacional,Aceptable,Aceptable,0.9848574294738839,71.68,Índice Riesgo TI
2021-03-07,Tecnológico,Aceptable,Aceptable,0.924235294117647,70.76,Índice Riesgo TI
2021-03-14,Seguridad,Aceptable,Aceptable,0.9863186274509804,80.38,Índice Riesgo TI
2021-03-14,Disponibilidad,Aceptable,Aceptable,0.9830240961405505,75.25,Índice Riesgo TI
2021-03-14,Cumplimiento,Aceptable,Aceptable,0.9993333333333334,80.35,Índice Riesgo TI
2021-03-14,Operacional,Aceptable,Aceptable,0.9940955247119792,76.12,Índice Riesgo TI
2021-03-14,Tecnológico,Aceptable,Aceptable,1.0,78.51,Índice Riesgo TI
2021-03-21,Seguridad,Aceptable,Aceptable,0.9945989304812833,80.42,Índice Riesgo TI
2021-03-21,Disponibilidad,Aceptable,Aceptable,0.9737132693222612,70.23,Índice Riesgo TI
2021-03-21,Cumplimiento,Aceptable,Aceptable,0.9855240961405505,75.27,Índice Riesgo TI
2021-03-21,Operacional,Aceptable,Aceptable,0.9927621913786457,75.77,Índice Riesgo TI
2021-03-21,Tecnológico,Aceptable,Aceptable,1.0,79.58,Índice Riesgo TI
2021-03-28,Seguridad,Aceptable,Aceptable,0.9910629526217286,73.89,Índice Riesgo TI
2021-03-28,Disponibilidad,Aceptable,Aceptable,0.9849632693222613,75.17,Índice Riesgo TI
2021-03-28,Cumplimiento,Aceptable,Aceptable,0.9828574294738839,73.8,Índice Riesgo TI
2021-03-28,Operacional,Riesgo Alto,Riesgo Alto,0.9715803814713897,65.78,Índice Riesgo TI
2021-03-28,Tecnológico,Aceptable,Aceptable,0.955618418484873,70.36,Índice Riesgo TI
2021-04-04,Seguridad,Riesgo Alto,Riesgo Alto,0.9834981896905677,65.49,Índice Riesgo TI
2021-04-04,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9673581592491675,68.98,Índice Riesgo TI
2021-04-04,Cumplimiento,Aceptable,Aceptable,0.9602013645603564,76.71,Índice Riesgo TI
2021-04-04,Operacional,Aceptable,Aceptable,0.9897846978936897,77.54,Índice Riesgo TI
2021-04-04,Tecnológico,Aceptable,Aceptable,0.989410696982631,73.01,Índice Riesgo TI
2021-04-11,Seguridad,Aceptable,Aceptable,0.9924560733384262,72.73,Índice Riesgo TI
2021-04-11,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9657684156594237,69.1,Índice Riesgo TI
2021-04-11,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9852777777777777,65.89,Índice Riesgo TI
2021-04-11,Operacional,Aceptable,Aceptable,0.9901468067632613,73.13,Índice Riesgo TI
2021-04-11,Tecnológico,Aceptable,Aceptable,0.8181345021989734,70.02,Índice Riesgo TI
2021-04-18,Seguridad,Aceptable,Aceptable,0.9914193859199039,72.97,Índice Riesgo TI
2021-04-18,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9531676830586912,68.92,Índice Riesgo TI
2021-04-18,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9870454545454546,65.42,Índice Riesgo TI
2021-04-18,Operacional,Riesgo Alto,Riesgo Alto,0.98,66.71,Índice Riesgo TI
2021-04-18,Tecnológico,Riesgo Alto,Riesgo Alto,0.9669796488706571,67.83,Índice Riesgo TI
2021-04-25,Seguridad,Riesgo Alto,Riesgo Alto,0.9719796488706571,66.13,Índice Riesgo TI
2021-04-25,Disponibilidad,Aceptable,Aceptable,0.9819991508016518,75.16,Índice Riesgo TI
2021-04-25,Cumplimiento,Aceptable,Aceptable,0.9808314863765248,70.94,Índice Riesgo TI
2021-04-25,Operacional,Riesgo Alto,Riesgo Alto,0.9536363636363637,69.21,Índice Riesgo TI
2021-04-25,Tecnológico,Riesgo Alto,Riesgo Alto,0.9750854912778693,68.29,Índice Riesgo TI
2021-05-02,Seguridad,Aceptable,Aceptable,0.988215228399052,73.18,Índice Riesgo TI
2021-05-02,Disponibilidad,Aceptable,Aceptable,1.0,74.51,Índice Riesgo TI
2021-05-02,Cumplimiento,Aceptable,Aceptable,0.992162835582874,70.33,Índice Riesgo TI
2021-05-02,Operacional,Aceptable,Aceptable,0.9985416666666667,78.23,Índice Riesgo TI
2021-05-02,Tecnológico,Aceptable,Aceptable,0.9715820705079242,75.06,Índice Riesgo TI
2021-05-09,Seguridad,Aceptable,Aceptable,0.9966666666666667,80.0,Índice Riesgo TI
2021-05-09,Disponibilidad,Aceptable,Aceptable,0.9759961689162074,70.63,Índice Riesgo TI
2021-05-09,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9450387148047228,69.69,Índice Riesgo TI
2021-05-09,Operacional,Aceptable,Aceptable,0.9841767217316475,78.04,Índice Riesgo TI
2021-05-09,Tecnológico,Aceptable,Aceptable,0.9576815919758408,70.29,Índice Riesgo TI
2021-05-16,Seguridad,Aceptable,Aceptable,0.988215228399052,75.01,Índice Riesgo TI
2021-05-16,Disponibilidad,Aceptable,Aceptable,0.9961698717948718,72.33,Índice Riesgo TI
2021-05-16,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9750387148047228,66.82,Índice Riesgo TI
2021-05-16,Operacional,Aceptable,Aceptable,0.9815763076529727,77.87,Índice Riesgo TI
2021-05-16,Tecnológico,Riesgo Alto,Riesgo Alto,0.9655912129463817,68.93,Índice Riesgo TI
2021-05-23,Seguridad,Riesgo Alto,Riesgo Alto,0.9291087923438802,65.86,Índice Riesgo TI
2021-05-23,Disponibilidad,Aceptable,Aceptable,0.9851172402159244,78.62,Índice Riesgo TI
2021-05-23,Cumplimiento,Aceptable,Aceptable,0.9619051078034072,76.02,Índice Riesgo TI
2021-05-23,Operacional,Aceptable,Aceptable,0.9833566106832755,70.57,Índice Riesgo TI
2021-05-23,Tecnológico,Aceptable,Aceptable,0.981824449118698,80.55,Índice Riesgo TI
2021-05-30,Seguridad,Aceptable,Aceptable,0.978627055354883,74.67,Índice Riesgo TI
2021-05-30,Disponibilidad,Aceptable,Aceptable,0.9951172402159244,73.08,Índice Riesgo TI
2021-05-30,Cumplimiento,Aceptable,Aceptable,0.975465462177715,78.67,Índice Riesgo TI
2021-05-30,Operacional,Aceptable,Aceptable,0.9894173637816666,78.81,Índice Riesgo TI
2021-05-30,Tecnológico,Aceptable,Aceptable,0.9829521537893631,81.7,Índice Riesgo TI
2021-06-06,Seguridad,Riesgo Alto,Riesgo Alto,0.9410760092745515,69.2,Índice Riesgo TI
2021-06-06,Disponibilidad,Aceptable,Aceptable,0.9935862851952771,79.94,Índice Riesgo TI
2021-06-06,Cumplimiento,Riesgo Alto,Riesgo Alto,0.98,66.78,Índice Riesgo TI
2021-06-06,Operacional,Riesgo Alto,Riesgo Alto,0.75,69.97,Índice Riesgo TI
2021-06-06,Tecnológico,Aceptable,Aceptable,0.984941024322008,80.32,Índice Riesgo TI
2021-06-13,Seguridad,Aceptable,Aceptable,0.9623225556308627,79.73,Índice Riesgo TI
2021-06-13,Disponibilidad,Aceptable,Aceptable,0.9965755735492577,76.78,Índice Riesgo TI
2021-06-13,Cumplimiento,Aceptable,Aceptable,0.9890217941307858,80.57,Índice Riesgo TI
2021-06-13,Operacional,Aceptable,Aceptable,0.9956133936290119,78.15,Índice Riesgo TI
2021-06-13,Tecnológico,Aceptable,Aceptable,0.9744486563068587,76.87,Índice Riesgo TI
2021-06-20,Seguridad,Riesgo Alto,Riesgo Alto,0.9535328119517235,69.46,Índice Riesgo TI
2021-06-20,Disponibilidad,Aceptable,Aceptable,0.9965755735492577,81.06,Índice Riesgo TI
2021-06-20,Cumplimiento,Aceptable,Aceptable,1.0,72.09,Índice Riesgo TI
2021-06-20,Operacional,Aceptable,Aceptable,0.997408906882591,78.36,Índice Riesgo TI
2021-06-20,Tecnológico,Riesgo Alto,Riesgo Alto,0.9655912129463817,68.53,Índice Riesgo TI
2021-06-27,Seguridad,Aceptable,Aceptable,0.9836100451911336,72.52,Índice Riesgo TI
2021-06-27,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9835803814713896,69.14,Índice Riesgo TI
2021-06-27,Cumplimiento,Aceptable,Aceptable,0.9783688938909293,77.89,Índice Riesgo TI
2021-06-27,Operacional,Riesgo Alto,Riesgo Alto,0.9736076208637416,69.53,Índice Riesgo TI
2021-06-27,Tecnológico,Aceptable,Aceptable,1.0,72.09,Índice Riesgo TI
2021-07-04,Seguridad,Aceptable,Aceptable,0.9883527579309954,73.18,Índice Riesgo TI
2021-07-04,Disponibilidad,Aceptable,Aceptable,0.9884615384615384,71.35,Índice Riesgo TI
2021-07-04,Cumplimiento,Aceptable,Aceptable,0.9176282051282051,70.06,Índice Riesgo TI
2021-07-04,Operacional,Riesgo Alto,Riesgo Alto,0.9726311418901138,66.45,Índice Riesgo TI
2021-07-04,Tecnológico,Riesgo Alto,Riesgo Alto,1.0,69.52,Índice Riesgo TI
2021-07-11,Seguridad,Aceptable,Aceptable,0.9922063269900439,72.39,Índice Riesgo TI
2021-07-11,Disponibilidad,Aceptable,Aceptable,0.9873002842977295,71.64,Índice Riesgo TI
2021-07-11,Cumplimiento,Aceptable,Aceptable,0.974255712259441,80.0,Índice Riesgo TI
2021-07-11,Operacional,Aceptable,Aceptable,0.9893273927314644,76.98,Índice Riesgo TI
2021-07-11,Tecnológico,Aceptable,Aceptable,0.9682475374884754,72.49,Índice Riesgo TI
2021-07-18,Seguridad,Aceptable,Aceptable,0.9751111261086904,79.19,Índice Riesgo TI
2021-07-18,Disponibilidad,Riesgo Alto,Riesgo Alto,0.99,68.32,Índice Riesgo TI
2021-07-18,Cumplimiento,Aceptable,Aceptable,0.9745876450850902,71.65,Índice Riesgo TI
2021-07-18,Operacional,Aceptable,Aceptable,0.9879558976162527,74.35,Índice Riesgo TI
2021-07-18,Tecnológico,Aceptable,Aceptable,0.9713891324973347,71.42,Índice Riesgo TI
2021-07-25,Seguridad,Aceptable,Aceptable,0.9933760683760684,80.64,Índice Riesgo TI
2021-07-25,Disponibilidad,Aceptable,Aceptable,0.9845876450850902,78.93,Índice Riesgo TI
2021-07-25,Cumplimiento,Aceptable,Aceptable,0.9673002842977296,81.29,Índice Riesgo TI
2021-07-25,Operacional,Aceptable,Aceptable,0.9882878304419022,81.82,Índice Riesgo TI
2021-07-25,Tecnológico,Aceptable,Aceptable,0.986961926961927,71.95,Índice Riesgo TI
2021-08-01,Seguridad,Aceptable,Aceptable,0.9886281173691455,77.53,Índice Riesgo TI
2021-08-01,Disponibilidad,Aceptable,Aceptable,0.9936686727530745,74.99,Índice Riesgo TI
2021-08-01,Cumplimiento,Aceptable,Aceptable,0.9936686727530745,71.71,Índice Riesgo TI
2021-08-01,Operacional,Aceptable,Aceptable,0.9918195339798891,79.66,Índice Riesgo TI
2021-08-01,Tecnológico,Riesgo Alto,Riesgo Alto,1.0,66.9,Índice Riesgo TI
2021-08-08,Seguridad,Aceptable,Aceptable,0.9918195339798891,82.18,Índice Riesgo TI
2021-08-08,Disponibilidad,Aceptable,Aceptable,0.9988235294117647,77.86,Índice Riesgo TI
2021-08-08,Cumplimiento,Aceptable,Aceptable,1.0,82.03,Índice Riesgo TI
2021-08-08,Operacional,Aceptable,Aceptable,0.9818195339798891,82.07,Índice Riesgo TI
2021-08-08,Tecnológico,Aceptable,Aceptable,1.0,80.67,Índice Riesgo TI
2021-08-15,Seguridad,Aceptable,Aceptable,0.9886281173691455,82.84,Índice Riesgo TI
2021-08-15,Disponibilidad,Aceptable,Aceptable,0.9988235294117647,78.93,Índice Riesgo TI
2021-08-15,Cumplimiento,Aceptable,Aceptable,0.96,71.09,Índice Riesgo TI
2021-08-15,Operacional,Aceptable,Aceptable,0.9960300602956785,77.27,Índice Riesgo TI
2021-08-15,Tecnológico,Riesgo Alto,Riesgo Alto,0.9763461538461539,67.91,Índice Riesgo TI
2021-08-22,Seguridad,Aceptable,Aceptable,0.9960300602956785,82.53,Índice Riesgo TI
2021-08-22,Disponibilidad,Riesgo Alto,Riesgo Alto,0.98,68.59,Índice Riesgo TI
2021-08-22,Cumplimiento,Aceptable,Aceptable,0.9946010089354107,80.3,Índice Riesgo TI
2021-08-22,Operacional,Aceptable,Aceptable,0.9973688581098863,75.96,Índice Riesgo TI
2021-08-22,Tecnológico,Aceptable,Aceptable,0.9844775895431032,73.6,Índice Riesgo TI
2021-08-29,Seguridad,Aceptable,Aceptable,0.9949773755656107,75.47,Índice Riesgo TI
2021-08-29,Disponibilidad,Aceptable,Aceptable,0.9922795803639822,74.67,Índice Riesgo TI
2021-08-29,Cumplimiento,Aceptable,Aceptable,0.9984235294117647,82.99,Índice Riesgo TI
2021-08-29,Operacional,Aceptable,Aceptable,0.9937086317242501,78.64,Índice Riesgo TI
2021-08-29,Tecnológico,Aceptable,Aceptable,1.0,73.73,Índice Riesgo TI
2021-09-05,Seguridad,Aceptable,Aceptable,0.99,78.15,Índice Riesgo TI
2021-09-05,Disponibilidad,Aceptable,Aceptable,0.9941378151260504,82.17,Índice Riesgo TI
2021-09-05,Cumplimiento,Aceptable,Aceptable,0.9937694228338941,72.28,Índice Riesgo TI
2021-09-05,Operacional,Riesgo Alto,Riesgo Alto,0.9662305771661059,69.21,Índice Riesgo TI
2021-09-05,Tecnológico,Aceptable,Aceptable,0.9967821916280255,72.31,Índice Riesgo TI
2021-09-12,Seguridad,Riesgo Alto,Riesgo Alto,0.9318725702767362,68.29,Índice Riesgo TI
2021-09-12,Disponibilidad,Aceptable,Aceptable,1.0,73.13,Índice Riesgo TI
2021-09-12,Cumplimiento,Aceptable,Aceptable,0.9803926112396912,77.63,Índice Riesgo TI
2021-09-12,Operacional,Aceptable,Aceptable,0.9887694228338941,77.61,Índice Riesgo TI
2021-09-12,Tecnológico,Aceptable,Aceptable,0.9994736842105263,72.3,Índice Riesgo TI
2021-09-19,Seguridad,Riesgo Alto,Riesgo Alto,0.8505263157894737,69.88,Índice Riesgo TI
2021-09-19,Disponibilidad,Aceptable,Aceptable,1.0,82.23,Índice Riesgo TI
2021-09-19,Cumplimiento,Aceptable,Aceptable,0.9940642857142856,83.26,Índice Riesgo TI
2021-09-19,Operacional,Aceptable,Aceptable,1.0,71.74,Índice Riesgo TI
2021-09-19,Tecnológico,Aceptable,Aceptable,1.0,73.16,Índice Riesgo TI
2021-09-26,Seguridad,Aceptable,Aceptable,0.977460763056597,70.45,Índice Riesgo TI
2021-09-26,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9559357142857143,68.3,Índice Riesgo TI
2021-09-26,Cumplimiento,Aceptable,Aceptable,0.9940642857142856,74.42,Índice Riesgo TI
2021-09-26,Operacional,Aceptable,Aceptable,1.0,83.49,Índice Riesgo TI
2021-09-26,Tecnológico,Aceptable,Aceptable,1.0,75.35,Índice Riesgo TI
2021-10-03,Seguridad,Aceptable,Aceptable,0.9994736842105263,78.5,Índice Riesgo TI
2021-10-03,Disponibilidad,Aceptable,Aceptable,1.0,74.53,Índice Riesgo TI
2021-10-03,Cumplimiento,Aceptable,Aceptable,0.9996,74.46,Índice Riesgo TI
2021-10-03,Operacional,Aceptable,Aceptable,0.97,71.02,Índice Riesgo TI
2021-10-03,Tecnológico,Aceptable,Aceptable,0.9921155249613589,78.27,Índice Riesgo TI
2021-10-10,Seguridad,Aceptable,Aceptable,0.970460763056597,70.2,Índice Riesgo TI
2021-10-10,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9645639104994391,68.74,Índice Riesgo TI
2021-10-10,Cumplimiento,Aceptable,Aceptable,0.9884360895005608,76.21,Índice Riesgo TI
2021-10-10,Operacional,Aceptable,Aceptable,0.9777259445730246,79.95,Índice Riesgo TI
2021-10-10,Tecnológico,Aceptable,Aceptable,0.9627821916280255,83.94,Índice Riesgo TI
2021-10-17,Seguridad,Aceptable,Aceptable,0.9994736842105263,72.28,Índice Riesgo TI
2021-10-17,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9562305771661059,69.0,Índice Riesgo TI
2021-10-17,Cumplimiento,Aceptable,Aceptable,0.975692499756971,74.83,Índice Riesgo TI
2021-10-17,Operacional,Riesgo Alto,Riesgo Alto,0.9062305771661058,69.81,Índice Riesgo TI
2021-10-17,Tecnológico,Aceptable,Aceptable,0.9927155249613588,82.77,Índice Riesgo TI
2021-10-24,Seguridad,Aceptable,Aceptable,1.0,80.12,Índice Riesgo TI
2021-10-24,Disponibilidad,Aceptable,Aceptable,0.9696000000000001,70.17,Índice Riesgo TI
2021-10-24,Cumplimiento,Aceptable,Aceptable,1.0,82.26,Índice Riesgo TI
2021-10-24,Operacional,Aceptable,Aceptable,0.976692499756971,71.95,Índice Riesgo TI
2021-10-24,Tecnológico,Aceptable,Aceptable,0.9827821916280254,70.15,Índice Riesgo TI
2021-10-31,Seguridad,Aceptable,Aceptable,0.989460763056597,72.24,Índice Riesgo TI
2021-10-31,Disponibilidad,Aceptable,Aceptable,0.9937694228338941,74.36,Índice Riesgo TI
2021-10-31,Cumplimiento,Aceptable,Aceptable,0.975692499756971,79.86,Índice Riesgo TI
2021-10-31,Operacional,Aceptable,Aceptable,0.976692499756971,80.35,Índice Riesgo TI
2021-10-31,Tecnológico,Aceptable,Aceptable,0.9894736842105263,84.27,Índice Riesgo TI
2021-11-07,Seguridad,Riesgo Alto,Riesgo Alto,0.8826914925825008,69.34,Índice Riesgo TI
2021-11-07,Disponibilidad,Aceptable,Aceptable,0.9900473731444532,72.87,Índice Riesgo TI
2021-11-07,Cumplimiento,Aceptable,Aceptable,0.9830139283283996,74.75,Índice Riesgo TI
2021-11-07,Operacional,Aceptable,Aceptable,0.9900473731444532,75.72,Índice Riesgo TI
2021-11-07,Tecnológico,Aceptable,Aceptable,0.9973085074174992,75.59,Índice Riesgo TI
2021-11-14,Seguridad,Aceptable,Aceptable,0.9991666666666668,76.74,Índice Riesgo TI
2021-11-14,Disponibilidad,Aceptable,Aceptable,0.9822140398111199,82.46,Índice Riesgo TI
2021-11-14,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9647424819280106,69.11,Índice Riesgo TI
2021-11-14,Operacional,Aceptable,Aceptable,0.9922140398111199,75.97,Índice Riesgo TI
2021-11-14,Tecnológico,Aceptable,Aceptable,0.9924085074174992,81.53,Índice Riesgo TI
2021-11-21,Seguridad,Aceptable,Aceptable,0.9928323169413088,84.51,Índice Riesgo TI
2021-11-21,Disponibilidad,Aceptable,Aceptable,1.0,72.7,Índice Riesgo TI
2021-11-21,Cumplimiento,Aceptable,Aceptable,0.9930139283283996,82.9,Índice Riesgo TI
2021-11-21,Operacional,Aceptable,Aceptable,0.9930139283283996,82.44,Índice Riesgo TI
2021-11-21,Tecnológico,Aceptable,Aceptable,0.9819323169413088,72.99,Índice Riesgo TI
2021-11-28,Seguridad,Aceptable,Aceptable,0.9928323169413088,74.37,Índice Riesgo TI
2021-11-28,Disponibilidad,Aceptable,Aceptable,0.986251915831093,74.05,Índice Riesgo TI
2021-11-28,Cumplimiento,Aceptable,Aceptable,0.9832084375702235,72.6,Índice Riesgo TI
2021-11-28,Operacional,Riesgo Alto,Riesgo Alto,0.9677186724042011,69.13,Índice Riesgo TI
2021-11-28,Tecnológico,Aceptable,Aceptable,0.9661904761904762,82.08,Índice Riesgo TI
2021-12-05,Seguridad,Aceptable,Aceptable,1.0,84.83,Índice Riesgo TI
2021-12-05,Disponibilidad,Aceptable,Aceptable,1.0,72.82,Índice Riesgo TI
2021-12-05,Cumplimiento,Aceptable,Aceptable,0.9478322973024826,75.81,Índice Riesgo TI
2021-12-05,Operacional,Aceptable,Aceptable,0.9745943097997893,73.62,Índice Riesgo TI
2021-12-05,Tecnológico,Aceptable,Aceptable,0.9550793650793651,74.77,Índice Riesgo TI
2021-12-12,Seguridad,Aceptable,Aceptable,0.99,83.09,Índice Riesgo TI
2021-12-12,Disponibilidad,Aceptable,Aceptable,0.9864705882352942,82.0,Índice Riesgo TI
2021-12-12,Cumplimiento,Aceptable,Aceptable,0.9916418211120065,74.36,Índice Riesgo TI
2021-12-12,Operacional,Aceptable,Aceptable,0.9781555323936206,82.52,Índice Riesgo TI
2021-12-12,Tecnológico,Aceptable,Aceptable,0.9,70.04,Índice Riesgo TI
2021-12-19,Seguridad,Aceptable,Aceptable,0.9828055555555555,73.97,Índice Riesgo TI
2021-12-19,Disponibilidad,Aceptable,Aceptable,0.99,79.98,Índice Riesgo TI
2021-12-19,Cumplimiento,Aceptable,Aceptable,0.99,83.85,Índice Riesgo TI
2021-12-19,Operacional,Aceptable,Aceptable,0.9829490106544901,79.35,Índice Riesgo TI
2021-12-19,Tecnológico,Aceptable,Aceptable,0.9844444444444445,74.42,Índice Riesgo TI
2021-12-26,Seguridad,Aceptable,Aceptable,0.9240555555555555,83.87,Índice Riesgo TI
2021-12-26,Disponibilidad,Riesgo Alto,Riesgo Alto,0.6825,70.0,Índice Riesgo TI
2021-12-26,Cumplimiento,Aceptable,Aceptable,0.9741666666666666,78.03,Índice Riesgo TI
2021-12-26,Operacional,Aceptable,Aceptable,0.9675,72.07,Índice Riesgo TI
2021-12-26,Tecnológico,Aceptable,Aceptable,0.977979797979798,73.27,Índice Riesgo TI
2022-01-02,Seguridad,Aceptable,Aceptable,0.9782352941176471,71.66,Índice Riesgo TI
2022-01-02,Disponibilidad,Aceptable,Aceptable,0.9774285714285714,83.1,Índice Riesgo TI
2022-01-02,Cumplimiento,Aceptable,Aceptable,0.9484285714285714,77.62,Índice Riesgo TI
2022-01-02,Operacional,Aceptable,Aceptable,0.9877619047619048,82.82,Índice Riesgo TI
2022-01-02,Tecnológico,Riesgo Alto,Riesgo Alto,0.9415,69.66,Índice Riesgo TI
2022-01-09,Seguridad,Aceptable,Aceptable,0.969156862745098,83.76,Índice Riesgo TI
2022-01-09,Disponibilidad,Aceptable,Aceptable,0.9858970588235293,79.25,Índice Riesgo TI
2022-01-09,Cumplimiento,Aceptable,Aceptable,0.9897303921568628,74.18,Índice Riesgo TI
2022-01-09,Operacional,Aceptable,Aceptable,1.0,84.79,Índice Riesgo TI
2022-01-09,Tecnológico,Aceptable,Aceptable,1.0,78.27,Índice Riesgo TI
2022-01-16,Seguridad,Aceptable,Aceptable,0.9677401960784314,80.89,Índice Riesgo TI
2022-01-16,Disponibilidad,Aceptable,Aceptable,0.9676013071895424,74.64,Índice Riesgo TI
2022-01-16,Cumplimiento,Aceptable,Aceptable,0.98,82.95,Índice Riesgo TI
2022-01-16,Operacional,Aceptable,Aceptable,1.0,81.5,Índice Riesgo TI
2022-01-16,Tecnológico,Aceptable,Aceptable,0.9918568627450981,80.29,Índice Riesgo TI
2022-01-23,Seguridad,Aceptable,Aceptable,0.9605,76.21,Índice Riesgo TI
2022-01-23,Disponibilidad,Aceptable,Aceptable,0.9895946736903717,75.83,Índice Riesgo TI
2022-01-23,Cumplimiento,Aceptable,Aceptable,0.99,72.77,Índice Riesgo TI
2022-01-23,Operacional,Aceptable,Aceptable,0.9920946736903717,73.15,Índice Riesgo TI
2022-01-23,Tecnológico,Aceptable,Aceptable,0.957356862745098,85.3,Índice Riesgo TI
2022-01-30,Seguridad,Aceptable,Aceptable,0.9937982170036964,70.6,Índice Riesgo TI
2022-01-30,Disponibilidad,Aceptable,Aceptable,0.97,83.56,Índice Riesgo TI
2022-01-30,Cumplimiento,Aceptable,Aceptable,0.997928007023705,85.07,Índice Riesgo TI
