fecha,equipo,estado,estado_predicho,probabilidad,cumplimiento_porcentaje,kpi
2020-12-06,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-06,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-06,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-06,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-13,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-13,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-13,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-13,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-13,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-20,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-20,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-20,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-20,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-20,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-27,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-27,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-27,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-27,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2020-12-27,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-03,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-03,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-03,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-03,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-03,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-10,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-10,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-10,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-10,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-10,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-17,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-17,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-17,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-17,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-17,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-24,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-24,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-24,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-24,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-24,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-31,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-31,Equipo Infraestructura,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-01-31,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-31,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-01-31,Equipo Integración,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2021-02-07,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-07,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-07,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-07,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-07,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-14,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-14,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,0.99,100.0,Cumplimiento Retrospectivas
2021-02-14,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-14,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-14,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-21,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-21,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-21,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-21,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-21,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-28,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-28,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-28,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-28,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-02-28,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-07,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-07,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-07,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-07,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-07,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-14,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-14,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-14,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-14,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-14,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-21,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-21,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-21,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-21,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-21,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-28,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-28,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-28,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-28,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-03-28,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-04,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-04,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-04,Equipo Seguridad,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2021-04-04,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-04,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-11,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-11,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-11,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-11,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-11,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-18,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-18,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-18,Equipo Seguridad,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-04-18,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-18,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-25,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-25,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-25,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-25,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-04-25,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-02,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-02,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-02,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-02,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-02,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-09,Equipo Desarrollo,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2021-05-09,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-09,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-09,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-09,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-16,Equipo Desarrollo,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2021-05-16,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-16,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-16,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-16,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-23,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-05-23,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-23,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-23,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-23,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-30,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-05-30,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-30,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-30,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-05-30,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-06,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-06-06,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-06,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-06,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-06,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-13,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-06-13,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-13,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-13,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-13,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-20,Equipo Desarrollo,Requiere acciones,Requiere acciones,0.990625,0.0,Cumplimiento Retrospectivas
2021-06-20,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-20,Equipo Seguridad,Requiere acciones,Requiere acciones,1.0,0.0,Cumplimiento Retrospectivas
2021-06-20,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-20,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-27,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-06-27,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-27,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-27,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-06-27,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-04,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-07-04,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-04,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-04,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-04,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-11,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-07-11,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-11,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-11,Equipo Datos,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-07-11,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-18,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.999375,100.0,Cumplimiento Retrospectivas
2021-07-18,Equipo Infraestructura,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-07-18,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-18,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-18,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-25,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,0.99,100.0,Cumplimiento Retrospectivas
2021-07-25,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-25,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-25,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-07-25,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-01,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-01,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-01,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-01,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-01,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-08,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-08,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-08,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-08,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-08,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-15,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-15,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-15,Equipo Seguridad,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-08-15,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-15,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-22,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-22,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-22,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-22,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-22,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-29,Equipo Desarrollo,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-08-29,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-29,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-29,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-08-29,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-05,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-05,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-05,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-05,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-05,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-12,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-12,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-12,Equipo Seguridad,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-09-12,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-12,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-19,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-19,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-19,Equipo Seguridad,Requiere acciones,Requiere acciones,0.99,0.0,Cumplimiento Retrospectivas
2021-09-19,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-19,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-26,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-26,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-26,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-26,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-09-26,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-03,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-03,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-03,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-03,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-03,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-10,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-10,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-10,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-10,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-10,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-17,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-17,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-17,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-17,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-17,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-24,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-24,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-24,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-24,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-24,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-31,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-31,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-31,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-31,Equipo Datos,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-10-31,Equipo Integración,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-07,Equipo Desarrollo,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-07,Equipo Infraestructura,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
2021-11-07,Equipo Seguridad,Cumplimiento total,Cumplimiento total,1.0,100.0,Cumplimiento Retrospectivas
