fecha,tipo_proyecto,estado,estado_predicho,probabilidad,cobertura_porcentaje,kpi
2021-02-24,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,88.21428421476423,Cobertura Datos
2021-02-24,Clustering,Aceptable,Aceptable,1.0,75.99815609359692,Cobertura Datos
2021-02-24,Clustering,Aceptable,Aceptable,1.0,87.90235064969313,Cobertura Datos
2021-02-22,Análisis Predictivo,Aceptable,Aceptable,1.0,78.3575687904447,Cobertura Datos
2021-03-01,Clustering,Aceptable,Aceptable,1.0,75.78297545364964,Cobertura Datos
2021-03-02,Clasificación,Aceptable,Aceptable,1.0,76.15045596131984,Cobertura Datos
2021-03-04,Optimización,Aceptable,Aceptable,1.0,87.3624815482598,Cobertura Datos
2021-03-03,Análisis Predictivo,Aceptable,Aceptable,0.97,89.94786877720759,Cobertura Datos
2021-03-04,Clasificación,Aceptable,Aceptable,1.0,85.12685487452222,Cobertura Datos
2021-03-12,NLP,Aceptable,Aceptable,1.0,71.66023679620652,Cobertura Datos
2021-03-07,Clustering,Aceptable,Aceptable,1.0,70.98824267634201,Cobertura Datos
2021-03-07,NLP,Aceptable,Aceptable,1.0,75.64633810203243,Cobertura Datos
2021-03-10,Análisis Predictivo,Aceptable,Aceptable,1.0,77.44818626302362,Cobertura Datos
2021-03-08,Optimización,Aceptable,Aceptable,1.0,80.52531721387079,Cobertura Datos
2021-03-16,Regresión,Aceptable,Aceptable,1.0,71.97673001160449,Cobertura Datos
2021-03-15,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,88.85412791450045,Cobertura Datos
2021-03-18,Visión,Aceptable,Aceptable,1.0,88.49895212655078,Cobertura Datos
2021-03-15,Regresión,Aceptable,Aceptable,1.0,79.01361743509862,Cobertura Datos
2021-03-17,Clustering,Aceptable,Aceptable,1.0,84.63806563357866,Cobertura Datos
2021-03-26,Clustering,Aceptable,Aceptable,1.0,72.62381455359122,Cobertura Datos
2021-03-26,NLP,Aceptable,Aceptable,1.0,80.79568471280275,Cobertura Datos
2021-03-22,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,92.29668369448144,Cobertura Datos
2021-03-21,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,87.17618404116153,Cobertura Datos
2021-03-24,NLP,Aceptable,Aceptable,1.0,72.70253816752088,Cobertura Datos
2021-03-31,Clustering,Alta representatividad,Alta representatividad,0.99,92.03702881165124,Cobertura Datos
2021-03-31,Optimización,Aceptable,Aceptable,1.0,87.69810196489529,Cobertura Datos
2021-03-29,Optimización,Aceptable,Aceptable,1.0,81.779463646234,Cobertura Datos
2021-03-28,Regresión,Aceptable,Aceptable,1.0,87.99436701434182,Cobertura Datos
2021-03-29,Clasificación,Aceptable,Aceptable,1.0,74.49332664118829,Cobertura Datos
2021-04-08,Visión,Aceptable,Aceptable,1.0,84.31264822708626,Cobertura Datos
2021-04-09,Clasificación,Aceptable,Aceptable,1.0,86.06610209270372,Cobertura Datos
2021-04-06,Regresión,Alta representatividad,Alta representatividad,0.99,94.12136539652096,Cobertura Datos
2021-04-06,NLP,Aceptable,Aceptable,1.0,71.73918448084267,Cobertura Datos
2021-04-09,Detección de Anomalías,Aceptable,Aceptable,1.0,79.74435057078206,Cobertura Datos
2021-04-13,NLP,Alta representatividad,Alta representatividad,1.0,94.35718245820426,Cobertura Datos
2021-04-16,Optimización,Aceptable,Aceptable,1.0,75.64774743334341,Cobertura Datos
2021-04-15,Regresión,Alta representatividad,Alta representatividad,0.98,91.14320853638924,Cobertura Datos
2021-04-15,Clasificación,Aceptable,Aceptable,1.0,70.04174390894688,Cobertura Datos
2021-04-15,Detección de Anomalías,Aceptable,Aceptable,0.99,70.67298581603461,Cobertura Datos
2021-04-18,Clasificación,Aceptable,Aceptable,1.0,78.51819501658103,Cobertura Datos
2021-04-21,Detección de Anomalías,Aceptable,Aceptable,0.965925925925926,89.98109648158709,Cobertura Datos
2021-04-23,Clasificación,Aceptable,Aceptable,1.0,72.70773020011283,Cobertura Datos
2021-04-22,Clustering,Aceptable,Aceptable,1.0,79.95419473433107,Cobertura Datos
2021-04-20,Análisis Predictivo,Aceptable,Aceptable,1.0,73.41817238696687,Cobertura Datos
2021-04-30,Detección de Anomalías,Aceptable,Aceptable,0.99,75.81343280547661,Cobertura Datos
2021-04-27,Detección de Anomalías,Aceptable,Aceptable,1.0,83.07784899534354,Cobertura Datos
2021-04-30,NLP,Aceptable,Aceptable,0.99,78.2976072909395,Cobertura Datos
2021-04-30,Detección de Anomalías,Aceptable,Aceptable,1.0,75.50972879548215,Cobertura Datos
2021-04-26,Análisis Predictivo,Aceptable,Aceptable,1.0,80.23092150826011,Cobertura Datos
2021-05-05,Análisis Predictivo,Aceptable,Aceptable,1.0,88.2274290711144,Cobertura Datos
2021-05-06,NLP,Aceptable,Aceptable,1.0,73.1048707716257,Cobertura Datos
2021-05-05,Clasificación,Aceptable,Aceptable,1.0,82.4694555793797,Cobertura Datos
2021-05-06,Optimización,Aceptable,Aceptable,1.0,77.14271242396242,Cobertura Datos
2021-05-04,NLP,Aceptable,Aceptable,1.0,79.84414271203887,Cobertura Datos
2021-05-12,Clustering,Alta representatividad,Alta representatividad,0.98,91.360434651613,Cobertura Datos
2021-05-12,Clasificación,Alta representatividad,Alta representatividad,1.0,94.17297947231512,Cobertura Datos
2021-05-13,Detección de Anomalías,Aceptable,Aceptable,0.99,76.31742553314494,Cobertura Datos
2021-05-13,Detección de Anomalías,Aceptable,Aceptable,0.95,86.37924487756675,Cobertura Datos
2021-05-12,Clustering,Aceptable,Aceptable,1.0,87.59360927654647,Cobertura Datos
2021-05-21,NLP,Alta representatividad,Alta representatividad,1.0,91.90463597354324,Cobertura Datos
2021-05-20,Clasificación,Alta representatividad,Alta representatividad,0.98,93.3751041810311,Cobertura Datos
2021-05-19,Regresión,Aceptable,Aceptable,1.0,82.16778673588468,Cobertura Datos
2021-05-17,Optimización,Alta representatividad,Alta representatividad,1.0,95.546966776461,Cobertura Datos
2021-05-19,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,95.24155331352362,Cobertura Datos
2021-05-23,Optimización,Aceptable,Aceptable,1.0,83.16816724180018,Cobertura Datos
2021-05-26,Regresión,Aceptable,Aceptable,1.0,84.09283513681899,Cobertura Datos
2021-05-28,Clasificación,Aceptable,Aceptable,1.0,87.36149582832337,Cobertura Datos
2021-05-24,Visión,Aceptable,Aceptable,1.0,79.71921974971463,Cobertura Datos
2021-05-24,NLP,Aceptable,Aceptable,1.0,87.21314176166808,Cobertura Datos
2021-06-04,Clasificación,Aceptable,Aceptable,1.0,83.37142023502241,Cobertura Datos
2021-06-01,Visión,Aceptable,Aceptable,1.0,70.92135591020822,Cobertura Datos
2021-06-04,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,92.17095235359552,Cobertura Datos
2021-06-01,Clustering,Alta representatividad,Alta representatividad,1.0,94.45159083008222,Cobertura Datos
2021-05-30,Visión,Aceptable,Aceptable,1.0,70.68195604222188,Cobertura Datos
2021-06-10,Clasificación,Alta representatividad,Alta representatividad,0.99,90.52080728898942,Cobertura Datos
2021-06-10,Regresión,Aceptable,Aceptable,1.0,80.0311447844667,Cobertura Datos
2021-06-07,Clasificación,Aceptable,Aceptable,0.94,85.22642680075204,Cobertura Datos
2021-06-07,NLP,Aceptable,Aceptable,1.0,82.9998686209786,Cobertura Datos
2021-06-08,Clasificación,Aceptable,Aceptable,1.0,84.33407692165922,Cobertura Datos
2021-06-14,Regresión,Aceptable,Aceptable,1.0,82.8748439237102,Cobertura Datos
2021-06-16,Visión,Alta representatividad,Alta representatividad,0.98,92.18775965868475,Cobertura Datos
2021-06-16,Análisis Predictivo,Aceptable,Aceptable,1.0,87.77117380207808,Cobertura Datos
2021-06-13,Visión,Aceptable,Aceptable,1.0,80.72856864419151,Cobertura Datos
2021-06-16,Optimización,Aceptable,Aceptable,1.0,87.90278310991427,Cobertura Datos
2021-06-20,NLP,Alta representatividad,Alta representatividad,0.99,95.09124329618092,Cobertura Datos
2021-06-22,Clasificación,Aceptable,Aceptable,1.0,72.08801481338925,Cobertura Datos
2021-06-23,Optimización,Aceptable,Aceptable,1.0,80.09033926050948,Cobertura Datos
2021-06-20,Optimización,Alta representatividad,Alta representatividad,1.0,92.63180484041868,Cobertura Datos
2021-06-24,Detección de Anomalías,Aceptable,Aceptable,0.99,89.2154328810983,Cobertura Datos
2021-06-27,Análisis Predictivo,Alta representatividad,Alta representatividad,0.99,94.30815112565712,Cobertura Datos
2021-07-02,Optimización,Aceptable,Aceptable,1.0,71.0350570782042,Cobertura Datos
2021-06-30,Detección de Anomalías,Alta representatividad,Alta representatividad,0.994074074074074,92.43216583953246,Cobertura Datos
2021-06-27,Visión,Alta representatividad,Alta representatividad,0.97,90.58676801882667,Cobertura Datos
2021-07-02,Regresión,Alta representatividad,Alta representatividad,0.99,91.19101441814168,Cobertura Datos
2021-07-06,Regresión,Aceptable,Aceptable,1.0,85.52883093091592,Cobertura Datos
2021-07-05,Regresión,Aceptable,Aceptable,1.0,71.34984291313575,Cobertura Datos
2021-07-08,Clustering,Aceptable,Aceptable,1.0,84.01737815272175,Cobertura Datos
2021-07-06,Clustering,Aceptable,Aceptable,1.0,80.60152956173654,Cobertura Datos
2021-07-08,NLP,Aceptable,Aceptable,1.0,83.70308556894797,Cobertura Datos
2021-07-15,Regresión,Aceptable,Aceptable,0.99,89.24769531415488,Cobertura Datos
2021-07-16,Regresión,Aceptable,Aceptable,1.0,85.49497649730577,Cobertura Datos
2021-07-11,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,77.60663513634154,Cobertura Datos
2021-07-12,Visión,Aceptable,Aceptable,1.0,85.58719091983096,Cobertura Datos
2021-07-11,Análisis Predictivo,Aceptable,Aceptable,1.0,72.16159952010663,Cobertura Datos
2021-07-18,Análisis Predictivo,Aceptable,Aceptable,1.0,70.13951577165031,Cobertura Datos
2021-07-21,Detección de Anomalías,Aceptable,Aceptable,0.99,80.43972870960626,Cobertura Datos
2021-07-18,Detección de Anomalías,Aceptable,Aceptable,0.93,89.68684538835912,Cobertura Datos
2021-07-19,Clustering,Alta representatividad,Alta representatividad,1.0,91.3884900057098,Cobertura Datos
2021-07-20,Clasificación,Aceptable,Aceptable,1.0,84.29582214599488,Cobertura Datos
2021-07-30,Optimización,Alta representatividad,Alta representatividad,1.0,92.56817904315272,Cobertura Datos
2021-07-25,Clustering,Aceptable,Aceptable,1.0,73.27378611463222,Cobertura Datos
2021-07-26,NLP,Alta representatividad,Alta representatividad,1.0,95.06675223784524,Cobertura Datos
2021-07-25,Clustering,Alta representatividad,Alta representatividad,1.0,93.96576874920328,Cobertura Datos
2021-07-30,Visión,Aceptable,Aceptable,1.0,85.58016851294218,Cobertura Datos
2021-08-05,Regresión,Aceptable,Aceptable,1.0,71.52677522489186,Cobertura Datos
2021-08-06,Clustering,Aceptable,Aceptable,1.0,81.80927443302896,Cobertura Datos
2021-08-01,Clustering,Aceptable,Aceptable,1.0,74.66109698918464,Cobertura Datos
2021-08-04,Optimización,Aceptable,Aceptable,1.0,86.33905697867755,Cobertura Datos
2021-08-05,Visión,Aceptable,Aceptable,1.0,74.93909506194724,Cobertura Datos
2021-08-09,Clasificación,Aceptable,Aceptable,1.0,82.52673917102742,Cobertura Datos
2021-08-13,Visión,Aceptable,Aceptable,1.0,75.34630009836494,Cobertura Datos
2021-08-08,NLP,Aceptable,Aceptable,1.0,74.72797338855447,Cobertura Datos
2021-08-12,Análisis Predictivo,Aceptable,Aceptable,1.0,76.4460129744931,Cobertura Datos
2021-08-12,NLP,Aceptable,Aceptable,1.0,70.75910784341582,Cobertura Datos
2021-08-17,Regresión,Aceptable,Aceptable,1.0,88.6189881118765,Cobertura Datos
2021-08-19,Clustering,Aceptable,Aceptable,1.0,77.9748857851018,Cobertura Datos
2021-08-20,Visión,Aceptable,Aceptable,1.0,88.15080940239788,Cobertura Datos
2021-08-16,Visión,Aceptable,Aceptable,1.0,86.99043367929302,Cobertura Datos
2021-08-15,Visión,Aceptable,Aceptable,1.0,71.71892912420284,Cobertura Datos
2021-08-27,Clustering,Aceptable,Aceptable,1.0,78.11290371120668,Cobertura Datos
2021-08-26,Análisis Predictivo,Aceptable,Aceptable,1.0,84.73837386601132,Cobertura Datos
2021-08-23,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,93.87843104372982,Cobertura Datos
2021-08-24,NLP,Aceptable,Aceptable,1.0,80.43431247166104,Cobertura Datos
2021-08-22,Optimización,Aceptable,Aceptable,1.0,83.12458017560077,Cobertura Datos
2021-09-01,Análisis Predictivo,Aceptable,Aceptable,1.0,89.50412889100912,Cobertura Datos
2021-09-02,Clasificación,Alta representatividad,Alta representatividad,1.0,90.88568231919945,Cobertura Datos
2021-09-02,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,94.0068530958558,Cobertura Datos
2021-08-31,Regresión,Aceptable,Aceptable,1.0,82.9269253709589,Cobertura Datos
2021-08-30,Visión,Aceptable,Aceptable,1.0,75.03978616704849,Cobertura Datos
2021-09-07,Regresión,Aceptable,Aceptable,1.0,89.87495197482757,Cobertura Datos
2021-09-06,Optimización,Aceptable,Aceptable,1.0,73.26495687973961,Cobertura Datos
2021-09-05,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,80.87690011648787,Cobertura Datos
2021-09-09,Clustering,Aceptable,Aceptable,1.0,86.33353929615244,Cobertura Datos
2021-09-08,Regresión,Aceptable,Aceptable,1.0,87.98826084736392,Cobertura Datos
2021-09-14,Clasificación,Aceptable,Aceptable,1.0,89.0587206476141,Cobertura Datos
2021-09-17,NLP,Aceptable,Aceptable,1.0,75.03184218005089,Cobertura Datos
2021-09-15,Optimización,Alta representatividad,Alta representatividad,1.0,95.52287923567332,Cobertura Datos
2021-09-15,Regresión,Aceptable,Aceptable,1.0,74.63888299209296,Cobertura Datos
2021-09-16,Clasificación,Aceptable,Aceptable,1.0,72.49790853666163,Cobertura Datos
2021-09-23,Clustering,Aceptable,Aceptable,1.0,87.2653104501505,Cobertura Datos
2021-09-24,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,93.65999999627124,Cobertura Datos
2021-09-22,Visión,Aceptable,Aceptable,1.0,84.54397662898343,Cobertura Datos
2021-09-19,Clustering,Aceptable,Aceptable,1.0,85.48254329738322,Cobertura Datos
2021-09-24,Clasificación,Aceptable,Aceptable,1.0,84.00060344629229,Cobertura Datos
2021-09-29,Clustering,Aceptable,Aceptable,1.0,71.11145304641512,Cobertura Datos
2021-09-27,Optimización,Aceptable,Aceptable,1.0,87.71410088482742,Cobertura Datos
2021-10-01,Regresión,Aceptable,Aceptable,1.0,79.3131771341303,Cobertura Datos
2021-09-27,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,94.32751867814976,Cobertura Datos
2021-09-27,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,74.85654123626395,Cobertura Datos
2021-10-04,Visión,Aceptable,Aceptable,1.0,77.8550103246233,Cobertura Datos
2021-10-05,Clasificación,Aceptable,Aceptable,1.0,83.12622347093323,Cobertura Datos
2021-10-03,Clasificación,Aceptable,Aceptable,1.0,82.41123113409424,Cobertura Datos
2021-10-05,Visión,Aceptable,Aceptable,1.0,80.40792328366581,Cobertura Datos
2021-10-05,Clasificación,Aceptable,Aceptable,1.0,78.17447637986949,Cobertura Datos
2021-10-11,Regresión,Aceptable,Aceptable,1.0,73.82680315157877,Cobertura Datos
2021-10-10,Visión,Alta representatividad,Alta representatividad,0.99,91.34396869471374,Cobertura Datos
2021-10-10,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,81.6680144690768,Cobertura Datos
2021-10-13,Detección de Anomalías,Aceptable,Aceptable,0.99,84.89687053657552,Cobertura Datos
2021-10-15,Optimización,Aceptable,Aceptable,1.0,84.21037445452995,Cobertura Datos
2021-10-19,Optimización,Aceptable,Aceptable,1.0,84.9627126128533,Cobertura Datos
2021-10-22,Análisis Predictivo,Aceptable,Aceptable,1.0,88.32584966796176,Cobertura Datos
2021-10-22,Regresión,Aceptable,Aceptable,0.99,86.36390587104617,Cobertura Datos
2021-10-17,Clasificación,Aceptable,Aceptable,1.0,77.12147585236268,Cobertura Datos
2021-10-21,Optimización,Aceptable,Aceptable,1.0,84.39645807684786,Cobertura Datos
2021-10-29,Análisis Predictivo,Aceptable,Aceptable,1.0,76.3573355440646,Cobertura Datos
2021-10-26,Análisis Predictivo,Aceptable,Aceptable,1.0,85.3097479576115,Cobertura Datos
2021-10-29,Detección de Anomalías,Aceptable,Aceptable,1.0,81.23030012526321,Cobertura Datos
2021-10-24,Regresión,Aceptable,Aceptable,1.0,71.02487783571135,Cobertura Datos
2021-10-28,Regresión,Aceptable,Aceptable,1.0,89.08362787157581,Cobertura Datos
2021-11-05,Clustering,Aceptable,Aceptable,1.0,77.14132686116186,Cobertura Datos
2021-11-04,Clasificación,Alta representatividad,Alta representatividad,1.0,93.92505323347925,Cobertura Datos
2021-11-04,Visión,Aceptable,Aceptable,1.0,77.29448828320776,Cobertura Datos
2021-11-01,Regresión,Alta representatividad,Alta representatividad,1.0,95.91219132151446,Cobertura Datos
2021-11-03,Clustering,Aceptable,Aceptable,1.0,82.03673036298518,Cobertura Datos
2021-11-12,Visión,Aceptable,Aceptable,1.0,70.68659030931538,Cobertura Datos
2021-11-12,Clasificación,Aceptable,Aceptable,1.0,71.98299352774931,Cobertura Datos
2021-11-10,Regresión,Aceptable,Aceptable,1.0,72.13428840899479,Cobertura Datos
2021-11-07,Visión,Aceptable,Aceptable,1.0,71.46157494617665,Cobertura Datos
2021-11-07,Visión,Aceptable,Aceptable,1.0,76.96252439143507,Cobertura Datos
2021-11-19,Detección de Anomalías,Aceptable,Aceptable,1.0,78.43930955789958,Cobertura Datos
2021-11-19,Clustering,Aceptable,Aceptable,1.0,72.89343246661328,Cobertura Datos
2021-11-17,Análisis Predictivo,Aceptable,Aceptable,1.0,81.39141860483605,Cobertura Datos
2021-11-18,Regresión,Aceptable,Aceptable,1.0,79.49912136379062,Cobertura Datos
2021-11-14,NLP,Aceptable,Aceptable,1.0,86.54442389132775,Cobertura Datos
2021-11-26,Regresión,Aceptable,Aceptable,1.0,75.09247854704715,Cobertura Datos
2021-11-22,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,93.76362274565084,Cobertura Datos
2021-11-22,Optimización,Aceptable,Aceptable,0.99,83.41576024900183,Cobertura Datos
2021-11-24,Clasificación,Aceptable,Aceptable,1.0,86.21705902655324,Cobertura Datos
2021-11-21,Visión,Aceptable,Aceptable,1.0,71.027528798411,Cobertura Datos
2021-11-28,Optimización,Aceptable,Aceptable,1.0,84.53630617055114,Cobertura Datos
2021-12-03,Análisis Predictivo,Aceptable,Aceptable,1.0,79.5706053173029,Cobertura Datos
2021-12-03,Optimización,Alta representatividad,Alta representatividad,1.0,94.02847326919851,Cobertura Datos
2021-12-02,Visión,Alta representatividad,Alta representatividad,1.0,93.02672620424428,Cobertura Datos
2021-11-28,NLP,Aceptable,Aceptable,1.0,86.57886620056465,Cobertura Datos
2021-12-08,NLP,Aceptable,Aceptable,0.98,89.96413512094928,Cobertura Datos
2021-12-05,Análisis Predictivo,Aceptable,Aceptable,1.0,86.7594220850145,Cobertura Datos
2021-12-10,Clasificación,Aceptable,Aceptable,1.0,70.44117090179336,Cobertura Datos
2021-12-05,Detección de Anomalías,Aceptable,Aceptable,0.99,88.28129016150235,Cobertura Datos
2021-12-06,NLP,Aceptable,Aceptable,1.0,74.60435985993605,Cobertura Datos
2021-12-15,NLP,Aceptable,Aceptable,1.0,87.74684482922571,Cobertura Datos
2021-12-14,Análisis Predictivo,Aceptable,Aceptable,1.0,70.27317638998444,Cobertura Datos
2021-12-15,Clasificación,Aceptable,Aceptable,1.0,78.0835770182026,Cobertura Datos
2021-12-15,Clustering,Aceptable,Aceptable,1.0,83.44012745592873,Cobertura Datos
2021-12-17,Detección de Anomalías,Aceptable,Aceptable,0.995925925925926,78.66243560938024,Cobertura Datos
2021-12-21,Optimización,Aceptable,Aceptable,1.0,88.04366855278168,Cobertura Datos
2021-12-24,Optimización,Aceptable,Aceptable,1.0,83.59044800751158,Cobertura Datos
2021-12-21,Análisis Predictivo,Alta representatividad,Alta representatividad,1.0,94.9513519050038,Cobertura Datos
2021-12-20,Regresión,Aceptable,Aceptable,1.0,79.30312301128349,Cobertura Datos
2021-12-23,Clustering,Aceptable,Aceptable,0.99,88.76834262032037,Cobertura Datos
2021-12-29,Regresión,Alta representatividad,Alta representatividad,1.0,91.7318832749718,Cobertura Datos
2021-12-29,Clustering,Aceptable,Aceptable,1.0,76.59406246484636,Cobertura Datos
2021-12-29,Detección de Anomalías,Aceptable,Aceptable,0.99,89.60741837066793,Cobertura Datos
2021-12-29,Visión,Aceptable,Aceptable,1.0,80.22616399955787,Cobertura Datos
2021-12-27,Optimización,Aceptable,Aceptable,1.0,73.3469059424644,Cobertura Datos
2022-01-05,Clasificación,Aceptable,Aceptable,1.0,70.09482401324534,Cobertura Datos
2022-01-04,Clustering,Aceptable,Aceptable,1.0,89.33769636856525,Cobertura Datos
2022-01-04,Detección de Anomalías,Aceptable,Aceptable,1.0,74.84234605083938,Cobertura Datos
2022-01-02,Análisis Predictivo,Aceptable,Aceptable,1.0,71.33103448946846,Cobertura Datos
2022-01-03,Clustering,Aceptable,Aceptable,1.0,82.92743627603066,Cobertura Datos
2022-01-09,Análisis Predictivo,Aceptable,Aceptable,1.0,79.01414890036482,Cobertura Datos
2022-01-12,Detección de Anomalías,Aceptable,Aceptable,1.0,87.98697431639462,Cobertura Datos
2022-01-10,Clasificación,Aceptable,Aceptable,1.0,72.79147168016276,Cobertura Datos
2022-01-10,Optimización,Aceptable,Aceptable,1.0,73.44898241038513,Cobertura Datos
2022-01-13,Optimización,Aceptable,Aceptable,1.0,80.50680041581563,Cobertura Datos
2022-01-20,Clasificación,Aceptable,Aceptable,1.0,83.53061246079189,Cobertura Datos
2022-01-16,Optimización,Alta representatividad,Alta representatividad,0.97,91.4290418867622,Cobertura Datos
2022-01-16,Clustering,Aceptable,Aceptable,1.0,85.22625496430842,Cobertura Datos
2022-01-18,Visión,Alta representatividad,Alta representatividad,0.99,93.46753357379552,Cobertura Datos
2022-01-18,Regresión,Aceptable,Aceptable,1.0,75.66196373959733,Cobertura Datos
2022-01-28,Regresión,Aceptable,Aceptable,1.0,85.50170741595798,Cobertura Datos
2022-01-28,Clasificación,Aceptable,Aceptable,1.0,87.03619865460755,Cobertura Datos
2022-01-28,NLP,Aceptable,Aceptable,1.0,88.87093134459833,Cobertura Datos
2022-01-25,Visión,Alta representatividad,Alta representatividad,0.99,95.7049181539452,Cobertura Datos
2022-01-24,Visión,Aceptable,Aceptable,0.97,82.16887938271444,Cobertura Datos
2022-02-02,Regresión,Aceptable,Aceptable,1.0,79.60230907643525,Cobertura Datos
2022-01-30,Clustering,Alta representatividad,Alta representatividad,1.0,92.15737355399952,Cobertura Datos
2022-02-01,Detección de Anomalías,Aceptable,Aceptable,1.0,74.5965635322182,Cobertura Datos
2022-01-31,Optimización,Aceptable,Aceptable,1.0,70.96273052927408,Cobertura Datos
2022-02-03,Clustering,Aceptable,Aceptable,1.0,81.53331539181465,Cobertura Datos
2022-02-09,Detección de Anomalías,Aceptable,Aceptable,1.0,76.42735221795165,Cobertura Datos
2022-02-10,Clasificación,Aceptable,Aceptable,1.0,80.30966043263236,Cobertura Datos
2022-02-11,Visión,Alta representatividad,Alta representatividad,0.99,95.63816609760434,Cobertura Datos
2022-02-10,Clustering,Aceptable,Aceptable,1.0,79.06069398570055,Cobertura Datos
2022-02-09,Clustering,Aceptable,Aceptable,1.0,88.40710841822789,Cobertura Datos
2022-02-14,NLP,Aceptable,Aceptable,1.0,76.51045225351209,Cobertura Datos
2022-02-17,Regresión,Aceptable,Aceptable,1.0,77.88899653792056,Cobertura Datos
2022-02-14,Detección de Anomalías,Aceptable,Aceptable,1.0,76.3220350299667,Cobertura Datos
2022-02-17,Detección de Anomalías,Aceptable,Aceptable,1.0,84.87618262586952,Cobertura Datos
2022-02-15,NLP,Aceptable,Aceptable,1.0,75.87882324110727,Cobertura Datos
2022-02-25,Análisis Predictivo,Aceptable,Aceptable,1.0,88.6774666692059,Cobertura Datos
2022-02-23,Visión,Aceptable,Aceptable,1.0,87.68712916192986,Cobertura Datos
2022-02-20,Detección de Anomalías,Aceptable,Aceptable,1.0,80.95301157572447,Cobertura Datos
2022-02-23,Regresión,Aceptable,Aceptable,1.0,70.66500254698293,Cobertura Datos
2022-02-24,Optimización,Aceptable,Aceptable,1.0,70.58892943788557,Cobertura Datos
2022-03-03,NLP,Aceptable,Aceptable,1.0,83.85297724483226,Cobertura Datos
2022-03-04,Optimización,Alta representatividad,Alta representatividad,1.0,91.81916954247394,Cobertura Datos
2022-03-01,Optimización,Aceptable,Aceptable,1.0,85.57071545577573,Cobertura Datos
2022-03-01,Regresión,Aceptable,Aceptable,1.0,81.32691200121192,Cobertura Datos
2022-03-02,Optimización,Alta representatividad,Alta representatividad,1.0,92.9350896705448,Cobertura Datos
2022-03-06,Clustering,Aceptable,Aceptable,1.0,75.12188167469623,Cobertura Datos
2022-03-11,NLP,Aceptable,Aceptable,1.0,79.3450351622239,Cobertura Datos
2022-03-09,Clustering,Aceptable,Aceptable,1.0,84.69804574863595,Cobertura Datos
2022-03-06,NLP,Aceptable,Aceptable,1.0,77.58340619785803,Cobertura Datos
2022-03-07,Optimización,Alta representatividad,Alta representatividad,1.0,95.9405245283595,Cobertura Datos
2022-03-17,Clasificación,Aceptable,Aceptable,1.0,81.76034384031637,Cobertura Datos
2022-03-14,Clasificación,Aceptable,Aceptable,1.0,71.34477780686996,Cobertura Datos
2022-03-16,Análisis Predictivo,Aceptable,Aceptable,1.0,74.57816888756295,Cobertura Datos
2022-03-13,Clustering,Aceptable,Aceptable,1.0,83.84450257514177,Cobertura Datos
2022-03-13,Análisis Predictivo,Aceptable,Aceptable,1.0,84.30146119182584,Cobertura Datos
2022-03-21,Detección de Anomalías,Alta representatividad,Alta representatividad,0.98,95.58775094706206,Cobertura Datos
2022-03-22,Detección de Anomalías,Aceptable,Aceptable,1.0,85.59912687908297,Cobertura Datos
2022-03-22,Clustering,Aceptable,Aceptable,0.99,87.33231032933966,Cobertura Datos
2022-03-25,Clustering,Aceptable,Aceptable,1.0,75.55679201828924,Cobertura Datos
2022-03-21,Visión,Aceptable,Aceptable,0.99,72.77848692251116,Cobertura Datos
2022-03-29,NLP,Aceptable,Aceptable,1.0,85.65226021185028,Cobertura Datos
2022-03-27,Detección de Anomalías,Alta representatividad,Alta representatividad,1.0,92.48687939168067,Cobertura Datos
2022-03-30,NLP,Aceptable,Aceptable,0.99,85.27169674654567,Cobertura Datos
2022-03-29,Análisis Predictivo,Aceptable,Aceptable,1.0,81.51236367280012,Cobertura Datos
2022-04-01,Optimización,Aceptable,Aceptable,1.0,85.03337267436235,Cobertura Datos
2022-04-03,NLP,Aceptable,Aceptable,1.0,82.18806104062874,Cobertura Datos
2022-04-08,Detección de Anomalías,Aceptable,Aceptable,1.0,73.68892097639824,Cobertura Datos
2022-04-06,Optimización,Aceptable,Aceptable,1.0,89.27079505657544,Cobertura Datos
2022-04-03,Optimización,Aceptable,Aceptable,1.0,83.85899225008147,Cobertura Datos
2022-04-07,Análisis Predictivo,Aceptable,Aceptable,1.0,80.38239477751205,Cobertura Datos
2022-04-13,Visión,Aceptable,Aceptable,1.0,84.55060105309215,Cobertura Datos
2022-04-14,NLP,Aceptable,Aceptable,1.0,76.2719008157867,Cobertura Datos
2022-04-12,Clasificación,Aceptable,Aceptable,1.0,81.12690060223123,Cobertura Datos
