sprint,fecha_sprint,año,semana,equipo,retrospectivas_planificadas,retrospectivas_realizadas,cumplimiento_porcentaje,estado
Sprint_061,2021-02-28,2021,8,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_062,2021-03-07,2021,9,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_062,2021-03-07,2021,9,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_062,2021-03-07,2021,9,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_062,2021-03-07,2021,9,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_062,2021-03-07,2021,9,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_063,2021-03-14,2021,10,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_063,2021-03-14,2021,10,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_063,2021-03-14,2021,10,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_063,2021-03-14,2021,10,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_063,2021-03-14,2021,10,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_064,2021-03-21,2021,11,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_064,2021-03-21,2021,11,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_064,2021-03-21,2021,11,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_064,2021-03-21,2021,11,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_064,2021-03-21,2021,11,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_065,2021-03-28,2021,12,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_065,2021-03-28,2021,12,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_065,2021-03-28,2021,12,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_065,2021-03-28,2021,12,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_065,2021-03-28,2021,12,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_066,2021-04-04,2021,13,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_066,2021-04-04,2021,13,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_066,2021-04-04,2021,13,Equipo Seguridad,1,0,0.0,Requiere acciones
Sprint_066,2021-04-04,2021,13,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_066,2021-04-04,2021,13,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_067,2021-04-11,2021,14,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_067,2021-04-11,2021,14,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_067,2021-04-11,2021,14,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_067,2021-04-11,2021,14,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_067,2021-04-11,2021,14,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_068,2021-04-18,2021,15,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_068,2021-04-18,2021,15,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_068,2021-04-18,2021,15,Equipo Seguridad,1,0,0.0,Requiere acciones
Sprint_068,2021-04-18,2021,15,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_068,2021-04-18,2021,15,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_069,2021-04-25,2021,16,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_069,2021-04-25,2021,16,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_069,2021-04-25,2021,16,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_069,2021-04-25,2021,16,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_069,2021-04-25,2021,16,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_070,2021-05-02,2021,17,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_070,2021-05-02,2021,17,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_070,2021-05-02,2021,17,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_070,2021-05-02,2021,17,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_070,2021-05-02,2021,17,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_071,2021-05-09,2021,18,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_071,2021-05-09,2021,18,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_071,2021-05-09,2021,18,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_071,2021-05-09,2021,18,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_071,2021-05-09,2021,18,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_072,2021-05-16,2021,19,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_072,2021-05-16,2021,19,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_072,2021-05-16,2021,19,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_072,2021-05-16,2021,19,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_072,2021-05-16,2021,19,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_073,2021-05-23,2021,20,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_073,2021-05-23,2021,20,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_073,2021-05-23,2021,20,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_073,2021-05-23,2021,20,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_073,2021-05-23,2021,20,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_074,2021-05-30,2021,21,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_074,2021-05-30,2021,21,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_074,2021-05-30,2021,21,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_074,2021-05-30,2021,21,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_074,2021-05-30,2021,21,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_075,2021-06-06,2021,22,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_075,2021-06-06,2021,22,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_075,2021-06-06,2021,22,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_075,2021-06-06,2021,22,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_075,2021-06-06,2021,22,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_076,2021-06-13,2021,23,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_076,2021-06-13,2021,23,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_076,2021-06-13,2021,23,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_076,2021-06-13,2021,23,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_076,2021-06-13,2021,23,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_077,2021-06-20,2021,24,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_077,2021-06-20,2021,24,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_077,2021-06-20,2021,24,Equipo Seguridad,1,0,0.0,Requiere acciones
Sprint_077,2021-06-20,2021,24,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_077,2021-06-20,2021,24,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_078,2021-06-27,2021,25,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_078,2021-06-27,2021,25,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_078,2021-06-27,2021,25,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_078,2021-06-27,2021,25,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_078,2021-06-27,2021,25,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_079,2021-07-04,2021,26,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_079,2021-07-04,2021,26,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_079,2021-07-04,2021,26,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_079,2021-07-04,2021,26,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_079,2021-07-04,2021,26,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_080,2021-07-11,2021,27,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_080,2021-07-11,2021,27,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_080,2021-07-11,2021,27,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_080,2021-07-11,2021,27,Equipo Datos,1,0,0.0,Requiere acciones
Sprint_080,2021-07-11,2021,27,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_081,2021-07-18,2021,28,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_081,2021-07-18,2021,28,Equipo Infraestructura,1,0,0.0,Requiere acciones
Sprint_081,2021-07-18,2021,28,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_081,2021-07-18,2021,28,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_081,2021-07-18,2021,28,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_082,2021-07-25,2021,29,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_082,2021-07-25,2021,29,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_082,2021-07-25,2021,29,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_082,2021-07-25,2021,29,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_082,2021-07-25,2021,29,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_083,2021-08-01,2021,30,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_083,2021-08-01,2021,30,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_083,2021-08-01,2021,30,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_083,2021-08-01,2021,30,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_083,2021-08-01,2021,30,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_084,2021-08-08,2021,31,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_084,2021-08-08,2021,31,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_084,2021-08-08,2021,31,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_084,2021-08-08,2021,31,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_084,2021-08-08,2021,31,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_085,2021-08-15,2021,32,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_085,2021-08-15,2021,32,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_085,2021-08-15,2021,32,Equipo Seguridad,1,0,0.0,Requiere acciones
Sprint_085,2021-08-15,2021,32,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_085,2021-08-15,2021,32,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_086,2021-08-22,2021,33,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_086,2021-08-22,2021,33,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_086,2021-08-22,2021,33,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_086,2021-08-22,2021,33,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_086,2021-08-22,2021,33,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_087,2021-08-29,2021,34,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_087,2021-08-29,2021,34,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_087,2021-08-29,2021,34,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_087,2021-08-29,2021,34,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_087,2021-08-29,2021,34,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_088,2021-09-05,2021,35,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_088,2021-09-05,2021,35,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_088,2021-09-05,2021,35,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_088,2021-09-05,2021,35,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_088,2021-09-05,2021,35,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_089,2021-09-12,2021,36,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_089,2021-09-12,2021,36,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_089,2021-09-12,2021,36,Equipo Seguridad,1,0,0.0,Requiere acciones
Sprint_089,2021-09-12,2021,36,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_089,2021-09-12,2021,36,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_090,2021-09-19,2021,37,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_090,2021-09-19,2021,37,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_090,2021-09-19,2021,37,Equipo Seguridad,1,0,0.0,Requiere acciones
Sprint_090,2021-09-19,2021,37,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_090,2021-09-19,2021,37,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_091,2021-09-26,2021,38,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_091,2021-09-26,2021,38,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_091,2021-09-26,2021,38,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_091,2021-09-26,2021,38,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_091,2021-09-26,2021,38,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_092,2021-10-03,2021,39,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_092,2021-10-03,2021,39,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_092,2021-10-03,2021,39,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_092,2021-10-03,2021,39,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_092,2021-10-03,2021,39,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_093,2021-10-10,2021,40,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_093,2021-10-10,2021,40,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_093,2021-10-10,2021,40,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_093,2021-10-10,2021,40,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_093,2021-10-10,2021,40,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_094,2021-10-17,2021,41,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_094,2021-10-17,2021,41,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_094,2021-10-17,2021,41,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_094,2021-10-17,2021,41,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_094,2021-10-17,2021,41,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_095,2021-10-24,2021,42,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_095,2021-10-24,2021,42,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_095,2021-10-24,2021,42,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_095,2021-10-24,2021,42,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_095,2021-10-24,2021,42,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_096,2021-10-31,2021,43,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_096,2021-10-31,2021,43,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_096,2021-10-31,2021,43,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_096,2021-10-31,2021,43,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_096,2021-10-31,2021,43,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_097,2021-11-07,2021,44,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_097,2021-11-07,2021,44,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_097,2021-11-07,2021,44,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_097,2021-11-07,2021,44,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_097,2021-11-07,2021,44,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_098,2021-11-14,2021,45,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_098,2021-11-14,2021,45,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_098,2021-11-14,2021,45,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_098,2021-11-14,2021,45,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_098,2021-11-14,2021,45,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_099,2021-11-21,2021,46,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_099,2021-11-21,2021,46,Equipo Infraestructura,1,0,0.0,Requiere acciones
Sprint_099,2021-11-21,2021,46,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_099,2021-11-21,2021,46,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_099,2021-11-21,2021,46,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_100,2021-11-28,2021,47,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_100,2021-11-28,2021,47,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_100,2021-11-28,2021,47,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_100,2021-11-28,2021,47,Equipo Datos,1,0,0.0,Requiere acciones
Sprint_100,2021-11-28,2021,47,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_101,2021-12-05,2021,48,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_101,2021-12-05,2021,48,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_101,2021-12-05,2021,48,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_101,2021-12-05,2021,48,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_101,2021-12-05,2021,48,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_102,2021-12-12,2021,49,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_102,2021-12-12,2021,49,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_102,2021-12-12,2021,49,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_102,2021-12-12,2021,49,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_102,2021-12-12,2021,49,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_103,2021-12-19,2021,50,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_103,2021-12-19,2021,50,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_103,2021-12-19,2021,50,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_103,2021-12-19,2021,50,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_103,2021-12-19,2021,50,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_104,2021-12-26,2021,51,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_104,2021-12-26,2021,51,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_104,2021-12-26,2021,51,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_104,2021-12-26,2021,51,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_104,2021-12-26,2021,51,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_105,2022-01-02,2022,52,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_105,2022-01-02,2022,52,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_105,2022-01-02,2022,52,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_105,2022-01-02,2022,52,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_105,2022-01-02,2022,52,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_106,2022-01-09,2022,1,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_106,2022-01-09,2022,1,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_106,2022-01-09,2022,1,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_106,2022-01-09,2022,1,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_106,2022-01-09,2022,1,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_107,2022-01-16,2022,2,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_107,2022-01-16,2022,2,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_107,2022-01-16,2022,2,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_107,2022-01-16,2022,2,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_107,2022-01-16,2022,2,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_108,2022-01-23,2022,3,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_108,2022-01-23,2022,3,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_108,2022-01-23,2022,3,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_108,2022-01-23,2022,3,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_108,2022-01-23,2022,3,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_109,2022-01-30,2022,4,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_109,2022-01-30,2022,4,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_109,2022-01-30,2022,4,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_109,2022-01-30,2022,4,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_109,2022-01-30,2022,4,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_110,2022-02-06,2022,5,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_110,2022-02-06,2022,5,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_110,2022-02-06,2022,5,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_110,2022-02-06,2022,5,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_110,2022-02-06,2022,5,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_111,2022-02-13,2022,6,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_111,2022-02-13,2022,6,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_111,2022-02-13,2022,6,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_111,2022-02-13,2022,6,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_111,2022-02-13,2022,6,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_112,2022-02-20,2022,7,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_112,2022-02-20,2022,7,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_112,2022-02-20,2022,7,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_112,2022-02-20,2022,7,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_112,2022-02-20,2022,7,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_113,2022-02-27,2022,8,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_113,2022-02-27,2022,8,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_113,2022-02-27,2022,8,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_113,2022-02-27,2022,8,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_113,2022-02-27,2022,8,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_114,2022-03-06,2022,9,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_114,2022-03-06,2022,9,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_114,2022-03-06,2022,9,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_114,2022-03-06,2022,9,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_114,2022-03-06,2022,9,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_115,2022-03-13,2022,10,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_115,2022-03-13,2022,10,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_115,2022-03-13,2022,10,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_115,2022-03-13,2022,10,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_115,2022-03-13,2022,10,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_116,2022-03-20,2022,11,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_116,2022-03-20,2022,11,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_116,2022-03-20,2022,11,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_116,2022-03-20,2022,11,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_116,2022-03-20,2022,11,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_117,2022-03-27,2022,12,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_117,2022-03-27,2022,12,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_117,2022-03-27,2022,12,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_117,2022-03-27,2022,12,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_117,2022-03-27,2022,12,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_118,2022-04-03,2022,13,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_118,2022-04-03,2022,13,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_118,2022-04-03,2022,13,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_118,2022-04-03,2022,13,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_118,2022-04-03,2022,13,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_119,2022-04-10,2022,14,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_119,2022-04-10,2022,14,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_119,2022-04-10,2022,14,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_119,2022-04-10,2022,14,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_119,2022-04-10,2022,14,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_120,2022-04-17,2022,15,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_120,2022-04-17,2022,15,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_120,2022-04-17,2022,15,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_120,2022-04-17,2022,15,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_120,2022-04-17,2022,15,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_121,2022-04-24,2022,16,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_121,2022-04-24,2022,16,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_121,2022-04-24,2022,16,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_121,2022-04-24,2022,16,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_121,2022-04-24,2022,16,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_122,2022-05-01,2022,17,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_122,2022-05-01,2022,17,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_122,2022-05-01,2022,17,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_122,2022-05-01,2022,17,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_122,2022-05-01,2022,17,Equipo Integración,1,1,100.0,Cumplimiento total
