sprint,fecha_inicio,año,semana,equipo,velocidad_puntos_historia,tendencia,rendimiento
Sprint_062,2021-03-07,2021,9,Equipo Datos,36,Estable,Buen rendimiento
Sprint_062,2021-03-07,2021,9,Equipo Integración,29,Decreciente,Posible sobrecarga
Sprint_063,2021-03-14,2021,10,Equipo Desarrollo,57,Creciente,Buen rendimiento
Sprint_063,2021-03-14,2021,10,Equipo Infraestructura,29,Decreciente,Posible sobrecarga
Sprint_063,2021-03-14,2021,10,Equipo Seguridad,34,Decreciente,Posible sobrecarga
Sprint_063,2021-03-14,2021,10,Equipo Datos,30,Decreciente,Posible sobrecarga
Sprint_063,2021-03-14,2021,10,Equipo Integración,42,Estable,Buen rendimiento
Sprint_064,2021-03-21,2021,11,Equipo Desarrollo,36,Estable,Buen rendimiento
Sprint_064,2021-03-21,2021,11,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_064,2021-03-21,2021,11,Equipo Seguridad,49,Creciente,Buen rendimiento
Sprint_064,2021-03-21,2021,11,Equipo Datos,51,Creciente,Buen rendimiento
Sprint_064,2021-03-21,2021,11,Equipo Integración,50,Creciente,Buen rendimiento
Sprint_065,2021-03-28,2021,12,Equipo Desarrollo,20,Decreciente,Posible sobrecarga
Sprint_065,2021-03-28,2021,12,Equipo Infraestructura,49,Creciente,Buen rendimiento
Sprint_065,2021-03-28,2021,12,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_065,2021-03-28,2021,12,Equipo Datos,53,Creciente,Buen rendimiento
Sprint_065,2021-03-28,2021,12,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_066,2021-04-04,2021,13,Equipo Desarrollo,47,Creciente,Buen rendimiento
Sprint_066,2021-04-04,2021,13,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_066,2021-04-04,2021,13,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_066,2021-04-04,2021,13,Equipo Datos,40,Estable,Buen rendimiento
Sprint_066,2021-04-04,2021,13,Equipo Integración,54,Creciente,Buen rendimiento
Sprint_067,2021-04-11,2021,14,Equipo Desarrollo,25,Decreciente,Posible sobrecarga
Sprint_067,2021-04-11,2021,14,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_067,2021-04-11,2021,14,Equipo Seguridad,55,Creciente,Buen rendimiento
Sprint_067,2021-04-11,2021,14,Equipo Datos,52,Creciente,Buen rendimiento
Sprint_067,2021-04-11,2021,14,Equipo Integración,27,Decreciente,Posible sobrecarga
Sprint_068,2021-04-18,2021,15,Equipo Desarrollo,51,Creciente,Buen rendimiento
Sprint_068,2021-04-18,2021,15,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_068,2021-04-18,2021,15,Equipo Seguridad,36,Estable,Buen rendimiento
Sprint_068,2021-04-18,2021,15,Equipo Datos,33,Decreciente,Posible sobrecarga
Sprint_068,2021-04-18,2021,15,Equipo Integración,54,Creciente,Buen rendimiento
Sprint_069,2021-04-25,2021,16,Equipo Desarrollo,27,Decreciente,Posible sobrecarga
Sprint_069,2021-04-25,2021,16,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_069,2021-04-25,2021,16,Equipo Seguridad,31,Decreciente,Posible sobrecarga
Sprint_069,2021-04-25,2021,16,Equipo Datos,26,Decreciente,Posible sobrecarga
Sprint_069,2021-04-25,2021,16,Equipo Integración,42,Estable,Buen rendimiento
Sprint_070,2021-05-02,2021,17,Equipo Desarrollo,53,Creciente,Buen rendimiento
Sprint_070,2021-05-02,2021,17,Equipo Infraestructura,25,Decreciente,Posible sobrecarga
Sprint_070,2021-05-02,2021,17,Equipo Seguridad,50,Creciente,Buen rendimiento
Sprint_070,2021-05-02,2021,17,Equipo Datos,56,Creciente,Buen rendimiento
Sprint_070,2021-05-02,2021,17,Equipo Integración,32,Decreciente,Posible sobrecarga
Sprint_071,2021-05-09,2021,18,Equipo Desarrollo,59,Creciente,Buen rendimiento
Sprint_071,2021-05-09,2021,18,Equipo Infraestructura,43,Estable,Buen rendimiento
Sprint_071,2021-05-09,2021,18,Equipo Seguridad,31,Decreciente,Posible sobrecarga
Sprint_071,2021-05-09,2021,18,Equipo Datos,44,Estable,Buen rendimiento
Sprint_071,2021-05-09,2021,18,Equipo Integración,30,Decreciente,Posible sobrecarga
Sprint_072,2021-05-16,2021,19,Equipo Desarrollo,45,Creciente,Buen rendimiento
Sprint_072,2021-05-16,2021,19,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_072,2021-05-16,2021,19,Equipo Seguridad,32,Decreciente,Posible sobrecarga
Sprint_072,2021-05-16,2021,19,Equipo Datos,53,Creciente,Buen rendimiento
Sprint_072,2021-05-16,2021,19,Equipo Integración,45,Creciente,Buen rendimiento
Sprint_073,2021-05-23,2021,20,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_073,2021-05-23,2021,20,Equipo Infraestructura,54,Creciente,Buen rendimiento
Sprint_073,2021-05-23,2021,20,Equipo Seguridad,39,Estable,Buen rendimiento
Sprint_073,2021-05-23,2021,20,Equipo Datos,38,Estable,Buen rendimiento
Sprint_073,2021-05-23,2021,20,Equipo Integración,42,Estable,Buen rendimiento
Sprint_074,2021-05-30,2021,21,Equipo Desarrollo,21,Decreciente,Posible sobrecarga
Sprint_074,2021-05-30,2021,21,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_074,2021-05-30,2021,21,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_074,2021-05-30,2021,21,Equipo Datos,41,Estable,Buen rendimiento
Sprint_074,2021-05-30,2021,21,Equipo Integración,47,Creciente,Buen rendimiento
Sprint_075,2021-06-06,2021,22,Equipo Desarrollo,40,Estable,Buen rendimiento
Sprint_075,2021-06-06,2021,22,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_075,2021-06-06,2021,22,Equipo Seguridad,46,Creciente,Buen rendimiento
Sprint_075,2021-06-06,2021,22,Equipo Datos,58,Creciente,Buen rendimiento
Sprint_075,2021-06-06,2021,22,Equipo Integración,39,Estable,Buen rendimiento
Sprint_076,2021-06-13,2021,23,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_076,2021-06-13,2021,23,Equipo Infraestructura,48,Creciente,Buen rendimiento
Sprint_076,2021-06-13,2021,23,Equipo Seguridad,55,Creciente,Buen rendimiento
Sprint_076,2021-06-13,2021,23,Equipo Datos,26,Decreciente,Posible sobrecarga
Sprint_076,2021-06-13,2021,23,Equipo Integración,27,Decreciente,Posible sobrecarga
Sprint_077,2021-06-20,2021,24,Equipo Desarrollo,21,Decreciente,Posible sobrecarga
Sprint_077,2021-06-20,2021,24,Equipo Infraestructura,60,Creciente,Buen rendimiento
Sprint_077,2021-06-20,2021,24,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_077,2021-06-20,2021,24,Equipo Datos,44,Estable,Buen rendimiento
Sprint_077,2021-06-20,2021,24,Equipo Integración,37,Estable,Buen rendimiento
Sprint_078,2021-06-27,2021,25,Equipo Desarrollo,56,Creciente,Buen rendimiento
Sprint_078,2021-06-27,2021,25,Equipo Infraestructura,56,Creciente,Buen rendimiento
Sprint_078,2021-06-27,2021,25,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_078,2021-06-27,2021,25,Equipo Datos,52,Creciente,Buen rendimiento
Sprint_078,2021-06-27,2021,25,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_079,2021-07-04,2021,26,Equipo Desarrollo,28,Decreciente,Posible sobrecarga
Sprint_079,2021-07-04,2021,26,Equipo Infraestructura,45,Creciente,Buen rendimiento
Sprint_079,2021-07-04,2021,26,Equipo Seguridad,44,Estable,Buen rendimiento
Sprint_079,2021-07-04,2021,26,Equipo Datos,54,Creciente,Buen rendimiento
Sprint_079,2021-07-04,2021,26,Equipo Integración,36,Estable,Buen rendimiento
Sprint_080,2021-07-11,2021,27,Equipo Desarrollo,49,Creciente,Buen rendimiento
Sprint_080,2021-07-11,2021,27,Equipo Infraestructura,41,Estable,Buen rendimiento
Sprint_080,2021-07-11,2021,27,Equipo Seguridad,35,Decreciente,Posible sobrecarga
Sprint_080,2021-07-11,2021,27,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_080,2021-07-11,2021,27,Equipo Integración,59,Creciente,Buen rendimiento
Sprint_081,2021-07-18,2021,28,Equipo Desarrollo,22,Decreciente,Posible sobrecarga
Sprint_081,2021-07-18,2021,28,Equipo Infraestructura,56,Creciente,Buen rendimiento
Sprint_081,2021-07-18,2021,28,Equipo Seguridad,56,Creciente,Buen rendimiento
Sprint_081,2021-07-18,2021,28,Equipo Datos,56,Creciente,Buen rendimiento
Sprint_081,2021-07-18,2021,28,Equipo Integración,29,Decreciente,Posible sobrecarga
Sprint_082,2021-07-25,2021,29,Equipo Desarrollo,23,Decreciente,Posible sobrecarga
Sprint_082,2021-07-25,2021,29,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_082,2021-07-25,2021,29,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_082,2021-07-25,2021,29,Equipo Datos,53,Creciente,Buen rendimiento
Sprint_082,2021-07-25,2021,29,Equipo Integración,37,Estable,Buen rendimiento
Sprint_083,2021-08-01,2021,30,Equipo Desarrollo,45,Creciente,Buen rendimiento
Sprint_083,2021-08-01,2021,30,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_083,2021-08-01,2021,30,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_083,2021-08-01,2021,30,Equipo Datos,54,Creciente,Buen rendimiento
Sprint_083,2021-08-01,2021,30,Equipo Integración,31,Decreciente,Posible sobrecarga
Sprint_084,2021-08-08,2021,31,Equipo Desarrollo,51,Creciente,Buen rendimiento
Sprint_084,2021-08-08,2021,31,Equipo Infraestructura,45,Creciente,Buen rendimiento
Sprint_084,2021-08-08,2021,31,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_084,2021-08-08,2021,31,Equipo Datos,25,Decreciente,Posible sobrecarga
Sprint_084,2021-08-08,2021,31,Equipo Integración,60,Creciente,Buen rendimiento
Sprint_085,2021-08-15,2021,32,Equipo Desarrollo,21,Decreciente,Posible sobrecarga
Sprint_085,2021-08-15,2021,32,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_085,2021-08-15,2021,32,Equipo Seguridad,33,Decreciente,Posible sobrecarga
Sprint_085,2021-08-15,2021,32,Equipo Datos,24,Decreciente,Posible sobrecarga
Sprint_085,2021-08-15,2021,32,Equipo Integración,36,Estable,Buen rendimiento
Sprint_086,2021-08-22,2021,33,Equipo Desarrollo,38,Estable,Buen rendimiento
Sprint_086,2021-08-22,2021,33,Equipo Infraestructura,33,Decreciente,Posible sobrecarga
Sprint_086,2021-08-22,2021,33,Equipo Seguridad,21,Decreciente,Posible sobrecarga
Sprint_086,2021-08-22,2021,33,Equipo Datos,34,Decreciente,Posible sobrecarga
Sprint_086,2021-08-22,2021,33,Equipo Integración,52,Creciente,Buen rendimiento
Sprint_087,2021-08-29,2021,34,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_087,2021-08-29,2021,34,Equipo Infraestructura,58,Creciente,Buen rendimiento
Sprint_087,2021-08-29,2021,34,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_087,2021-08-29,2021,34,Equipo Datos,29,Decreciente,Posible sobrecarga
Sprint_087,2021-08-29,2021,34,Equipo Integración,22,Decreciente,Posible sobrecarga
Sprint_088,2021-09-05,2021,35,Equipo Desarrollo,26,Decreciente,Posible sobrecarga
Sprint_088,2021-09-05,2021,35,Equipo Infraestructura,32,Decreciente,Posible sobrecarga
Sprint_088,2021-09-05,2021,35,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_088,2021-09-05,2021,35,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_088,2021-09-05,2021,35,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_089,2021-09-12,2021,36,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_089,2021-09-12,2021,36,Equipo Infraestructura,33,Decreciente,Posible sobrecarga
Sprint_089,2021-09-12,2021,36,Equipo Seguridad,40,Estable,Buen rendimiento
Sprint_089,2021-09-12,2021,36,Equipo Datos,39,Estable,Buen rendimiento
Sprint_089,2021-09-12,2021,36,Equipo Integración,40,Estable,Buen rendimiento
Sprint_090,2021-09-19,2021,37,Equipo Desarrollo,50,Creciente,Buen rendimiento
Sprint_090,2021-09-19,2021,37,Equipo Infraestructura,33,Decreciente,Posible sobrecarga
Sprint_090,2021-09-19,2021,37,Equipo Seguridad,54,Creciente,Buen rendimiento
Sprint_090,2021-09-19,2021,37,Equipo Datos,34,Decreciente,Posible sobrecarga
Sprint_090,2021-09-19,2021,37,Equipo Integración,44,Estable,Buen rendimiento
Sprint_091,2021-09-26,2021,38,Equipo Desarrollo,58,Creciente,Buen rendimiento
Sprint_091,2021-09-26,2021,38,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_091,2021-09-26,2021,38,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_091,2021-09-26,2021,38,Equipo Datos,60,Creciente,Buen rendimiento
Sprint_091,2021-09-26,2021,38,Equipo Integración,23,Decreciente,Posible sobrecarga
Sprint_092,2021-10-03,2021,39,Equipo Desarrollo,29,Decreciente,Posible sobrecarga
Sprint_092,2021-10-03,2021,39,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_092,2021-10-03,2021,39,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_092,2021-10-03,2021,39,Equipo Datos,48,Creciente,Buen rendimiento
Sprint_092,2021-10-03,2021,39,Equipo Integración,52,Creciente,Buen rendimiento
Sprint_093,2021-10-10,2021,40,Equipo Desarrollo,25,Decreciente,Posible sobrecarga
Sprint_093,2021-10-10,2021,40,Equipo Infraestructura,53,Creciente,Buen rendimiento
Sprint_093,2021-10-10,2021,40,Equipo Seguridad,43,Estable,Buen rendimiento
Sprint_093,2021-10-10,2021,40,Equipo Datos,36,Estable,Buen rendimiento
Sprint_093,2021-10-10,2021,40,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_094,2021-10-17,2021,41,Equipo Desarrollo,40,Estable,Buen rendimiento
Sprint_094,2021-10-17,2021,41,Equipo Infraestructura,56,Creciente,Buen rendimiento
Sprint_094,2021-10-17,2021,41,Equipo Seguridad,39,Estable,Buen rendimiento
Sprint_094,2021-10-17,2021,41,Equipo Datos,35,Decreciente,Posible sobrecarga
Sprint_094,2021-10-17,2021,41,Equipo Integración,43,Estable,Buen rendimiento
Sprint_095,2021-10-24,2021,42,Equipo Desarrollo,46,Creciente,Buen rendimiento
Sprint_095,2021-10-24,2021,42,Equipo Infraestructura,34,Decreciente,Posible sobrecarga
Sprint_095,2021-10-24,2021,42,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_095,2021-10-24,2021,42,Equipo Datos,22,Decreciente,Posible sobrecarga
Sprint_095,2021-10-24,2021,42,Equipo Integración,49,Creciente,Buen rendimiento
Sprint_096,2021-10-31,2021,43,Equipo Desarrollo,56,Creciente,Buen rendimiento
Sprint_096,2021-10-31,2021,43,Equipo Infraestructura,51,Creciente,Buen rendimiento
Sprint_096,2021-10-31,2021,43,Equipo Seguridad,48,Creciente,Buen rendimiento
Sprint_096,2021-10-31,2021,43,Equipo Datos,45,Creciente,Buen rendimiento
Sprint_096,2021-10-31,2021,43,Equipo Integración,59,Creciente,Buen rendimiento
Sprint_097,2021-11-07,2021,44,Equipo Desarrollo,30,Decreciente,Posible sobrecarga
Sprint_097,2021-11-07,2021,44,Equipo Infraestructura,42,Estable,Buen rendimiento
Sprint_097,2021-11-07,2021,44,Equipo Seguridad,59,Creciente,Buen rendimiento
Sprint_097,2021-11-07,2021,44,Equipo Datos,23,Decreciente,Posible sobrecarga
Sprint_097,2021-11-07,2021,44,Equipo Integración,27,Decreciente,Posible sobrecarga
Sprint_098,2021-11-14,2021,45,Equipo Desarrollo,45,Creciente,Buen rendimiento
Sprint_098,2021-11-14,2021,45,Equipo Infraestructura,54,Creciente,Buen rendimiento
Sprint_098,2021-11-14,2021,45,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_098,2021-11-14,2021,45,Equipo Datos,37,Estable,Buen rendimiento
Sprint_098,2021-11-14,2021,45,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_099,2021-11-21,2021,46,Equipo Desarrollo,34,Decreciente,Posible sobrecarga
Sprint_099,2021-11-21,2021,46,Equipo Infraestructura,31,Decreciente,Posible sobrecarga
Sprint_099,2021-11-21,2021,46,Equipo Seguridad,22,Decreciente,Posible sobrecarga
Sprint_099,2021-11-21,2021,46,Equipo Datos,37,Estable,Buen rendimiento
Sprint_099,2021-11-21,2021,46,Equipo Integración,21,Decreciente,Posible sobrecarga
Sprint_100,2021-11-28,2021,47,Equipo Desarrollo,26,Decreciente,Posible sobrecarga
Sprint_100,2021-11-28,2021,47,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_100,2021-11-28,2021,47,Equipo Seguridad,55,Creciente,Buen rendimiento
Sprint_100,2021-11-28,2021,47,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_100,2021-11-28,2021,47,Equipo Integración,25,Decreciente,Posible sobrecarga
Sprint_101,2021-12-05,2021,48,Equipo Desarrollo,33,Decreciente,Posible sobrecarga
Sprint_101,2021-12-05,2021,48,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_101,2021-12-05,2021,48,Equipo Seguridad,38,Estable,Buen rendimiento
Sprint_101,2021-12-05,2021,48,Equipo Datos,40,Estable,Buen rendimiento
Sprint_101,2021-12-05,2021,48,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_102,2021-12-12,2021,49,Equipo Desarrollo,47,Creciente,Buen rendimiento
Sprint_102,2021-12-12,2021,49,Equipo Infraestructura,58,Creciente,Buen rendimiento
Sprint_102,2021-12-12,2021,49,Equipo Seguridad,30,Decreciente,Posible sobrecarga
Sprint_102,2021-12-12,2021,49,Equipo Datos,54,Creciente,Buen rendimiento
Sprint_102,2021-12-12,2021,49,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_103,2021-12-19,2021,50,Equipo Desarrollo,61,Creciente,Buen rendimiento
Sprint_103,2021-12-19,2021,50,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_103,2021-12-19,2021,50,Equipo Seguridad,60,Creciente,Buen rendimiento
Sprint_103,2021-12-19,2021,50,Equipo Datos,48,Creciente,Buen rendimiento
Sprint_103,2021-12-19,2021,50,Equipo Integración,53,Creciente,Buen rendimiento
Sprint_104,2021-12-26,2021,51,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_104,2021-12-26,2021,51,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_104,2021-12-26,2021,51,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_104,2021-12-26,2021,51,Equipo Datos,52,Creciente,Buen rendimiento
Sprint_104,2021-12-26,2021,51,Equipo Integración,56,Creciente,Buen rendimiento
Sprint_105,2022-01-02,2022,52,Equipo Desarrollo,62,Creciente,Buen rendimiento
Sprint_105,2022-01-02,2022,52,Equipo Infraestructura,61,Creciente,Buen rendimiento
Sprint_105,2022-01-02,2022,52,Equipo Seguridad,42,Estable,Buen rendimiento
Sprint_105,2022-01-02,2022,52,Equipo Datos,41,Estable,Buen rendimiento
Sprint_105,2022-01-02,2022,52,Equipo Integración,30,Decreciente,Posible sobrecarga
Sprint_106,2022-01-09,2022,1,Equipo Desarrollo,44,Estable,Buen rendimiento
Sprint_106,2022-01-09,2022,1,Equipo Infraestructura,55,Creciente,Buen rendimiento
Sprint_106,2022-01-09,2022,1,Equipo Seguridad,52,Creciente,Buen rendimiento
Sprint_106,2022-01-09,2022,1,Equipo Datos,27,Decreciente,Posible sobrecarga
Sprint_106,2022-01-09,2022,1,Equipo Integración,38,Estable,Buen rendimiento
Sprint_107,2022-01-16,2022,2,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_107,2022-01-16,2022,2,Equipo Infraestructura,36,Estable,Buen rendimiento
Sprint_107,2022-01-16,2022,2,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_107,2022-01-16,2022,2,Equipo Datos,35,Decreciente,Posible sobrecarga
Sprint_107,2022-01-16,2022,2,Equipo Integración,42,Estable,Buen rendimiento
Sprint_108,2022-01-23,2022,3,Equipo Desarrollo,53,Creciente,Buen rendimiento
Sprint_108,2022-01-23,2022,3,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_108,2022-01-23,2022,3,Equipo Seguridad,44,Estable,Buen rendimiento
Sprint_108,2022-01-23,2022,3,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_108,2022-01-23,2022,3,Equipo Integración,46,Creciente,Buen rendimiento
Sprint_109,2022-01-30,2022,4,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_109,2022-01-30,2022,4,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_109,2022-01-30,2022,4,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_109,2022-01-30,2022,4,Equipo Datos,40,Estable,Buen rendimiento
Sprint_109,2022-01-30,2022,4,Equipo Integración,35,Decreciente,Posible sobrecarga
Sprint_110,2022-02-06,2022,5,Equipo Desarrollo,24,Decreciente,Posible sobrecarga
Sprint_110,2022-02-06,2022,5,Equipo Infraestructura,28,Decreciente,Posible sobrecarga
Sprint_110,2022-02-06,2022,5,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_110,2022-02-06,2022,5,Equipo Datos,21,Decreciente,Posible sobrecarga
Sprint_110,2022-02-06,2022,5,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_111,2022-02-13,2022,6,Equipo Desarrollo,46,Creciente,Buen rendimiento
Sprint_111,2022-02-13,2022,6,Equipo Infraestructura,55,Creciente,Buen rendimiento
Sprint_111,2022-02-13,2022,6,Equipo Seguridad,31,Decreciente,Posible sobrecarga
Sprint_111,2022-02-13,2022,6,Equipo Datos,30,Decreciente,Posible sobrecarga
Sprint_111,2022-02-13,2022,6,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_112,2022-02-20,2022,7,Equipo Desarrollo,23,Decreciente,Posible sobrecarga
Sprint_112,2022-02-20,2022,7,Equipo Infraestructura,58,Creciente,Buen rendimiento
Sprint_112,2022-02-20,2022,7,Equipo Seguridad,26,Decreciente,Posible sobrecarga
Sprint_112,2022-02-20,2022,7,Equipo Datos,28,Decreciente,Posible sobrecarga
Sprint_112,2022-02-20,2022,7,Equipo Integración,33,Decreciente,Posible sobrecarga
Sprint_113,2022-02-27,2022,8,Equipo Desarrollo,45,Creciente,Buen rendimiento
Sprint_113,2022-02-27,2022,8,Equipo Infraestructura,47,Creciente,Buen rendimiento
Sprint_113,2022-02-27,2022,8,Equipo Seguridad,39,Estable,Buen rendimiento
Sprint_113,2022-02-27,2022,8,Equipo Datos,35,Decreciente,Posible sobrecarga
Sprint_113,2022-02-27,2022,8,Equipo Integración,58,Creciente,Buen rendimiento
Sprint_114,2022-03-06,2022,9,Equipo Desarrollo,21,Decreciente,Posible sobrecarga
Sprint_114,2022-03-06,2022,9,Equipo Infraestructura,44,Estable,Buen rendimiento
Sprint_114,2022-03-06,2022,9,Equipo Seguridad,51,Creciente,Buen rendimiento
Sprint_114,2022-03-06,2022,9,Equipo Datos,45,Creciente,Buen rendimiento
Sprint_114,2022-03-06,2022,9,Equipo Integración,40,Estable,Buen rendimiento
Sprint_115,2022-03-13,2022,10,Equipo Desarrollo,60,Creciente,Buen rendimiento
Sprint_115,2022-03-13,2022,10,Equipo Infraestructura,23,Decreciente,Posible sobrecarga
Sprint_115,2022-03-13,2022,10,Equipo Seguridad,35,Decreciente,Posible sobrecarga
Sprint_115,2022-03-13,2022,10,Equipo Datos,63,Creciente,Buen rendimiento
Sprint_115,2022-03-13,2022,10,Equipo Integración,28,Decreciente,Posible sobrecarga
Sprint_116,2022-03-20,2022,11,Equipo Desarrollo,39,Estable,Buen rendimiento
Sprint_116,2022-03-20,2022,11,Equipo Infraestructura,27,Decreciente,Posible sobrecarga
Sprint_116,2022-03-20,2022,11,Equipo Seguridad,41,Estable,Buen rendimiento
Sprint_116,2022-03-20,2022,11,Equipo Datos,37,Estable,Buen rendimiento
Sprint_116,2022-03-20,2022,11,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_117,2022-03-27,2022,12,Equipo Desarrollo,26,Decreciente,Posible sobrecarga
Sprint_117,2022-03-27,2022,12,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_117,2022-03-27,2022,12,Equipo Seguridad,49,Creciente,Buen rendimiento
Sprint_117,2022-03-27,2022,12,Equipo Datos,63,Creciente,Buen rendimiento
Sprint_117,2022-03-27,2022,12,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_118,2022-04-03,2022,13,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_118,2022-04-03,2022,13,Equipo Infraestructura,34,Decreciente,Posible sobrecarga
Sprint_118,2022-04-03,2022,13,Equipo Seguridad,45,Creciente,Buen rendimiento
Sprint_118,2022-04-03,2022,13,Equipo Datos,64,Creciente,Buen rendimiento
Sprint_118,2022-04-03,2022,13,Equipo Integración,55,Creciente,Buen rendimiento
Sprint_119,2022-04-10,2022,14,Equipo Desarrollo,61,Creciente,Buen rendimiento
Sprint_119,2022-04-10,2022,14,Equipo Infraestructura,25,Decreciente,Posible sobrecarga
Sprint_119,2022-04-10,2022,14,Equipo Seguridad,39,Estable,Buen rendimiento
Sprint_119,2022-04-10,2022,14,Equipo Datos,42,Estable,Buen rendimiento
Sprint_119,2022-04-10,2022,14,Equipo Integración,32,Decreciente,Posible sobrecarga
Sprint_120,2022-04-17,2022,15,Equipo Desarrollo,56,Creciente,Buen rendimiento
Sprint_120,2022-04-17,2022,15,Equipo Infraestructura,63,Creciente,Buen rendimiento
Sprint_120,2022-04-17,2022,15,Equipo Seguridad,27,Decreciente,Posible sobrecarga
Sprint_120,2022-04-17,2022,15,Equipo Datos,63,Creciente,Buen rendimiento
Sprint_120,2022-04-17,2022,15,Equipo Integración,62,Creciente,Buen rendimiento
Sprint_121,2022-04-24,2022,16,Equipo Desarrollo,40,Estable,Buen rendimiento
Sprint_121,2022-04-24,2022,16,Equipo Infraestructura,22,Decreciente,Posible sobrecarga
Sprint_121,2022-04-24,2022,16,Equipo Seguridad,62,Creciente,Buen rendimiento
Sprint_121,2022-04-24,2022,16,Equipo Datos,39,Estable,Buen rendimiento
Sprint_121,2022-04-24,2022,16,Equipo Integración,46,Creciente,Buen rendimiento
Sprint_122,2022-05-01,2022,17,Equipo Desarrollo,53,Creciente,Buen rendimiento
Sprint_122,2022-05-01,2022,17,Equipo Infraestructura,47,Creciente,Buen rendimiento
Sprint_122,2022-05-01,2022,17,Equipo Seguridad,25,Decreciente,Posible sobrecarga
Sprint_122,2022-05-01,2022,17,Equipo Datos,28,Decreciente,Posible sobrecarga
Sprint_122,2022-05-01,2022,17,Equipo Integración,37,Estable,Buen rendimiento
Sprint_123,2022-05-08,2022,18,Equipo Desarrollo,53,Creciente,Buen rendimiento
Sprint_123,2022-05-08,2022,18,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_123,2022-05-08,2022,18,Equipo Seguridad,35,Decreciente,Posible sobrecarga
Sprint_123,2022-05-08,2022,18,Equipo Datos,64,Creciente,Buen rendimiento
Sprint_123,2022-05-08,2022,18,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_124,2022-05-15,2022,19,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_124,2022-05-15,2022,19,Equipo Infraestructura,49,Creciente,Buen rendimiento
