fecha,mes,año,semana,trimestre,area_proceso,procesos_totales,procesos_documentados,porcentaje_documentacion,estado
2021-03-28,2021-03,2021,12,Q1,Aseguramiento de Calidad,7,5,80.77,Aceptable
2021-03-28,2021-03,2021,12,Q1,Gestión de Riesgos,14,10,77.73,Aceptable
2021-03-28,2021-03,2021,12,Q1,Gestión de Proveedores,7,5,74.29,Aceptable
2021-03-28,2021-03,2021,12,Q1,Medición y Análisis,13,9,71.54,Aceptable
2021-03-28,2021-03,2021,12,Q1,Mejora de Procesos,7,5,73.5,Aceptable
2021-03-28,2021-03,2021,12,Q1,Gestión de Recursos Humanos,6,4,79.74,Aceptable
2021-04-04,2021-04,2021,13,Q2,Gestión de Proyectos,6,4,72.76,Aceptable
2021-04-04,2021-04,2021,13,Q2,Gestión de Requisitos,5,3,78.06,Aceptable
2021-04-04,2021-04,2021,13,Q2,Desarrollo de Software,5,3,75.8,Aceptable
2021-04-04,2021-04,2021,13,Q2,Gestión de Configuración,11,8,80.01,Aceptable
2021-04-04,2021-04,2021,13,Q2,Aseguramiento de Calidad,13,9,73.47,Aceptable
2021-04-04,2021-04,2021,13,Q2,Gestión de Riesgos,9,7,78.59,Aceptable
2021-04-04,2021-04,2021,13,Q2,Gestión de Proveedores,12,8,74.0,Aceptable
2021-04-04,2021-04,2021,13,Q2,Medición y Análisis,9,6,75.17,Aceptable
2021-04-04,2021-04,2021,13,Q2,Mejora de Procesos,6,4,80.4,Aceptable
2021-04-04,2021-04,2021,13,Q2,Gestión de Recursos Humanos,10,7,78.81,Aceptable
2021-04-11,2021-04,2021,14,Q2,Gestión de Proyectos,8,5,74.49,Aceptable
2021-04-11,2021-04,2021,14,Q2,Gestión de Requisitos,10,7,77.42,Aceptable
2021-04-11,2021-04,2021,14,Q2,Desarrollo de Software,6,4,75.03,Aceptable
2021-04-11,2021-04,2021,14,Q2,Gestión de Configuración,5,4,80.11,Aceptable
2021-04-11,2021-04,2021,14,Q2,Aseguramiento de Calidad,11,8,77.99,Aceptable
2021-04-11,2021-04,2021,14,Q2,Gestión de Riesgos,7,5,80.95,Aceptable
2021-04-11,2021-04,2021,14,Q2,Gestión de Proveedores,9,7,81.16,Aceptable
2021-04-11,2021-04,2021,14,Q2,Medición y Análisis,14,10,78.47,Aceptable
2021-04-11,2021-04,2021,14,Q2,Mejora de Procesos,9,7,79.28,Aceptable
2021-04-11,2021-04,2021,14,Q2,Gestión de Recursos Humanos,14,11,79.22,Aceptable
2021-04-18,2021-04,2021,15,Q2,Gestión de Proyectos,13,9,75.28,Aceptable
2021-04-18,2021-04,2021,15,Q2,Gestión de Requisitos,14,10,75.6,Aceptable
2021-04-18,2021-04,2021,15,Q2,Desarrollo de Software,11,8,76.1,Aceptable
2021-04-18,2021-04,2021,15,Q2,Gestión de Configuración,7,5,81.49,Aceptable
2021-04-18,2021-04,2021,15,Q2,Aseguramiento de Calidad,10,8,81.49,Aceptable
2021-04-18,2021-04,2021,15,Q2,Gestión de Riesgos,8,5,72.48,Aceptable
2021-04-18,2021-04,2021,15,Q2,Gestión de Proveedores,12,9,78.62,Aceptable
2021-04-18,2021-04,2021,15,Q2,Medición y Análisis,7,5,80.15,Aceptable
2021-04-18,2021-04,2021,15,Q2,Mejora de Procesos,12,8,74.95,Aceptable
2021-04-18,2021-04,2021,15,Q2,Gestión de Recursos Humanos,5,3,75.93,Aceptable
2021-04-25,2021-04,2021,16,Q2,Gestión de Proyectos,5,3,75.15,Aceptable
2021-04-25,2021-04,2021,16,Q2,Gestión de Requisitos,14,11,80.35,Aceptable
2021-04-25,2021-04,2021,16,Q2,Desarrollo de Software,14,10,74.81,Aceptable
2021-04-25,2021-04,2021,16,Q2,Gestión de Configuración,12,9,75.3,Aceptable
2021-04-25,2021-04,2021,16,Q2,Aseguramiento de Calidad,5,3,73.84,Aceptable
2021-04-25,2021-04,2021,16,Q2,Gestión de Riesgos,10,7,79.58,Aceptable
2021-04-25,2021-04,2021,16,Q2,Gestión de Proveedores,11,8,72.85,Aceptable
2021-04-25,2021-04,2021,16,Q2,Medición y Análisis,14,11,81.16,Aceptable
2021-04-25,2021-04,2021,16,Q2,Mejora de Procesos,8,6,76.51,Aceptable
2021-04-25,2021-04,2021,16,Q2,Gestión de Recursos Humanos,8,6,75.19,Aceptable
2021-05-02,2021-05,2021,17,Q2,Gestión de Proyectos,11,8,80.89,Aceptable
2021-05-02,2021-05,2021,17,Q2,Gestión de Requisitos,7,5,75.17,Aceptable
2021-05-02,2021-05,2021,17,Q2,Desarrollo de Software,11,8,73.83,Aceptable
2021-05-02,2021-05,2021,17,Q2,Gestión de Configuración,13,9,75.65,Aceptable
2021-05-02,2021-05,2021,17,Q2,Aseguramiento de Calidad,5,3,77.25,Aceptable
2021-05-02,2021-05,2021,17,Q2,Gestión de Riesgos,10,7,78.39,Aceptable
2021-05-02,2021-05,2021,17,Q2,Gestión de Proveedores,13,9,72.85,Aceptable
2021-05-02,2021-05,2021,17,Q2,Medición y Análisis,7,5,78.55,Aceptable
2021-05-02,2021-05,2021,17,Q2,Mejora de Procesos,8,6,75.17,Aceptable
2021-05-02,2021-05,2021,17,Q2,Gestión de Recursos Humanos,11,8,76.82,Aceptable
2021-05-09,2021-05,2021,18,Q2,Gestión de Proyectos,13,9,76.46,Aceptable
2021-05-09,2021-05,2021,18,Q2,Gestión de Requisitos,14,11,79.8,Aceptable
2021-05-09,2021-05,2021,18,Q2,Desarrollo de Software,6,4,80.76,Aceptable
2021-05-09,2021-05,2021,18,Q2,Gestión de Configuración,13,10,79.53,Aceptable
2021-05-09,2021-05,2021,18,Q2,Aseguramiento de Calidad,13,10,77.11,Aceptable
2021-05-09,2021-05,2021,18,Q2,Gestión de Riesgos,14,10,78.25,Aceptable
2021-05-09,2021-05,2021,18,Q2,Gestión de Proveedores,13,9,73.85,Aceptable
2021-05-09,2021-05,2021,18,Q2,Medición y Análisis,8,6,80.66,Aceptable
2021-05-09,2021-05,2021,18,Q2,Mejora de Procesos,13,9,76.56,Aceptable
2021-05-09,2021-05,2021,18,Q2,Gestión de Recursos Humanos,10,7,73.17,Aceptable
2021-05-16,2021-05,2021,19,Q2,Gestión de Proyectos,6,4,78.41,Aceptable
2021-05-16,2021-05,2021,19,Q2,Gestión de Requisitos,9,6,76.54,Aceptable
2021-05-16,2021-05,2021,19,Q2,Desarrollo de Software,14,11,79.29,Aceptable
2021-05-16,2021-05,2021,19,Q2,Gestión de Configuración,8,6,80.79,Aceptable
2021-05-16,2021-05,2021,19,Q2,Aseguramiento de Calidad,5,3,73.21,Aceptable
2021-05-16,2021-05,2021,19,Q2,Gestión de Riesgos,13,10,78.36,Aceptable
2021-05-16,2021-05,2021,19,Q2,Gestión de Proveedores,8,6,77.29,Aceptable
2021-05-16,2021-05,2021,19,Q2,Medición y Análisis,5,3,74.93,Aceptable
2021-05-16,2021-05,2021,19,Q2,Mejora de Procesos,13,9,75.19,Aceptable
2021-05-16,2021-05,2021,19,Q2,Gestión de Recursos Humanos,5,4,81.82,Aceptable
2021-05-23,2021-05,2021,20,Q2,Gestión de Proyectos,10,7,75.73,Aceptable
2021-05-23,2021-05,2021,20,Q2,Gestión de Requisitos,11,8,78.87,Aceptable
2021-05-23,2021-05,2021,20,Q2,Desarrollo de Software,10,8,82.1,Aceptable
2021-05-23,2021-05,2021,20,Q2,Gestión de Configuración,14,11,79.23,Aceptable
2021-05-23,2021-05,2021,20,Q2,Aseguramiento de Calidad,8,6,82.0,Aceptable
2021-05-23,2021-05,2021,20,Q2,Gestión de Riesgos,6,4,82.18,Aceptable
2021-05-23,2021-05,2021,20,Q2,Gestión de Proveedores,10,8,81.67,Aceptable
2021-05-23,2021-05,2021,20,Q2,Medición y Análisis,11,8,72.89,Aceptable
2021-05-23,2021-05,2021,20,Q2,Mejora de Procesos,13,10,79.71,Aceptable
2021-05-23,2021-05,2021,20,Q2,Gestión de Recursos Humanos,6,4,77.12,Aceptable
2021-05-30,2021-05,2021,21,Q2,Gestión de Proyectos,12,9,79.4,Aceptable
2021-05-30,2021-05,2021,21,Q2,Gestión de Requisitos,5,4,80.14,Aceptable
2021-05-30,2021-05,2021,21,Q2,Desarrollo de Software,11,9,81.88,Aceptable
2021-05-30,2021-05,2021,21,Q2,Gestión de Configuración,11,8,81.16,Aceptable
2021-05-30,2021-05,2021,21,Q2,Aseguramiento de Calidad,9,7,81.37,Aceptable
2021-05-30,2021-05,2021,21,Q2,Gestión de Riesgos,7,5,78.83,Aceptable
2021-05-30,2021-05,2021,21,Q2,Gestión de Proveedores,5,3,76.22,Aceptable
2021-05-30,2021-05,2021,21,Q2,Medición y Análisis,5,3,72.49,Aceptable
2021-05-30,2021-05,2021,21,Q2,Mejora de Procesos,12,8,74.76,Aceptable
2021-05-30,2021-05,2021,21,Q2,Gestión de Recursos Humanos,13,10,77.99,Aceptable
2021-06-06,2021-06,2021,22,Q2,Gestión de Proyectos,7,5,74.91,Aceptable
2021-06-06,2021-06,2021,22,Q2,Gestión de Requisitos,14,10,75.75,Aceptable
2021-06-06,2021-06,2021,22,Q2,Desarrollo de Software,6,4,74.16,Aceptable
2021-06-06,2021-06,2021,22,Q2,Gestión de Configuración,8,6,80.98,Aceptable
2021-06-06,2021-06,2021,22,Q2,Aseguramiento de Calidad,13,10,80.7,Aceptable
2021-06-06,2021-06,2021,22,Q2,Gestión de Riesgos,7,5,74.07,Aceptable
2021-06-06,2021-06,2021,22,Q2,Gestión de Proveedores,5,3,74.58,Aceptable
2021-06-06,2021-06,2021,22,Q2,Medición y Análisis,9,7,77.95,Aceptable
2021-06-06,2021-06,2021,22,Q2,Mejora de Procesos,6,4,72.54,Aceptable
2021-06-06,2021-06,2021,22,Q2,Gestión de Recursos Humanos,6,4,75.55,Aceptable
2021-06-13,2021-06,2021,23,Q2,Gestión de Proyectos,9,6,76.75,Aceptable
2021-06-13,2021-06,2021,23,Q2,Gestión de Requisitos,9,7,81.17,Aceptable
2021-06-13,2021-06,2021,23,Q2,Desarrollo de Software,13,10,77.37,Aceptable
2021-06-13,2021-06,2021,23,Q2,Gestión de Configuración,6,4,76.41,Aceptable
2021-06-13,2021-06,2021,23,Q2,Aseguramiento de Calidad,7,5,79.09,Aceptable
2021-06-13,2021-06,2021,23,Q2,Gestión de Riesgos,14,10,78.23,Aceptable
2021-06-13,2021-06,2021,23,Q2,Gestión de Proveedores,6,4,77.31,Aceptable
2021-06-13,2021-06,2021,23,Q2,Medición y Análisis,10,7,79.37,Aceptable
2021-06-13,2021-06,2021,23,Q2,Mejora de Procesos,5,4,82.22,Aceptable
2021-06-13,2021-06,2021,23,Q2,Gestión de Recursos Humanos,14,11,78.81,Aceptable
2021-06-20,2021-06,2021,24,Q2,Gestión de Proyectos,9,6,72.83,Aceptable
2021-06-20,2021-06,2021,24,Q2,Gestión de Requisitos,10,7,79.0,Aceptable
2021-06-20,2021-06,2021,24,Q2,Desarrollo de Software,8,6,80.01,Aceptable
2021-06-20,2021-06,2021,24,Q2,Gestión de Configuración,6,4,78.94,Aceptable
2021-06-20,2021-06,2021,24,Q2,Aseguramiento de Calidad,9,7,79.84,Aceptable
2021-06-20,2021-06,2021,24,Q2,Gestión de Riesgos,14,11,81.77,Aceptable
2021-06-20,2021-06,2021,24,Q2,Gestión de Proveedores,7,5,74.32,Aceptable
2021-06-20,2021-06,2021,24,Q2,Medición y Análisis,11,8,74.26,Aceptable
2021-06-20,2021-06,2021,24,Q2,Mejora de Procesos,6,4,77.16,Aceptable
2021-06-20,2021-06,2021,24,Q2,Gestión de Recursos Humanos,11,8,80.0,Aceptable
2021-06-27,2021-06,2021,25,Q2,Gestión de Proyectos,10,8,81.83,Aceptable
2021-06-27,2021-06,2021,25,Q2,Gestión de Requisitos,8,5,73.52,Aceptable
2021-06-27,2021-06,2021,25,Q2,Desarrollo de Software,12,9,77.68,Aceptable
2021-06-27,2021-06,2021,25,Q2,Gestión de Configuración,10,7,79.09,Aceptable
2021-06-27,2021-06,2021,25,Q2,Aseguramiento de Calidad,14,10,74.06,Aceptable
2021-06-27,2021-06,2021,25,Q2,Gestión de Riesgos,6,4,74.72,Aceptable
2021-06-27,2021-06,2021,25,Q2,Gestión de Proveedores,7,5,82.08,Aceptable
2021-06-27,2021-06,2021,25,Q2,Medición y Análisis,12,9,81.11,Aceptable
2021-06-27,2021-06,2021,25,Q2,Mejora de Procesos,14,11,81.87,Aceptable
2021-06-27,2021-06,2021,25,Q2,Gestión de Recursos Humanos,13,10,77.77,Aceptable
2021-07-04,2021-07,2021,26,Q3,Gestión de Proyectos,10,7,73.41,Aceptable
2021-07-04,2021-07,2021,26,Q3,Gestión de Requisitos,9,6,73.43,Aceptable
2021-07-04,2021-07,2021,26,Q3,Desarrollo de Software,9,7,80.59,Aceptable
2021-07-04,2021-07,2021,26,Q3,Gestión de Configuración,6,4,80.17,Aceptable
2021-07-04,2021-07,2021,26,Q3,Aseguramiento de Calidad,13,10,80.45,Aceptable
2021-07-04,2021-07,2021,26,Q3,Gestión de Riesgos,13,10,79.85,Aceptable
2021-07-04,2021-07,2021,26,Q3,Gestión de Proveedores,11,8,77.42,Aceptable
2021-07-04,2021-07,2021,26,Q3,Medición y Análisis,9,7,78.56,Aceptable
2021-07-04,2021-07,2021,26,Q3,Mejora de Procesos,12,8,73.67,Aceptable
2021-07-04,2021-07,2021,26,Q3,Gestión de Recursos Humanos,10,7,74.27,Aceptable
2021-07-11,2021-07,2021,27,Q3,Gestión de Proyectos,13,10,82.17,Aceptable
2021-07-11,2021-07,2021,27,Q3,Gestión de Requisitos,6,4,78.75,Aceptable
2021-07-11,2021-07,2021,27,Q3,Desarrollo de Software,11,8,77.43,Aceptable
2021-07-11,2021-07,2021,27,Q3,Gestión de Configuración,11,8,78.28,Aceptable
2021-07-11,2021-07,2021,27,Q3,Aseguramiento de Calidad,6,4,80.05,Aceptable
2021-07-11,2021-07,2021,27,Q3,Gestión de Riesgos,14,11,79.62,Aceptable
2021-07-11,2021-07,2021,27,Q3,Gestión de Proveedores,5,3,77.71,Aceptable
2021-07-11,2021-07,2021,27,Q3,Medición y Análisis,14,11,81.0,Aceptable
2021-07-11,2021-07,2021,27,Q3,Mejora de Procesos,9,7,77.91,Aceptable
2021-07-11,2021-07,2021,27,Q3,Gestión de Recursos Humanos,11,8,73.7,Aceptable
2021-07-18,2021-07,2021,28,Q3,Gestión de Proyectos,8,6,82.13,Aceptable
2021-07-18,2021-07,2021,28,Q3,Gestión de Requisitos,10,7,78.63,Aceptable
2021-07-18,2021-07,2021,28,Q3,Desarrollo de Software,5,3,78.3,Aceptable
2021-07-18,2021-07,2021,28,Q3,Gestión de Configuración,12,9,82.22,Aceptable
2021-07-18,2021-07,2021,28,Q3,Aseguramiento de Calidad,12,9,82.45,Aceptable
2021-07-18,2021-07,2021,28,Q3,Gestión de Riesgos,13,9,73.52,Aceptable
2021-07-18,2021-07,2021,28,Q3,Gestión de Proveedores,14,10,78.29,Aceptable
2021-07-18,2021-07,2021,28,Q3,Medición y Análisis,6,4,80.67,Aceptable
2021-07-18,2021-07,2021,28,Q3,Mejora de Procesos,10,8,81.03,Aceptable
2021-07-18,2021-07,2021,28,Q3,Gestión de Recursos Humanos,6,4,77.53,Aceptable
2021-07-25,2021-07,2021,29,Q3,Gestión de Proyectos,9,7,80.55,Aceptable
2021-07-25,2021-07,2021,29,Q3,Gestión de Requisitos,9,6,77.49,Aceptable
2021-07-25,2021-07,2021,29,Q3,Desarrollo de Software,14,10,74.4,Aceptable
2021-07-25,2021-07,2021,29,Q3,Gestión de Configuración,11,8,74.41,Aceptable
2021-07-25,2021-07,2021,29,Q3,Aseguramiento de Calidad,6,4,75.84,Aceptable
2021-07-25,2021-07,2021,29,Q3,Gestión de Riesgos,8,6,76.33,Aceptable
2021-07-25,2021-07,2021,29,Q3,Gestión de Proveedores,6,4,81.13,Aceptable
2021-07-25,2021-07,2021,29,Q3,Medición y Análisis,9,7,78.08,Aceptable
2021-07-25,2021-07,2021,29,Q3,Mejora de Procesos,10,7,78.59,Aceptable
2021-07-25,2021-07,2021,29,Q3,Gestión de Recursos Humanos,12,8,73.43,Aceptable
2021-08-01,2021-08,2021,30,Q3,Gestión de Proyectos,14,10,76.54,Aceptable
2021-08-01,2021-08,2021,30,Q3,Gestión de Requisitos,5,4,80.95,Aceptable
2021-08-01,2021-08,2021,30,Q3,Desarrollo de Software,9,7,81.18,Aceptable
2021-08-01,2021-08,2021,30,Q3,Gestión de Configuración,9,7,77.9,Aceptable
2021-08-01,2021-08,2021,30,Q3,Aseguramiento de Calidad,9,7,82.47,Aceptable
2021-08-01,2021-08,2021,30,Q3,Gestión de Riesgos,10,7,77.71,Aceptable
2021-08-01,2021-08,2021,30,Q3,Gestión de Proveedores,10,7,76.37,Aceptable
2021-08-01,2021-08,2021,30,Q3,Medición y Análisis,9,7,78.63,Aceptable
2021-08-01,2021-08,2021,30,Q3,Mejora de Procesos,11,8,79.18,Aceptable
2021-08-01,2021-08,2021,30,Q3,Gestión de Recursos Humanos,9,7,82.89,Aceptable
2021-08-08,2021-08,2021,31,Q3,Gestión de Proyectos,7,5,81.27,Aceptable
2021-08-08,2021-08,2021,31,Q3,Gestión de Requisitos,8,6,76.13,Aceptable
2021-08-08,2021-08,2021,31,Q3,Desarrollo de Software,7,5,79.07,Aceptable
2021-08-08,2021-08,2021,31,Q3,Gestión de Configuración,10,8,82.68,Aceptable
2021-08-08,2021-08,2021,31,Q3,Aseguramiento de Calidad,6,4,77.86,Aceptable
2021-08-08,2021-08,2021,31,Q3,Gestión de Riesgos,13,9,75.6,Aceptable
2021-08-08,2021-08,2021,31,Q3,Gestión de Proveedores,5,4,81.13,Aceptable
2021-08-08,2021-08,2021,31,Q3,Medición y Análisis,12,9,79.59,Aceptable
2021-08-08,2021-08,2021,31,Q3,Mejora de Procesos,10,7,76.43,Aceptable
2021-08-08,2021-08,2021,31,Q3,Gestión de Recursos Humanos,13,9,76.81,Aceptable
2021-08-15,2021-08,2021,32,Q3,Gestión de Proyectos,8,6,82.08,Aceptable
2021-08-15,2021-08,2021,32,Q3,Gestión de Requisitos,11,8,74.3,Aceptable
2021-08-15,2021-08,2021,32,Q3,Desarrollo de Software,10,8,82.63,Aceptable
2021-08-15,2021-08,2021,32,Q3,Gestión de Configuración,5,3,78.8,Aceptable
2021-08-15,2021-08,2021,32,Q3,Aseguramiento de Calidad,10,7,73.55,Aceptable
2021-08-15,2021-08,2021,32,Q3,Gestión de Riesgos,9,7,78.31,Aceptable
2021-08-15,2021-08,2021,32,Q3,Gestión de Proveedores,7,5,73.82,Aceptable
2021-08-15,2021-08,2021,32,Q3,Medición y Análisis,11,8,74.95,Aceptable
2021-08-15,2021-08,2021,32,Q3,Mejora de Procesos,13,9,76.19,Aceptable
2021-08-15,2021-08,2021,32,Q3,Gestión de Recursos Humanos,13,9,73.98,Aceptable
2021-08-22,2021-08,2021,33,Q3,Gestión de Proyectos,12,9,77.01,Aceptable
2021-08-22,2021-08,2021,33,Q3,Gestión de Requisitos,6,4,77.3,Aceptable
2021-08-22,2021-08,2021,33,Q3,Desarrollo de Software,12,9,76.4,Aceptable
2021-08-22,2021-08,2021,33,Q3,Gestión de Configuración,11,9,83.39,Aceptable
2021-08-22,2021-08,2021,33,Q3,Aseguramiento de Calidad,6,4,74.76,Aceptable
2021-08-22,2021-08,2021,33,Q3,Gestión de Riesgos,13,9,74.6,Aceptable
2021-08-22,2021-08,2021,33,Q3,Gestión de Proveedores,6,4,79.5,Aceptable
2021-08-22,2021-08,2021,33,Q3,Medición y Análisis,9,6,74.99,Aceptable
2021-08-22,2021-08,2021,33,Q3,Mejora de Procesos,5,3,79.27,Aceptable
2021-08-22,2021-08,2021,33,Q3,Gestión de Recursos Humanos,5,3,79.76,Aceptable
2021-08-29,2021-08,2021,34,Q3,Gestión de Proyectos,13,9,74.0,Aceptable
2021-08-29,2021-08,2021,34,Q3,Gestión de Requisitos,7,5,74.12,Aceptable
2021-08-29,2021-08,2021,34,Q3,Desarrollo de Software,7,5,79.63,Aceptable
2021-08-29,2021-08,2021,34,Q3,Gestión de Configuración,7,5,74.49,Aceptable
2021-08-29,2021-08,2021,34,Q3,Aseguramiento de Calidad,12,9,81.23,Aceptable
2021-08-29,2021-08,2021,34,Q3,Gestión de Riesgos,8,6,77.69,Aceptable
2021-08-29,2021-08,2021,34,Q3,Gestión de Proveedores,8,6,75.19,Aceptable
2021-08-29,2021-08,2021,34,Q3,Medición y Análisis,6,4,81.91,Aceptable
2021-08-29,2021-08,2021,34,Q3,Mejora de Procesos,9,7,81.8,Aceptable
2021-08-29,2021-08,2021,34,Q3,Gestión de Recursos Humanos,7,5,79.47,Aceptable
2021-09-05,2021-09,2021,35,Q3,Gestión de Proyectos,10,8,83.49,Aceptable
2021-09-05,2021-09,2021,35,Q3,Gestión de Requisitos,11,8,77.95,Aceptable
2021-09-05,2021-09,2021,35,Q3,Desarrollo de Software,6,5,83.48,Aceptable
2021-09-05,2021-09,2021,35,Q3,Gestión de Configuración,10,8,82.21,Aceptable
2021-09-05,2021-09,2021,35,Q3,Aseguramiento de Calidad,10,7,73.82,Aceptable
2021-09-05,2021-09,2021,35,Q3,Gestión de Riesgos,6,4,80.71,Aceptable
2021-09-05,2021-09,2021,35,Q3,Gestión de Proveedores,6,4,77.83,Aceptable
2021-09-05,2021-09,2021,35,Q3,Medición y Análisis,14,10,78.25,Aceptable
2021-09-05,2021-09,2021,35,Q3,Mejora de Procesos,8,6,76.34,Aceptable
2021-09-05,2021-09,2021,35,Q3,Gestión de Recursos Humanos,9,7,81.37,Aceptable
2021-09-12,2021-09,2021,36,Q3,Gestión de Proyectos,11,8,75.63,Aceptable
2021-09-12,2021-09,2021,36,Q3,Gestión de Requisitos,8,6,75.15,Aceptable
2021-09-12,2021-09,2021,36,Q3,Desarrollo de Software,6,4,80.93,Aceptable
2021-09-12,2021-09,2021,36,Q3,Gestión de Configuración,9,6,75.76,Aceptable
2021-09-12,2021-09,2021,36,Q3,Aseguramiento de Calidad,7,5,80.39,Aceptable
2021-09-12,2021-09,2021,36,Q3,Gestión de Riesgos,12,9,75.51,Aceptable
2021-09-12,2021-09,2021,36,Q3,Gestión de Proveedores,6,4,75.69,Aceptable
2021-09-12,2021-09,2021,36,Q3,Medición y Análisis,8,5,73.85,Aceptable
2021-09-12,2021-09,2021,36,Q3,Mejora de Procesos,14,11,82.2,Aceptable
2021-09-12,2021-09,2021,36,Q3,Gestión de Recursos Humanos,6,4,78.14,Aceptable
2021-09-19,2021-09,2021,37,Q3,Gestión de Proyectos,9,6,77.37,Aceptable
2021-09-19,2021-09,2021,37,Q3,Gestión de Requisitos,12,9,80.4,Aceptable
2021-09-19,2021-09,2021,37,Q3,Desarrollo de Software,7,5,78.54,Aceptable
2021-09-19,2021-09,2021,37,Q3,Gestión de Configuración,13,10,81.87,Aceptable
2021-09-19,2021-09,2021,37,Q3,Aseguramiento de Calidad,11,9,82.8,Aceptable
2021-09-19,2021-09,2021,37,Q3,Gestión de Riesgos,8,6,81.8,Aceptable
2021-09-19,2021-09,2021,37,Q3,Gestión de Proveedores,7,5,78.11,Aceptable
2021-09-19,2021-09,2021,37,Q3,Medición y Análisis,11,8,76.94,Aceptable
2021-09-19,2021-09,2021,37,Q3,Mejora de Procesos,8,6,83.71,Aceptable
2021-09-19,2021-09,2021,37,Q3,Gestión de Recursos Humanos,11,8,80.38,Aceptable
2021-09-26,2021-09,2021,38,Q3,Gestión de Proyectos,14,11,81.65,Aceptable
2021-09-26,2021-09,2021,38,Q3,Gestión de Requisitos,7,5,77.09,Aceptable
2021-09-26,2021-09,2021,38,Q3,Desarrollo de Software,14,11,80.64,Aceptable
2021-09-26,2021-09,2021,38,Q3,Gestión de Configuración,11,8,75.36,Aceptable
2021-09-26,2021-09,2021,38,Q3,Aseguramiento de Calidad,10,8,83.58,Aceptable
2021-09-26,2021-09,2021,38,Q3,Gestión de Riesgos,11,8,75.05,Aceptable
2021-09-26,2021-09,2021,38,Q3,Gestión de Proveedores,10,8,80.34,Aceptable
2021-09-26,2021-09,2021,38,Q3,Medición y Análisis,11,8,76.52,Aceptable
2021-09-26,2021-09,2021,38,Q3,Mejora de Procesos,11,8,80.23,Aceptable
2021-09-26,2021-09,2021,38,Q3,Gestión de Recursos Humanos,12,9,82.9,Aceptable
2021-10-03,2021-10,2021,39,Q4,Gestión de Proyectos,5,4,82.51,Aceptable
2021-10-03,2021-10,2021,39,Q4,Gestión de Requisitos,5,3,77.15,Aceptable
2021-10-03,2021-10,2021,39,Q4,Desarrollo de Software,11,8,75.99,Aceptable
2021-10-03,2021-10,2021,39,Q4,Gestión de Configuración,6,4,79.27,Aceptable
2021-10-03,2021-10,2021,39,Q4,Aseguramiento de Calidad,6,4,75.03,Aceptable
2021-10-03,2021-10,2021,39,Q4,Gestión de Riesgos,11,8,75.74,Aceptable
2021-10-03,2021-10,2021,39,Q4,Gestión de Proveedores,14,11,80.65,Aceptable
2021-10-03,2021-10,2021,39,Q4,Medición y Análisis,5,4,80.94,Aceptable
2021-10-03,2021-10,2021,39,Q4,Mejora de Procesos,13,10,83.84,Aceptable
2021-10-03,2021-10,2021,39,Q4,Gestión de Recursos Humanos,14,11,79.15,Aceptable
2021-10-10,2021-10,2021,40,Q4,Gestión de Proyectos,7,5,77.23,Aceptable
2021-10-10,2021-10,2021,40,Q4,Gestión de Requisitos,6,4,80.37,Aceptable
2021-10-10,2021-10,2021,40,Q4,Desarrollo de Software,5,3,74.37,Aceptable
2021-10-10,2021-10,2021,40,Q4,Gestión de Configuración,13,9,76.33,Aceptable
2021-10-10,2021-10,2021,40,Q4,Aseguramiento de Calidad,11,9,83.25,Aceptable
2021-10-10,2021-10,2021,40,Q4,Gestión de Riesgos,6,4,76.73,Aceptable
2021-10-10,2021-10,2021,40,Q4,Gestión de Proveedores,14,10,74.59,Aceptable
2021-10-10,2021-10,2021,40,Q4,Medición y Análisis,6,4,83.24,Aceptable
2021-10-10,2021-10,2021,40,Q4,Mejora de Procesos,11,8,75.23,Aceptable
2021-10-10,2021-10,2021,40,Q4,Gestión de Recursos Humanos,5,3,79.39,Aceptable
2021-10-17,2021-10,2021,41,Q4,Gestión de Proyectos,5,3,77.35,Aceptable
2021-10-17,2021-10,2021,41,Q4,Gestión de Requisitos,13,10,82.93,Aceptable
2021-10-17,2021-10,2021,41,Q4,Desarrollo de Software,14,10,75.1,Aceptable
2021-10-17,2021-10,2021,41,Q4,Gestión de Configuración,6,4,82.98,Aceptable
2021-10-17,2021-10,2021,41,Q4,Aseguramiento de Calidad,14,11,82.43,Aceptable
2021-10-17,2021-10,2021,41,Q4,Gestión de Riesgos,14,11,83.28,Aceptable
2021-10-17,2021-10,2021,41,Q4,Gestión de Proveedores,10,8,82.86,Aceptable
2021-10-17,2021-10,2021,41,Q4,Medición y Análisis,12,9,77.43,Aceptable
2021-10-17,2021-10,2021,41,Q4,Mejora de Procesos,12,9,75.15,Aceptable
2021-10-17,2021-10,2021,41,Q4,Gestión de Recursos Humanos,8,6,75.43,Aceptable
2021-10-24,2021-10,2021,42,Q4,Gestión de Proyectos,13,10,78.47,Aceptable
2021-10-24,2021-10,2021,42,Q4,Gestión de Requisitos,7,5,75.59,Aceptable
2021-10-24,2021-10,2021,42,Q4,Desarrollo de Software,8,6,76.51,Aceptable
2021-10-24,2021-10,2021,42,Q4,Gestión de Configuración,10,7,76.76,Aceptable
2021-10-24,2021-10,2021,42,Q4,Aseguramiento de Calidad,8,6,82.05,Aceptable
2021-10-24,2021-10,2021,42,Q4,Gestión de Riesgos,12,9,76.57,Aceptable
2021-10-24,2021-10,2021,42,Q4,Gestión de Proveedores,11,8,75.3,Aceptable
