proyecto,tipo_proyecto,fecha_inicio,año,registros_totales_disponibles,registros_analizados,cobertura_porcentaje,estado
Proyecto_0307,Clustering,2021-03-07,2021,414809,294465,70.98824267634201,Aceptable
Proyecto_0308,NLP,2021-03-07,2021,462009,349492,75.64633810203243,Aceptable
Proyecto_0309,Análisis Predictivo,2021-03-10,2021,448458,347322,77.44818626302362,Aceptable
Proyecto_0310,Optimización,2021-03-08,2021,410767,330771,80.52531721387079,Aceptable
Proyecto_0311,Regresión,2021-03-16,2021,69850,50275,71.97673001160449,Aceptable
Proyecto_0312,Detección de Anomalías,2021-03-15,2021,283374,251789,88.85412791450045,Aceptable
Proyecto_0313,Visión,2021-03-18,2021,363033,321280,88.49895212655078,Aceptable
Proyecto_0314,Regresión,2021-03-15,2021,419322,331321,79.01361743509862,Aceptable
Proyecto_0315,Clustering,2021-03-17,2021,90741,76801,84.63806563357866,Aceptable
Proyecto_0316,Clustering,2021-03-26,2021,68676,49875,72.62381455359122,Aceptable
Proyecto_0317,NLP,2021-03-26,2021,240825,194576,80.79568471280275,Aceptable
Proyecto_0318,Detección de Anomalías,2021-03-22,2021,316567,292180,92.29668369448144,Alta representatividad
Proyecto_0319,Detección de Anomalías,2021-03-21,2021,293978,256278,87.17618404116153,Aceptable
Proyecto_0320,NLP,2021-03-24,2021,145575,105836,72.70253816752088,Aceptable
Proyecto_0321,Clustering,2021-03-31,2021,498754,459038,92.03702881165123,Alta representatividad
Proyecto_0322,Optimización,2021-03-31,2021,128854,113002,87.69810196489529,Aceptable
Proyecto_0323,Optimización,2021-03-29,2021,163019,133316,81.779463646234,Aceptable
Proyecto_0324,Regresión,2021-03-28,2021,216996,190944,87.99436701434182,Aceptable
Proyecto_0325,Clasificación,2021-03-29,2021,75387,56158,74.49332664118829,Aceptable
Proyecto_0326,Visión,2021-04-08,2021,27844,23476,84.31264822708626,Aceptable
Proyecto_0327,Clasificación,2021-04-09,2021,375829,323461,86.06610209270372,Aceptable
Proyecto_0328,Regresión,2021-04-06,2021,499099,469758,94.12136539652096,Alta representatividad
Proyecto_0329,NLP,2021-04-06,2021,248948,178593,71.73918448084267,Aceptable
Proyecto_0330,Detección de Anomalías,2021-04-09,2021,21148,16864,79.74435057078206,Aceptable
Proyecto_0331,NLP,2021-04-13,2021,247086,233143,94.35718245820426,Alta representatividad
Proyecto_0332,Optimización,2021-04-16,2021,467480,353638,75.64774743334341,Aceptable
Proyecto_0333,Regresión,2021-04-15,2021,130986,119384,91.14320853638925,Alta representatividad
Proyecto_0334,Clasificación,2021-04-15,2021,285152,199725,70.04174390894688,Aceptable
Proyecto_0335,Detección de Anomalías,2021-04-15,2021,386434,273104,70.67298581603461,Aceptable
Proyecto_0336,Clasificación,2021-04-18,2021,127810,100354,78.51819501658103,Aceptable
Proyecto_0337,Detección de Anomalías,2021-04-21,2021,174935,157408,89.98109648158709,Aceptable
Proyecto_0338,Clasificación,2021-04-23,2021,71338,51868,72.70773020011283,Aceptable
Proyecto_0339,Clustering,2021-04-22,2021,85391,68273,79.95419473433107,Aceptable
Proyecto_0340,Análisis Predictivo,2021-04-20,2021,391863,287698,73.41817238696687,Aceptable
Proyecto_0341,Detección de Anomalías,2021-04-30,2021,75341,57118,75.81343280547661,Aceptable
Proyecto_0342,Detección de Anomalías,2021-04-27,2021,21065,17500,83.07784899534354,Aceptable
Proyecto_0343,NLP,2021-04-30,2021,481182,376753,78.2976072909395,Aceptable
Proyecto_0344,Detección de Anomalías,2021-04-30,2021,428982,323923,75.50972879548215,Aceptable
Proyecto_0345,Análisis Predictivo,2021-04-26,2021,488277,391749,80.23092150826011,Aceptable
Proyecto_0346,Análisis Predictivo,2021-05-05,2021,178927,157862,88.2274290711144,Aceptable
Proyecto_0347,NLP,2021-05-06,2021,146189,106871,73.1048707716257,Aceptable
Proyecto_0348,Clasificación,2021-05-05,2021,75007,61857,82.4694555793797,Aceptable
Proyecto_0349,Optimización,2021-05-06,2021,316695,244307,77.14271242396242,Aceptable
Proyecto_0350,NLP,2021-05-04,2021,199602,159370,79.84414271203887,Aceptable
Proyecto_0351,Clustering,2021-05-12,2021,52558,48017,91.360434651613,Alta representatividad
Proyecto_0352,Clasificación,2021-05-12,2021,62510,58867,94.17297947231513,Alta representatividad
Proyecto_0353,Detección de Anomalías,2021-05-13,2021,336889,257105,76.31742553314494,Aceptable
Proyecto_0354,Detección de Anomalías,2021-05-13,2021,484841,418801,86.37924487756675,Aceptable
Proyecto_0355,Clustering,2021-05-12,2021,114361,100172,87.59360927654647,Aceptable
Proyecto_0356,NLP,2021-05-21,2021,425063,390652,91.90463597354325,Alta representatividad
Proyecto_0357,Clasificación,2021-05-20,2021,26242,24503,93.3751041810311,Alta representatividad
Proyecto_0358,Regresión,2021-05-19,2021,431116,354238,82.16778673588468,Aceptable
Proyecto_0359,Optimización,2021-05-17,2021,149969,143290,95.54696677646099,Alta representatividad
Proyecto_0360,Análisis Predictivo,2021-05-19,2021,423480,403328,95.24155331352362,Alta representatividad
Proyecto_0361,Optimización,2021-05-23,2021,235536,195890,83.16816724180018,Aceptable
Proyecto_0362,Regresión,2021-05-26,2021,455257,382838,84.09283513681899,Aceptable
Proyecto_0363,Clasificación,2021-05-28,2021,314633,274868,87.36149582832337,Aceptable
Proyecto_0364,Visión,2021-05-24,2021,394753,314694,79.71921974971463,Aceptable
Proyecto_0365,NLP,2021-05-24,2021,345318,301162,87.21314176166808,Aceptable
Proyecto_0366,Clasificación,2021-06-04,2021,148528,123829,83.37142023502241,Aceptable
Proyecto_0367,Visión,2021-06-01,2021,350587,248641,70.92135591020822,Aceptable
Proyecto_0368,Detección de Anomalías,2021-06-04,2021,483636,445771,92.17095235359552,Alta representatividad
Proyecto_0369,Clustering,2021-06-01,2021,464523,438749,94.45159083008222,Alta representatividad
Proyecto_0370,Visión,2021-05-30,2021,470600,332629,70.68195604222188,Aceptable
Proyecto_0371,Clasificación,2021-06-10,2021,308488,279245,90.52080728898942,Alta representatividad
Proyecto_0372,Regresión,2021-06-10,2021,281882,225593,80.0311447844667,Aceptable
Proyecto_0373,Clasificación,2021-06-07,2021,498531,424880,85.22642680075204,Aceptable
Proyecto_0374,NLP,2021-06-07,2021,212477,176355,82.9998686209786,Aceptable
Proyecto_0375,Clasificación,2021-06-08,2021,151870,128078,84.33407692165922,Aceptable
Proyecto_0376,Regresión,2021-06-14,2021,415441,344296,82.8748439237102,Aceptable
Proyecto_0377,Visión,2021-06-16,2021,75880,69952,92.18775965868477,Alta representatividad
Proyecto_0378,Análisis Predictivo,2021-06-16,2021,422026,370417,87.77117380207808,Aceptable
Proyecto_0379,Visión,2021-06-13,2021,374675,302469,80.72856864419151,Aceptable
Proyecto_0380,Optimización,2021-06-16,2021,47580,41824,87.90278310991427,Aceptable
Proyecto_0381,NLP,2021-06-20,2021,380258,361592,95.09124329618092,Alta representatividad
Proyecto_0382,Clasificación,2021-06-22,2021,440156,317299,72.08801481338925,Aceptable
Proyecto_0383,Optimización,2021-06-23,2021,450246,360603,80.09033926050948,Aceptable
Proyecto_0384,Optimización,2021-06-20,2021,347035,321464,92.63180484041868,Alta representatividad
Proyecto_0385,Detección de Anomalías,2021-06-24,2021,54159,48318,89.2154328810983,Aceptable
Proyecto_0386,Análisis Predictivo,2021-06-27,2021,385873,363909,94.30815112565713,Alta representatividad
Proyecto_0387,Optimización,2021-07-02,2021,162484,115420,71.0350570782042,Aceptable
Proyecto_0388,Detección de Anomalías,2021-06-30,2021,215553,199240,92.43216583953246,Alta representatividad
Proyecto_0389,Visión,2021-06-27,2021,437574,396384,90.58676801882667,Alta representatividad
Proyecto_0390,Regresión,2021-07-02,2021,401314,365962,91.19101441814169,Alta representatividad
Proyecto_0391,Regresión,2021-07-06,2021,153426,131223,85.52883093091592,Aceptable
Proyecto_0392,Regresión,2021-07-05,2021,194791,138983,71.34984291313575,Aceptable
Proyecto_0393,Clustering,2021-07-08,2021,218899,183913,84.01737815272175,Aceptable
Proyecto_0394,Clustering,2021-07-06,2021,78625,63372,80.60152956173654,Aceptable
Proyecto_0395,NLP,2021-07-08,2021,479515,401368,83.70308556894797,Aceptable
Proyecto_0396,Regresión,2021-07-15,2021,423951,378366,89.24769531415488,Aceptable
Proyecto_0397,Regresión,2021-07-16,2021,447282,382403,85.49497649730577,Aceptable
Proyecto_0398,Detección de Anomalías,2021-07-11,2021,139946,108607,77.60663513634154,Aceptable
Proyecto_0399,Visión,2021-07-12,2021,285021,243941,85.58719091983096,Aceptable
Proyecto_0400,Análisis Predictivo,2021-07-11,2021,71762,51784,72.16159952010663,Aceptable
Proyecto_0401,Análisis Predictivo,2021-07-18,2021,465108,326224,70.13951577165031,Aceptable
Proyecto_0402,Detección de Anomalías,2021-07-21,2021,366159,294537,80.43972870960626,Aceptable
Proyecto_0403,Detección de Anomalías,2021-07-18,2021,447084,400975,89.68684538835912,Aceptable
Proyecto_0404,Clustering,2021-07-19,2021,130883,119611,91.3884900057098,Alta representatividad
Proyecto_0405,Clasificación,2021-07-20,2021,57632,48581,84.29582214599488,Aceptable
Proyecto_0406,Optimización,2021-07-30,2021,180706,167276,92.56817904315272,Alta representatividad
Proyecto_0407,Clustering,2021-07-25,2021,474610,347764,73.27378611463222,Aceptable
Proyecto_0408,NLP,2021-07-26,2021,243504,231491,95.06675223784525,Alta representatividad
Proyecto_0409,Clustering,2021-07-25,2021,298071,280084,93.96576874920328,Alta representatividad
Proyecto_0410,Visión,2021-07-30,2021,256195,219252,85.58016851294218,Aceptable
Proyecto_0411,Regresión,2021-08-05,2021,328436,234919,71.52677522489186,Aceptable
Proyecto_0412,Clustering,2021-08-06,2021,226482,185283,81.80927443302896,Aceptable
Proyecto_0413,Clustering,2021-08-01,2021,431779,322370,74.66109698918464,Aceptable
Proyecto_0414,Optimización,2021-08-04,2021,424544,366547,86.33905697867755,Aceptable
Proyecto_0415,Visión,2021-08-05,2021,455228,341143,74.93909506194724,Aceptable
Proyecto_0416,Clasificación,2021-08-09,2021,464732,383528,82.52673917102742,Aceptable
Proyecto_0417,Visión,2021-08-13,2021,278867,210115,75.34630009836494,Aceptable
Proyecto_0418,NLP,2021-08-08,2021,76609,57248,74.72797338855447,Aceptable
Proyecto_0419,Análisis Predictivo,2021-08-12,2021,463049,353982,76.4460129744931,Aceptable
Proyecto_0420,NLP,2021-08-12,2021,215469,152463,70.75910784341582,Aceptable
Proyecto_0421,Regresión,2021-08-17,2021,130005,115209,88.6189881118765,Aceptable
Proyecto_0422,Clustering,2021-08-19,2021,171537,133755,77.9748857851018,Aceptable
Proyecto_0423,Visión,2021-08-20,2021,18654,16443,88.15080940239788,Aceptable
Proyecto_0424,Visión,2021-08-16,2021,436360,379591,86.99043367929302,Aceptable
Proyecto_0425,Visión,2021-08-15,2021,223427,160239,71.71892912420284,Aceptable
Proyecto_0426,Clustering,2021-08-27,2021,428812,334957,78.11290371120668,Aceptable
Proyecto_0427,Análisis Predictivo,2021-08-26,2021,231907,196514,84.73837386601132,Aceptable
Proyecto_0428,Detección de Anomalías,2021-08-23,2021,64543,60591,93.87843104372982,Alta representatividad
Proyecto_0429,NLP,2021-08-24,2021,111243,89477,80.43431247166104,Aceptable
Proyecto_0430,Optimización,2021-08-22,2021,238266,198057,83.12458017560077,Aceptable
Proyecto_0431,Análisis Predictivo,2021-09-01,2021,312655,279839,89.50412889100912,Aceptable
Proyecto_0432,Clasificación,2021-09-02,2021,108288,98418,90.88568231919943,Alta representatividad
Proyecto_0433,Análisis Predictivo,2021-09-02,2021,141036,132583,94.00685309585579,Alta representatividad
Proyecto_0434,Regresión,2021-08-31,2021,249770,207126,82.9269253709589,Aceptable
Proyecto_0435,Visión,2021-08-30,2021,83718,62821,75.03978616704849,Aceptable
Proyecto_0436,Regresión,2021-09-07,2021,89168,80139,89.87495197482757,Aceptable
Proyecto_0437,Optimización,2021-09-06,2021,104476,76544,73.26495687973961,Aceptable
Proyecto_0438,Detección de Anomalías,2021-09-05,2021,259383,209780,80.87690011648787,Aceptable
Proyecto_0439,Clustering,2021-09-09,2021,110511,95408,86.33353929615244,Aceptable
Proyecto_0440,Regresión,2021-09-08,2021,122962,108192,87.98826084736392,Aceptable
Proyecto_0441,Clasificación,2021-09-14,2021,138013,122912,89.0587206476141,Aceptable
Proyecto_0442,NLP,2021-09-17,2021,48263,36212,75.03184218005089,Aceptable
Proyecto_0443,Optimización,2021-09-15,2021,227207,217034,95.52287923567332,Alta representatividad
Proyecto_0444,Regresión,2021-09-15,2021,458859,342487,74.63888299209296,Aceptable
Proyecto_0445,Clasificación,2021-09-16,2021,454461,329474,72.49790853666163,Aceptable
Proyecto_0446,Clustering,2021-09-23,2021,320617,279787,87.2653104501505,Aceptable
Proyecto_0447,Análisis Predictivo,2021-09-24,2021,307428,287937,93.65999999627124,Alta representatividad
Proyecto_0448,Visión,2021-09-22,2021,382093,323036,84.54397662898343,Aceptable
Proyecto_0449,Clustering,2021-09-19,2021,438653,374971,85.48254329738322,Aceptable
Proyecto_0450,Clasificación,2021-09-24,2021,490626,412128,84.00060344629229,Aceptable
Proyecto_0451,Clustering,2021-09-29,2021,253146,180015,71.11145304641512,Aceptable
Proyecto_0452,Optimización,2021-09-27,2021,178939,156954,87.71410088482742,Aceptable
Proyecto_0453,Regresión,2021-10-01,2021,366282,290509,79.3131771341303,Aceptable
Proyecto_0454,Detección de Anomalías,2021-09-27,2021,371592,350513,94.32751867814977,Alta representatividad
Proyecto_0455,Detección de Anomalías,2021-09-27,2021,275152,205969,74.85654123626395,Aceptable
Proyecto_0456,Visión,2021-10-04,2021,322608,251166,77.8550103246233,Aceptable
Proyecto_0457,Clasificación,2021-10-05,2021,446735,371353,83.12622347093323,Aceptable
Proyecto_0458,Clasificación,2021-10-03,2021,46397,38236,82.41123113409424,Aceptable
Proyecto_0459,Visión,2021-10-05,2021,492641,396122,80.40792328366581,Aceptable
Proyecto_0460,Clasificación,2021-10-05,2021,32908,25725,78.17447637986949,Aceptable
Proyecto_0461,Regresión,2021-10-11,2021,417033,307882,73.82680315157877,Aceptable
Proyecto_0462,Visión,2021-10-10,2021,497989,454882,91.34396869471374,Alta representatividad
Proyecto_0463,Detección de Anomalías,2021-10-10,2021,288337,235479,81.6680144690768,Aceptable
Proyecto_0464,Detección de Anomalías,2021-10-13,2021,57669,48959,84.89687053657552,Aceptable
Proyecto_0465,Optimización,2021-10-15,2021,149121,125575,84.21037445452995,Aceptable
Proyecto_0466,Optimización,2021-10-19,2021,281363,239053,84.9627126128533,Aceptable
Proyecto_0467,Análisis Predictivo,2021-10-22,2021,284422,251218,88.32584966796176,Aceptable
Proyecto_0468,Regresión,2021-10-22,2021,306848,265005,86.36390587104617,Aceptable
Proyecto_0469,Clasificación,2021-10-17,2021,14847,11450,77.12147585236268,Aceptable
Proyecto_0470,Optimización,2021-10-21,2021,306527,258697,84.39645807684786,Aceptable
Proyecto_0471,Análisis Predictivo,2021-10-29,2021,47064,35936,76.3573355440646,Aceptable
Proyecto_0472,Análisis Predictivo,2021-10-26,2021,360169,307259,85.3097479576115,Aceptable
Proyecto_0473,Detección de Anomalías,2021-10-29,2021,467929,380100,81.23030012526321,Aceptable
Proyecto_0474,Regresión,2021-10-24,2021,133078,94518,71.02487783571135,Aceptable
Proyecto_0475,Regresión,2021-10-28,2021,159576,142156,89.08362787157581,Aceptable
Proyecto_0476,Clustering,2021-11-05,2021,133830,103238,77.14132686116186,Aceptable
Proyecto_0477,Clasificación,2021-11-04,2021,192959,181236,93.92505323347923,Alta representatividad
Proyecto_0478,Visión,2021-11-04,2021,200682,155116,77.29448828320776,Aceptable
Proyecto_0479,Regresión,2021-11-01,2021,364015,349134,95.91219132151446,Alta representatividad
Proyecto_0480,Clustering,2021-11-03,2021,429248,352141,82.03673036298518,Aceptable
Proyecto_0481,Visión,2021-11-12,2021,59558,42099,70.68659030931538,Aceptable
Proyecto_0482,Clasificación,2021-11-12,2021,234024,168457,71.98299352774931,Aceptable
Proyecto_0483,Regresión,2021-11-10,2021,174956,126203,72.13428840899479,Aceptable
Proyecto_0484,Visión,2021-11-07,2021,474535,339110,71.46157494617665,Aceptable
Proyecto_0485,Visión,2021-11-07,2021,125791,96811,76.96252439143507,Aceptable
Proyecto_0486,Detección de Anomalías,2021-11-19,2021,458719,359816,78.43930955789958,Aceptable
Proyecto_0487,Clustering,2021-11-19,2021,160035,116655,72.89343246661328,Aceptable
Proyecto_0488,Análisis Predictivo,2021-11-17,2021,28514,23207,81.39141860483605,Aceptable
Proyecto_0489,Regresión,2021-11-18,2021,418649,332822,79.49912136379062,Aceptable
Proyecto_0490,NLP,2021-11-14,2021,137385,118899,86.54442389132775,Aceptable
Proyecto_0491,Regresión,2021-11-26,2021,20683,15531,75.09247854704715,Aceptable
Proyecto_0492,Detección de Anomalías,2021-11-22,2021,462737,433878,93.76362274565085,Alta representatividad
Proyecto_0493,Optimización,2021-11-22,2021,64018,53401,83.41576024900183,Aceptable
Proyecto_0494,Clasificación,2021-11-24,2021,95862,82649,86.21705902655324,Aceptable
Proyecto_0495,Visión,2021-11-21,2021,423879,301070,71.027528798411,Aceptable
Proyecto_0496,Optimización,2021-11-28,2021,418129,353470,84.53630617055114,Aceptable
Proyecto_0497,Análisis Predictivo,2021-12-03,2021,405928,322999,79.5706053173029,Aceptable
Proyecto_0498,Optimización,2021-12-03,2021,452732,425696,94.02847326919853,Alta representatividad
Proyecto_0499,Visión,2021-12-02,2021,378835,352417,93.02672620424427,Alta representatividad
Proyecto_0500,NLP,2021-11-28,2021,189214,163819,86.57886620056465,Aceptable
Proyecto_0501,NLP,2021-12-08,2021,22497,20239,89.96413512094928,Aceptable
Proyecto_0502,Análisis Predictivo,2021-12-05,2021,55190,47882,86.7594220850145,Aceptable
Proyecto_0503,Clasificación,2021-12-10,2021,375951,264824,70.44117090179336,Aceptable
Proyecto_0504,Detección de Anomalías,2021-12-05,2021,369898,326550,88.28129016150235,Aceptable
Proyecto_0505,NLP,2021-12-06,2021,88417,65962,74.60435985993605,Aceptable
Proyecto_0506,NLP,2021-12-15,2021,128342,112616,87.74684482922571,Aceptable
Proyecto_0507,Análisis Predictivo,2021-12-14,2021,211207,148421,70.27317638998444,Aceptable
Proyecto_0508,Clasificación,2021-12-15,2021,153836,120120,78.0835770182026,Aceptable
Proyecto_0509,Clustering,2021-12-15,2021,408632,340963,83.44012745592873,Aceptable
Proyecto_0510,Detección de Anomalías,2021-12-17,2021,187533,147518,78.66243560938024,Aceptable
Proyecto_0511,Optimización,2021-12-21,2021,219339,193114,88.04366855278168,Aceptable
Proyecto_0512,Optimización,2021-12-24,2021,233915,195530,83.59044800751158,Aceptable
Proyecto_0513,Análisis Predictivo,2021-12-21,2021,266122,252686,94.9513519050038,Alta representatividad
Proyecto_0514,Regresión,2021-12-20,2021,74800,59318,79.30312301128349,Aceptable
Proyecto_0515,Clustering,2021-12-23,2021,11985,10638,88.76834262032037,Aceptable
Proyecto_0516,Regresión,2021-12-29,2021,304097,278953,91.7318832749718,Alta representatividad
Proyecto_0517,Clustering,2021-12-29,2021,333478,255424,76.59406246484636,Aceptable
Proyecto_0518,Detección de Anomalías,2021-12-29,2021,402767,360909,89.60741837066793,Aceptable
Proyecto_0519,Visión,2021-12-29,2021,350357,281077,80.22616399955787,Aceptable
Proyecto_0520,Optimización,2021-12-27,2021,134990,99010,73.3469059424644,Aceptable
Proyecto_0521,Clasificación,2022-01-05,2022,136845,95921,70.09482401324534,Aceptable
Proyecto_0522,Clustering,2022-01-04,2022,417466,372954,89.33769636856525,Aceptable
Proyecto_0523,Detección de Anomalías,2022-01-04,2022,70824,53006,74.84234605083938,Aceptable
Proyecto_0524,Análisis Predictivo,2022-01-02,2022,40674,29013,71.33103448946846,Aceptable
Proyecto_0525,Clustering,2022-01-03,2022,340247,282158,82.92743627603066,Aceptable
Proyecto_0526,Análisis Predictivo,2022-01-09,2022,14340,11330,79.01414890036482,Aceptable
Proyecto_0527,Detección de Anomalías,2022-01-12,2022,393140,345911,87.98697431639462,Aceptable
Proyecto_0528,Clasificación,2022-01-10,2022,280297,204032,72.79147168016276,Aceptable
Proyecto_0529,Optimización,2022-01-10,2022,467820,343609,73.44898241038513,Aceptable
Proyecto_0530,Optimización,2022-01-13,2022,72394,58282,80.50680041581563,Aceptable
Proyecto_0531,Clasificación,2022-01-20,2022,325675,272038,83.53061246079189,Aceptable
Proyecto_0532,Optimización,2022-01-16,2022,415300,379704,91.42904188676219,Alta representatividad
Proyecto_0533,Clustering,2022-01-16,2022,159367,135822,85.22625496430842,Aceptable
Proyecto_0534,Visión,2022-01-18,2022,354774,331598,93.46753357379552,Alta representatividad
Proyecto_0535,Regresión,2022-01-18,2022,128778,97435,75.66196373959733,Aceptable
Proyecto_0536,Regresión,2022-01-28,2022,129931,111093,85.50170741595798,Aceptable
Proyecto_0537,Clasificación,2022-01-28,2022,44358,38607,87.03619865460755,Aceptable
Proyecto_0538,NLP,2022-01-28,2022,236211,209922,88.87093134459833,Aceptable
Proyecto_0539,Visión,2022-01-25,2022,435149,416458,95.70491815394521,Alta representatividad
Proyecto_0540,Visión,2022-01-24,2022,39326,32313,82.16887938271444,Aceptable
Proyecto_0541,Regresión,2022-02-02,2022,269893,214841,79.60230907643525,Aceptable
Proyecto_0542,Clustering,2022-01-30,2022,126028,116144,92.15737355399952,Alta representatividad
Proyecto_0543,Detección de Anomalías,2022-02-01,2022,370032,276031,74.5965635322182,Aceptable
Proyecto_0544,Optimización,2022-01-31,2022,387653,275089,70.96273052927408,Aceptable
Proyecto_0545,Clustering,2022-02-03,2022,266196,217038,81.53331539181465,Aceptable
Proyecto_0546,Detección de Anomalías,2022-02-09,2022,383020,292732,76.42735221795165,Aceptable
Proyecto_0547,Clasificación,2022-02-10,2022,44384,35644,80.30966043263236,Aceptable
Proyecto_0548,Visión,2022-02-11,2022,136060,130125,95.63816609760434,Alta representatividad
Proyecto_0549,Clustering,2022-02-10,2022,169514,134018,79.06069398570055,Aceptable
Proyecto_0550,Clustering,2022-02-09,2022,91104,80542,88.40710841822789,Aceptable
Proyecto_0551,NLP,2022-02-14,2022,186242,142494,76.51045225351209,Aceptable
Proyecto_0552,Regresión,2022-02-17,2022,219859,171245,77.88899653792056,Aceptable
Proyecto_0553,Detección de Anomalías,2022-02-14,2022,436736,333325,76.3220350299667,Aceptable
Proyecto_0554,Detección de Anomalías,2022-02-17,2022,364187,309108,84.87618262586952,Aceptable
Proyecto_0555,NLP,2022-02-15,2022,262797,199407,75.87882324110727,Aceptable
Proyecto_0556,Análisis Predictivo,2022-02-25,2022,135433,120098,88.6774666692059,Aceptable
Proyecto_0557,Visión,2022-02-23,2022,49702,43582,87.68712916192986,Aceptable
Proyecto_0558,Detección de Anomalías,2022-02-20,2022,83521,67612,80.95301157572447,Aceptable
Proyecto_0559,Regresión,2022-02-23,2022,362586,256221,70.66500254698293,Aceptable
Proyecto_0560,Optimización,2022-02-24,2022,373491,263643,70.58892943788557,Aceptable
Proyecto_0561,NLP,2022-03-03,2022,197595,165689,83.85297724483226,Aceptable
Proyecto_0562,Optimización,2022-03-04,2022,198247,182028,91.81916954247394,Alta representatividad
Proyecto_0563,Optimización,2022-03-01,2022,136929,117171,85.57071545577573,Aceptable
Proyecto_0564,Regresión,2022-03-01,2022,231850,188556,81.32691200121192,Aceptable
Proyecto_0565,Optimización,2022-03-02,2022,357450,332196,92.9350896705448,Alta representatividad
Proyecto_0566,Clustering,2022-03-06,2022,262168,196945,75.12188167469623,Aceptable
Proyecto_0567,NLP,2022-03-11,2022,50224,39850,79.3450351622239,Aceptable
Proyecto_0568,Clustering,2022-03-09,2022,293205,248338,84.69804574863595,Aceptable
Proyecto_0569,NLP,2022-03-06,2022,18882,14649,77.58340619785803,Aceptable
Proyecto_0570,Optimización,2022-03-07,2022,352496,338186,95.9405245283595,Alta representatividad
Proyecto_0571,Clasificación,2022-03-17,2022,159159,130128,81.76034384031637,Aceptable
Proyecto_0572,Clasificación,2022-03-14,2022,324373,231423,71.34477780686996,Aceptable
Proyecto_0573,Análisis Predictivo,2022-03-16,2022,16787,12519,74.57816888756295,Aceptable
Proyecto_0574,Clustering,2022-03-13,2022,252828,211982,83.84450257514177,Aceptable
Proyecto_0575,Análisis Predictivo,2022-03-13,2022,448553,378136,84.30146119182584,Aceptable
Proyecto_0576,Detección de Anomalías,2022-03-21,2022,12337,11792,95.58775094706206,Alta representatividad
Proyecto_0577,Detección de Anomalías,2022-03-22,2022,187844,160792,85.59912687908297,Aceptable
Proyecto_0578,Clustering,2022-03-22,2022,64830,56617,87.33231032933966,Aceptable
Proyecto_0579,Clustering,2022-03-25,2022,29335,22164,75.55679201828924,Aceptable
Proyecto_0580,Visión,2022-03-21,2022,446555,324995,72.77848692251116,Aceptable
Proyecto_0581,NLP,2022-03-29,2022,345495,295924,85.65226021185028,Aceptable
Proyecto_0582,Detección de Anomalías,2022-03-27,2022,297976,275588,92.48687939168069,Alta representatividad
Proyecto_0583,NLP,2022-03-30,2022,64985,55413,85.27169674654567,Aceptable
Proyecto_0584,Análisis Predictivo,2022-03-29,2022,476975,388793,81.51236367280012,Aceptable
Proyecto_0585,Optimización,2022-04-01,2022,419364,356599,85.03337267436235,Aceptable
Proyecto_0586,NLP,2022-04-03,2022,100303,82437,82.18806104062874,Aceptable
Proyecto_0587,Detección de Anomalías,2022-04-08,2022,145574,107271,73.68892097639824,Aceptable
Proyecto_0588,Optimización,2022-04-06,2022,266602,237997,89.27079505657544,Aceptable
Proyecto_0589,Optimización,2022-04-03,2022,99944,83812,83.85899225008147,Aceptable
Proyecto_0590,Análisis Predictivo,2022-04-07,2022,228694,183829,80.38239477751205,Aceptable
Proyecto_0591,Visión,2022-04-13,2022,353337,298748,84.55060105309215,Aceptable
Proyecto_0592,NLP,2022-04-14,2022,306994,234150,76.2719008157867,Aceptable
Proyecto_0593,Clasificación,2022-04-12,2022,407185,330336,81.12690060223123,Aceptable
Proyecto_0594,Clustering,2022-04-15,2022,179179,154422,86.18357522609693,Aceptable
Proyecto_0595,Clasificación,2022-04-12,2022,484822,367887,75.88103291534803,Aceptable
Proyecto_0596,Regresión,2022-04-17,2022,163193,146015,89.47387220127868,Aceptable
Proyecto_0597,Clasificación,2022-04-18,2022,392951,328295,83.54628370827125,Aceptable
Proyecto_0598,Detección de Anomalías,2022-04-17,2022,94299,87136,92.40437447088141,Alta representatividad
Proyecto_0599,Análisis Predictivo,2022-04-22,2022,328459,302274,92.0281510201069,Alta representatividad
Proyecto_0600,Optimización,2022-04-22,2022,187203,155111,82.85744313670362,Aceptable
Proyecto_0601,Análisis Predictivo,2022-04-29,2022,202528,152062,75.08210587643683,Aceptable
Proyecto_0602,NLP,2022-04-28,2022,248421,221473,89.15268645186241,Aceptable
Proyecto_0603,Clustering,2022-04-29,2022,28440,23003,80.8856315277657,Aceptable
Proyecto_0604,Visión,2022-04-27,2022,245699,209975,85.46031456976492,Aceptable
Proyecto_0605,NLP,2022-04-25,2022,360210,262192,72.7888975445224,Aceptable
Proyecto_0606,Regresión,2022-05-01,2022,150565,130120,86.4211837274158,Aceptable
Proyecto_0607,Regresión,2022-05-05,2022,205253,163611,79.71231271257324,Aceptable
Proyecto_0608,Regresión,2022-05-05,2022,292790,230393,78.68893349268086,Aceptable
Proyecto_0609,Optimización,2022-05-03,2022,205834,196525,95.47780504822283,Alta representatividad
Proyecto_0610,Regresión,2022-05-01,2022,490529,398521,81.24319671176642,Aceptable
Proyecto_0611,Clustering,2022-05-08,2022,437600,383464,87.62899783100909,Aceptable
Proyecto_0612,Regresión,2022-05-13,2022,460677,397660,86.32091592491986,Aceptable
Proyecto_0613,Regresión,2022-05-13,2022,479730,348820,72.7118923230141,Aceptable
