fecha,servicio,disponibilidad_porcentaje,tiempo_operativo_horas,tiempo_indisponible_horas,estado
2021-04-30,Sistema Aduanero,98.634,23.6722,0.3278,Riesgo Alto
2021-04-30,BI y Reportes,99.1356,23.7925,0.2075,Aceptable
2021-04-30,Infraestructura,98.7535,23.7008,0.2992,Riesgo Alto
2021-05-01,Sistema Tributario,99.0613,23.7747,0.2253,Aceptable
2021-05-01,Portal Web,99.8343,23.9602,0.0398,Aceptable
2021-05-01,API de Servicios,99.357,23.8457,0.1543,Aceptable
2021-05-01,Sistema de Facturación,99.0831,23.78,0.22,Aceptable
2021-05-01,Plataforma de Pagos,99.8264,23.9583,0.0417,Aceptable
2021-05-01,Sistema Aduanero,99.7941,23.9506,0.0494,Aceptable
2021-05-01,BI y Reportes,98.8989,23.7357,0.2643,Riesgo Alto
2021-05-01,Infraestructura,99.806,23.9534,0.0466,Aceptable
2021-05-02,Sistema Tributario,98.652,23.6765,0.3235,Riesgo Alto
2021-05-02,Portal Web,99.3303,23.8393,0.1607,Aceptable
2021-05-02,API de Servicios,99.9374,23.985,0.015,Alta
2021-05-02,Sistema de Facturación,98.8049,23.7132,0.2868,Riesgo Alto
2021-05-02,Plataforma de Pagos,99.0488,23.7717,0.2283,Aceptable
2021-05-02,Sistema Aduanero,98.8356,23.7205,0.2795,Riesgo Alto
2021-05-02,BI y Reportes,98.6963,23.6871,0.3129,Riesgo Alto
2021-05-02,Infraestructura,99.5184,23.8844,0.1156,Aceptable
2021-05-03,Sistema Tributario,99.3669,23.848,0.152,Aceptable
2021-05-03,Portal Web,99.3635,23.8473,0.1527,Aceptable
2021-05-03,API de Servicios,99.7155,23.9317,0.0683,Aceptable
2021-05-03,Sistema de Facturación,98.7629,23.7031,0.2969,Riesgo Alto
2021-05-03,Plataforma de Pagos,93.6849,22.4844,1.5156,Riesgo Alto
2021-05-03,Sistema Aduanero,99.9078,23.9779,0.0221,Alta
2021-05-03,BI y Reportes,98.889,23.7334,0.2666,Riesgo Alto
2021-05-03,Infraestructura,99.8343,23.9602,0.0398,Aceptable
2021-05-04,Sistema Tributario,98.9447,23.7467,0.2533,Riesgo Alto
2021-05-04,Portal Web,99.3764,23.8503,0.1497,Aceptable
2021-05-04,API de Servicios,99.1112,23.7867,0.2133,Aceptable
2021-05-04,Sistema de Facturación,99.8067,23.9536,0.0464,Aceptable
2021-05-04,Plataforma de Pagos,98.8895,23.7335,0.2665,Riesgo Alto
2021-05-04,Sistema Aduanero,99.274,23.8258,0.1742,Aceptable
2021-05-04,BI y Reportes,98.9285,23.7428,0.2572,Riesgo Alto
2021-05-04,Infraestructura,99.4696,23.8727,0.1273,Aceptable
2021-05-05,Sistema Tributario,99.875,23.97,0.03,Aceptable
2021-05-05,Portal Web,98.9967,23.7592,0.2408,Riesgo Alto
2021-05-05,API de Servicios,99.671,23.921,0.079,Aceptable
2021-05-05,Sistema de Facturación,99.7279,23.9347,0.0653,Aceptable
2021-05-05,Plataforma de Pagos,98.5093,23.6422,0.3578,Riesgo Alto
2021-05-05,Sistema Aduanero,99.9191,23.9806,0.0194,Alta
2021-05-05,BI y Reportes,98.5675,23.6562,0.3438,Riesgo Alto
2021-05-05,Infraestructura,99.5801,23.8992,0.1008,Aceptable
2021-05-06,Sistema Tributario,98.8088,23.7141,0.2859,Riesgo Alto
2021-05-06,Portal Web,99.2469,23.8192,0.1808,Aceptable
2021-05-06,API de Servicios,99.4248,23.8619,0.1381,Aceptable
2021-05-06,Sistema de Facturación,99.5978,23.9035,0.0965,Aceptable
2021-05-06,Plataforma de Pagos,99.4592,23.8702,0.1298,Aceptable
2021-05-06,Sistema Aduanero,98.6011,23.6643,0.3357,Riesgo Alto
2021-05-06,BI y Reportes,99.6513,23.9163,0.0837,Aceptable
2021-05-06,Infraestructura,98.9101,23.7384,0.2616,Riesgo Alto
2021-05-07,Sistema Tributario,98.5388,23.6493,0.3507,Riesgo Alto
2021-05-07,Portal Web,99.4916,23.878,0.122,Aceptable
2021-05-07,API de Servicios,99.7526,23.9406,0.0594,Aceptable
2021-05-07,Sistema de Facturación,98.6634,23.6792,0.3208,Riesgo Alto
2021-05-07,Plataforma de Pagos,98.5389,23.6493,0.3507,Riesgo Alto
2021-05-07,Sistema Aduanero,98.8385,23.7212,0.2788,Riesgo Alto
2021-05-07,BI y Reportes,99.2393,23.8174,0.1826,Aceptable
2021-05-07,Infraestructura,99.3189,23.8365,0.1635,Aceptable
2021-05-08,Sistema Tributario,99.5958,23.903,0.097,Aceptable
2021-05-08,Portal Web,98.8139,23.7153,0.2847,Riesgo Alto
2021-05-08,API de Servicios,99.2298,23.8151,0.1849,Aceptable
2021-05-08,Sistema de Facturación,98.9033,23.7368,0.2632,Riesgo Alto
2021-05-08,Plataforma de Pagos,98.6443,23.6746,0.3254,Riesgo Alto
2021-05-08,Sistema Aduanero,99.7315,23.9356,0.0644,Aceptable
2021-05-08,BI y Reportes,98.878,23.7307,0.2693,Riesgo Alto
2021-05-08,Infraestructura,98.942,23.7461,0.2539,Riesgo Alto
2021-05-09,Sistema Tributario,99.5735,23.8976,0.1024,Aceptable
2021-05-09,Portal Web,99.9424,23.9862,0.0138,Alta
2021-05-09,API de Servicios,99.4527,23.8686,0.1314,Aceptable
2021-05-09,Sistema de Facturación,99.8133,23.9552,0.0448,Aceptable
2021-05-09,Plataforma de Pagos,99.6259,23.9102,0.0898,Aceptable
2021-05-09,Sistema Aduanero,99.5292,23.887,0.113,Aceptable
2021-05-09,BI y Reportes,98.961,23.7507,0.2493,Riesgo Alto
2021-05-09,Infraestructura,99.8774,23.9706,0.0294,Aceptable
2021-05-10,Sistema Tributario,99.5342,23.8882,0.1118,Aceptable
2021-05-10,Portal Web,98.6559,23.6774,0.3226,Riesgo Alto
2021-05-10,API de Servicios,99.4585,23.87,0.13,Aceptable
2021-05-10,Sistema de Facturación,98.6016,23.6644,0.3356,Riesgo Alto
2021-05-10,Plataforma de Pagos,93.2213,22.3731,1.6269,Riesgo Alto
2021-05-10,Sistema Aduanero,98.8171,23.7161,0.2839,Riesgo Alto
2021-05-10,BI y Reportes,98.9146,23.7395,0.2605,Riesgo Alto
2021-05-10,Infraestructura,99.8998,23.9759,0.0241,Aceptable
2021-05-11,Sistema Tributario,98.9827,23.7559,0.2441,Riesgo Alto
2021-05-11,Portal Web,93.7383,22.4972,1.5028,Riesgo Alto
2021-05-11,API de Servicios,99.0356,23.7686,0.2314,Aceptable
2021-05-11,Sistema de Facturación,99.8689,23.9685,0.0315,Aceptable
2021-05-11,Plataforma de Pagos,98.6016,23.6644,0.3356,Riesgo Alto
2021-05-11,Sistema Aduanero,98.5614,23.6547,0.3453,Riesgo Alto
2021-05-11,BI y Reportes,98.6707,23.681,0.319,Riesgo Alto
2021-05-11,Infraestructura,96.6928,23.2063,0.7937,Riesgo Alto
2021-05-12,Sistema Tributario,99.4221,23.8613,0.1387,Aceptable
2021-05-12,Portal Web,99.3738,23.8497,0.1503,Aceptable
2021-05-12,API de Servicios,99.7825,23.9478,0.0522,Aceptable
2021-05-12,Sistema de Facturación,99.3343,23.8402,0.1598,Aceptable
2021-05-12,Plataforma de Pagos,99.931,23.9834,0.0166,Alta
2021-05-12,Sistema Aduanero,98.6717,23.6812,0.3188,Riesgo Alto
2021-05-12,BI y Reportes,99.919,23.9806,0.0194,Alta
2021-05-12,Infraestructura,99.126,23.7902,0.2098,Aceptable
2021-05-13,Sistema Tributario,99.626,23.9102,0.0898,Aceptable
2021-05-13,Portal Web,99.2235,23.8136,0.1864,Aceptable
2021-05-13,API de Servicios,99.8162,23.9559,0.0441,Aceptable
2021-05-13,Sistema de Facturación,99.7928,23.9503,0.0497,Aceptable
2021-05-13,Plataforma de Pagos,99.3111,23.8347,0.1653,Aceptable
2021-05-13,Sistema Aduanero,99.3932,23.8544,0.1456,Aceptable
2021-05-13,BI y Reportes,99.8791,23.971,0.029,Aceptable
2021-05-13,Infraestructura,98.7777,23.7067,0.2933,Riesgo Alto
2021-05-14,Sistema Tributario,99.2073,23.8098,0.1902,Aceptable
2021-05-14,Portal Web,99.2553,23.8213,0.1787,Aceptable
2021-05-14,API de Servicios,99.9266,23.9824,0.0176,Alta
2021-05-14,Sistema de Facturación,99.7724,23.9454,0.0546,Aceptable
2021-05-14,Plataforma de Pagos,99.7321,23.9357,0.0643,Aceptable
2021-05-14,Sistema Aduanero,99.7254,23.9341,0.0659,Aceptable
2021-05-14,BI y Reportes,99.4205,23.8609,0.1391,Aceptable
2021-05-14,Infraestructura,98.6683,23.6804,0.3196,Riesgo Alto
2021-05-15,Sistema Tributario,99.4275,23.8626,0.1374,Aceptable
2021-05-15,Portal Web,99.0608,23.7746,0.2254,Aceptable
2021-05-15,API de Servicios,97.8788,23.4909,0.5091,Riesgo Alto
2021-05-15,Sistema de Facturación,99.0344,23.7682,0.2318,Aceptable
2021-05-15,Plataforma de Pagos,99.5334,23.888,0.112,Aceptable
2021-05-15,Sistema Aduanero,99.7833,23.948,0.052,Aceptable
2021-05-15,BI y Reportes,99.4331,23.864,0.136,Aceptable
2021-05-15,Infraestructura,99.262,23.8229,0.1771,Aceptable
2021-05-16,Sistema Tributario,99.0747,23.7779,0.2221,Aceptable
2021-05-16,Portal Web,98.8021,23.7125,0.2875,Riesgo Alto
2021-05-16,API de Servicios,99.6005,23.9041,0.0959,Aceptable
2021-05-16,Sistema de Facturación,99.9176,23.9802,0.0198,Alta
2021-05-16,Plataforma de Pagos,99.3543,23.845,0.155,Aceptable
2021-05-16,Sistema Aduanero,98.5526,23.6526,0.3474,Riesgo Alto
2021-05-16,BI y Reportes,99.813,23.9551,0.0449,Aceptable
2021-05-16,Infraestructura,99.1328,23.7919,0.2081,Aceptable
2021-05-17,Sistema Tributario,99.7878,23.9491,0.0509,Aceptable
2021-05-17,Portal Web,99.7458,23.939,0.061,Aceptable
2021-05-17,API de Servicios,99.2707,23.825,0.175,Aceptable
2021-05-17,Sistema de Facturación,99.6963,23.9271,0.0729,Aceptable
2021-05-17,Plataforma de Pagos,94.8875,22.773,1.227,Riesgo Alto
2021-05-17,Sistema Aduanero,98.8265,23.7184,0.2816,Riesgo Alto
2021-05-17,BI y Reportes,99.7418,23.938,0.062,Aceptable
2021-05-17,Infraestructura,98.8508,23.7242,0.2758,Riesgo Alto
2021-05-18,Sistema Tributario,99.8097,23.9543,0.0457,Aceptable
2021-05-18,Portal Web,99.2687,23.8245,0.1755,Aceptable
2021-05-18,API de Servicios,99.4224,23.8614,0.1386,Aceptable
2021-05-18,Sistema de Facturación,99.5863,23.9007,0.0993,Aceptable
2021-05-18,Plataforma de Pagos,99.7736,23.9457,0.0543,Aceptable
2021-05-18,Sistema Aduanero,99.3751,23.85,0.15,Aceptable
2021-05-18,BI y Reportes,98.9488,23.7477,0.2523,Riesgo Alto
2021-05-18,Infraestructura,99.1002,23.784,0.216,Aceptable
2021-05-19,Sistema Tributario,98.9094,23.7382,0.2618,Riesgo Alto
2021-05-19,Portal Web,99.3448,23.8428,0.1572,Aceptable
2021-05-19,API de Servicios,97.5059,23.4014,0.5986,Riesgo Alto
2021-05-19,Sistema de Facturación,98.6155,23.6677,0.3323,Riesgo Alto
2021-05-19,Plataforma de Pagos,99.0789,23.7789,0.2211,Aceptable
2021-05-19,Sistema Aduanero,98.7691,23.7046,0.2954,Riesgo Alto
2021-05-19,BI y Reportes,98.7613,23.7027,0.2973,Riesgo Alto
2021-05-19,Infraestructura,98.8451,23.7228,0.2772,Riesgo Alto
2021-05-20,Sistema Tributario,99.7446,23.9387,0.0613,Aceptable
2021-05-20,Portal Web,98.9457,23.747,0.253,Riesgo Alto
2021-05-20,API de Servicios,99.7738,23.9457,0.0543,Aceptable
2021-05-20,Sistema de Facturación,99.8447,23.9627,0.0373,Aceptable
2021-05-20,Plataforma de Pagos,98.7202,23.6929,0.3071,Riesgo Alto
2021-05-20,Sistema Aduanero,99.4713,23.8731,0.1269,Aceptable
2021-05-20,BI y Reportes,98.7267,23.6944,0.3056,Riesgo Alto
2021-05-20,Infraestructura,99.2694,23.8247,0.1753,Aceptable
2021-05-21,Sistema Tributario,98.505,23.6412,0.3588,Riesgo Alto
2021-05-21,Portal Web,98.942,23.7461,0.2539,Riesgo Alto
2021-05-21,API de Servicios,99.5128,23.8831,0.1169,Aceptable
2021-05-21,Sistema de Facturación,99.4168,23.86,0.14,Aceptable
2021-05-21,Plataforma de Pagos,99.7494,23.9398,0.0602,Aceptable
2021-05-21,Sistema Aduanero,99.0527,23.7727,0.2273,Aceptable
2021-05-21,BI y Reportes,99.5159,23.8838,0.1162,Aceptable
2021-05-21,Infraestructura,99.8344,23.9602,0.0398,Aceptable
2021-05-22,Sistema Tributario,99.7739,23.9457,0.0543,Aceptable
2021-05-22,Portal Web,98.978,23.7547,0.2453,Riesgo Alto
2021-05-22,API de Servicios,98.6252,23.67,0.33,Riesgo Alto
2021-05-22,Sistema de Facturación,99.611,23.9066,0.0934,Aceptable
2021-05-22,Plataforma de Pagos,98.7415,23.6979,0.3021,Riesgo Alto
2021-05-22,Sistema Aduanero,98.7059,23.6894,0.3106,Riesgo Alto
2021-05-22,BI y Reportes,98.6583,23.678,0.322,Riesgo Alto
2021-05-22,Infraestructura,99.3802,23.8512,0.1488,Aceptable
2021-05-23,Sistema Tributario,98.9034,23.7368,0.2632,Riesgo Alto
2021-05-23,Portal Web,99.6693,23.9206,0.0794,Aceptable
2021-05-23,API de Servicios,99.5713,23.8971,0.1029,Aceptable
2021-05-23,Sistema de Facturación,98.7086,23.6901,0.3099,Riesgo Alto
2021-05-23,Plataforma de Pagos,99.7492,23.9398,0.0602,Aceptable
2021-05-23,Sistema Aduanero,99.4879,23.8771,0.1229,Aceptable
2021-05-23,BI y Reportes,99.032,23.7677,0.2323,Aceptable
2021-05-23,Infraestructura,99.4681,23.8723,0.1277,Aceptable
2021-05-24,Sistema Tributario,99.1336,23.7921,0.2079,Aceptable
2021-05-24,Portal Web,95.1219,22.8293,1.1707,Riesgo Alto
2021-05-24,API de Servicios,99.9329,23.9839,0.0161,Alta
2021-05-24,Sistema de Facturación,99.8013,23.9523,0.0477,Aceptable
2021-05-24,Plataforma de Pagos,99.1981,23.8075,0.1925,Aceptable
2021-05-24,Sistema Aduanero,99.1484,23.7956,0.2044,Aceptable
2021-05-24,BI y Reportes,99.6047,23.9051,0.0949,Aceptable
2021-05-24,Infraestructura,99.2294,23.8151,0.1849,Aceptable
2021-05-25,Sistema Tributario,98.6975,23.6874,0.3126,Riesgo Alto
2021-05-25,Portal Web,99.789,23.9494,0.0506,Aceptable
2021-05-25,API de Servicios,98.9025,23.7366,0.2634,Riesgo Alto
2021-05-25,Sistema de Facturación,99.3938,23.8545,0.1455,Aceptable
2021-05-25,Plataforma de Pagos,99.2294,23.8151,0.1849,Aceptable
2021-05-25,Sistema Aduanero,99.1775,23.8026,0.1974,Aceptable
2021-05-25,BI y Reportes,99.2548,23.8212,0.1788,Aceptable
2021-05-25,Infraestructura,98.9216,23.7412,0.2588,Riesgo Alto
2021-05-26,Sistema Tributario,99.1366,23.7928,0.2072,Aceptable
2021-05-26,Portal Web,99.5644,23.8955,0.1045,Aceptable
2021-05-26,API de Servicios,94.0433,22.5704,1.4296,Riesgo Alto
2021-05-26,Sistema de Facturación,99.6791,23.923,0.077,Aceptable
2021-05-26,Plataforma de Pagos,99.3175,23.8362,0.1638,Aceptable
2021-05-26,Sistema Aduanero,99.828,23.9587,0.0413,Aceptable
2021-05-26,BI y Reportes,98.7118,23.6908,0.3092,Riesgo Alto
2021-05-26,Infraestructura,98.6091,23.6662,0.3338,Riesgo Alto
2021-05-27,Sistema Tributario,98.759,23.7022,0.2978,Riesgo Alto
2021-05-27,Portal Web,98.506,23.6414,0.3586,Riesgo Alto
2021-05-27,API de Servicios,99.7024,23.9286,0.0714,Aceptable
2021-05-27,Sistema de Facturación,99.3691,23.8486,0.1514,Aceptable
2021-05-27,Plataforma de Pagos,98.8828,23.7319,0.2681,Riesgo Alto
2021-05-27,Sistema Aduanero,98.6658,23.6798,0.3202,Riesgo Alto
2021-05-27,BI y Reportes,99.0818,23.7796,0.2204,Aceptable
2021-05-27,Infraestructura,99.1553,23.7973,0.2027,Aceptable
2021-05-28,Sistema Tributario,99.6333,23.912,0.088,Aceptable
2021-05-28,Portal Web,99.7317,23.9356,0.0644,Aceptable
2021-05-28,API de Servicios,98.9016,23.7364,0.2636,Riesgo Alto
2021-05-28,Sistema de Facturación,98.6831,23.684,0.316,Riesgo Alto
2021-05-28,Plataforma de Pagos,99.4761,23.8743,0.1257,Aceptable
2021-05-28,Sistema Aduanero,98.5099,23.6424,0.3576,Riesgo Alto
2021-05-28,BI y Reportes,99.1571,23.7977,0.2023,Aceptable
2021-05-28,Infraestructura,99.4915,23.878,0.122,Aceptable
2021-05-29,Sistema Tributario,99.1811,23.8035,0.1965,Aceptable
2021-05-29,Portal Web,99.8746,23.9699,0.0301,Aceptable
2021-05-29,API de Servicios,93.5924,22.4622,1.5378,Riesgo Alto
2021-05-29,Sistema de Facturación,98.7594,23.7022,0.2978,Riesgo Alto
2021-05-29,Plataforma de Pagos,99.7281,23.9347,0.0653,Aceptable
2021-05-29,Sistema Aduanero,99.3378,23.8411,0.1589,Aceptable
2021-05-29,BI y Reportes,99.0778,23.7787,0.2213,Aceptable
2021-05-29,Infraestructura,98.8323,23.7198,0.2802,Riesgo Alto
2021-05-30,Sistema Tributario,99.6955,23.9269,0.0731,Aceptable
2021-05-30,Portal Web,98.8247,23.7179,0.2821,Riesgo Alto
2021-05-30,API de Servicios,99.2046,23.8091,0.1909,Aceptable
2021-05-30,Sistema de Facturación,98.8061,23.7135,0.2865,Riesgo Alto
2021-05-30,Plataforma de Pagos,99.6362,23.9127,0.0873,Aceptable
2021-05-30,Sistema Aduanero,99.3098,23.8343,0.1657,Aceptable
2021-05-30,BI y Reportes,99.0241,23.7658,0.2342,Aceptable
2021-05-30,Infraestructura,98.9787,23.7549,0.2451,Riesgo Alto
2021-05-31,Sistema Tributario,98.8549,23.7252,0.2748,Riesgo Alto
2021-05-31,Portal Web,99.0214,23.7651,0.2349,Aceptable
2021-05-31,API de Servicios,98.6982,23.6876,0.3124,Riesgo Alto
2021-05-31,Sistema de Facturación,99.1727,23.8014,0.1986,Aceptable
2021-05-31,Plataforma de Pagos,99.128,23.7907,0.2093,Aceptable
2021-05-31,Sistema Aduanero,99.9338,23.9841,0.0159,Alta
2021-05-31,BI y Reportes,99.6146,23.9075,0.0925,Aceptable
2021-05-31,Infraestructura,99.0998,23.7839,0.2161,Aceptable
2021-06-01,Sistema Tributario,99.7376,23.937,0.063,Aceptable
2021-06-01,Portal Web,99.754,23.941,0.059,Aceptable
2021-06-01,API de Servicios,99.447,23.8673,0.1327,Aceptable
2021-06-01,Sistema de Facturación,99.0607,23.7746,0.2254,Aceptable
2021-06-01,Plataforma de Pagos,99.1959,23.807,0.193,Aceptable
2021-06-01,Sistema Aduanero,98.9471,23.7473,0.2527,Riesgo Alto
2021-06-01,BI y Reportes,99.2331,23.8159,0.1841,Aceptable
2021-06-01,Infraestructura,98.7972,23.7113,0.2887,Riesgo Alto
2021-06-02,Sistema Tributario,99.6596,23.9183,0.0817,Aceptable
2021-06-02,Portal Web,98.8794,23.7311,0.2689,Riesgo Alto
2021-06-02,API de Servicios,99.7826,23.9478,0.0522,Aceptable
2021-06-02,Sistema de Facturación,98.6081,23.666,0.334,Riesgo Alto
2021-06-02,Plataforma de Pagos,98.5534,23.6528,0.3472,Riesgo Alto
2021-06-02,Sistema Aduanero,99.8325,23.9598,0.0402,Aceptable
2021-06-02,BI y Reportes,99.6331,23.9119,0.0881,Aceptable
2021-06-02,Infraestructura,98.9661,23.7519,0.2481,Riesgo Alto
2021-06-03,Sistema Tributario,99.4528,23.8687,0.1313,Aceptable
2021-06-03,Portal Web,99.1716,23.8012,0.1988,Aceptable
2021-06-03,API de Servicios,99.81,23.9544,0.0456,Aceptable
2021-06-03,Sistema de Facturación,95.6276,22.9506,1.0494,Riesgo Alto
2021-06-03,Plataforma de Pagos,97.0632,23.2952,0.7048,Riesgo Alto
2021-06-03,Sistema Aduanero,99.846,23.963,0.037,Aceptable
2021-06-03,BI y Reportes,99.7264,23.9343,0.0657,Aceptable
2021-06-03,Infraestructura,99.342,23.8421,0.1579,Aceptable
2021-06-04,Sistema Tributario,98.9141,23.7394,0.2606,Riesgo Alto
2021-06-04,Portal Web,98.9561,23.7495,0.2505,Riesgo Alto
2021-06-04,API de Servicios,99.154,23.797,0.203,Aceptable
2021-06-04,Sistema de Facturación,99.0532,23.7728,0.2272,Aceptable
2021-06-04,Plataforma de Pagos,98.6458,23.675,0.325,Riesgo Alto
2021-06-04,Sistema Aduanero,99.6311,23.9115,0.0885,Aceptable
2021-06-04,BI y Reportes,99.8443,23.9626,0.0374,Aceptable
2021-06-04,Infraestructura,99.7038,23.9289,0.0711,Aceptable
2021-06-05,Sistema Tributario,99.6457,23.915,0.085,Aceptable
2021-06-05,Portal Web,98.6904,23.6857,0.3143,Riesgo Alto
2021-06-05,API de Servicios,99.1561,23.7975,0.2025,Aceptable
2021-06-05,Sistema de Facturación,99.5083,23.882,0.118,Aceptable
2021-06-05,Plataforma de Pagos,97.8415,23.482,0.518,Riesgo Alto
2021-06-05,Sistema Aduanero,98.6163,23.6679,0.3321,Riesgo Alto
2021-06-05,BI y Reportes,99.4425,23.8662,0.1338,Aceptable
2021-06-05,Infraestructura,95.1277,22.8307,1.1693,Riesgo Alto
2021-06-06,Sistema Tributario,99.1831,23.8039,0.1961,Aceptable
2021-06-06,Portal Web,99.7672,23.9441,0.0559,Aceptable
2021-06-06,API de Servicios,99.7443,23.9386,0.0614,Aceptable
2021-06-06,Sistema de Facturación,99.504,23.881,0.119,Aceptable
2021-06-06,Plataforma de Pagos,99.3873,23.8529,0.1471,Aceptable
2021-06-06,Sistema Aduanero,99.9439,23.9865,0.0135,Alta
2021-06-06,BI y Reportes,99.7181,23.9323,0.0677,Aceptable
2021-06-06,Infraestructura,99.4658,23.8718,0.1282,Aceptable
2021-06-07,Sistema Tributario,99.2714,23.8251,0.1749,Aceptable
2021-06-07,Portal Web,98.6848,23.6843,0.3157,Riesgo Alto
2021-06-07,API de Servicios,99.0146,23.7635,0.2365,Aceptable
2021-06-07,Sistema de Facturación,98.759,23.7022,0.2978,Riesgo Alto
2021-06-07,Plataforma de Pagos,99.0611,23.7747,0.2253,Aceptable
2021-06-07,Sistema Aduanero,99.4112,23.8587,0.1413,Aceptable
2021-06-07,BI y Reportes,99.7895,23.9495,0.0505,Aceptable
2021-06-07,Infraestructura,99.2665,23.824,0.176,Aceptable
2021-06-08,Sistema Tributario,98.5021,23.6405,0.3595,Riesgo Alto
2021-06-08,Portal Web,92.021,22.085,1.915,Riesgo Alto
2021-06-08,API de Servicios,99.5553,23.8933,0.1067,Aceptable
2021-06-08,Sistema de Facturación,99.0885,23.7812,0.2188,Aceptable
2021-06-08,Plataforma de Pagos,99.8824,23.9718,0.0282,Aceptable
2021-06-08,Sistema Aduanero,98.8566,23.7256,0.2744,Riesgo Alto
2021-06-08,BI y Reportes,99.5498,23.8919,0.1081,Aceptable
2021-06-08,Infraestructura,99.9336,23.9841,0.0159,Alta
2021-06-09,Sistema Tributario,99.0327,23.7678,0.2322,Aceptable
2021-06-09,Portal Web,99.3584,23.846,0.154,Aceptable
2021-06-09,API de Servicios,99.813,23.9551,0.0449,Aceptable
2021-06-09,Sistema de Facturación,98.9243,23.7418,0.2582,Riesgo Alto
2021-06-09,Plataforma de Pagos,98.6986,23.6877,0.3123,Riesgo Alto
2021-06-09,Sistema Aduanero,98.5814,23.6595,0.3405,Riesgo Alto
2021-06-09,BI y Reportes,99.2687,23.8245,0.1755,Aceptable
2021-06-09,Infraestructura,94.7584,22.742,1.258,Riesgo Alto
2021-06-10,Sistema Tributario,99.1439,23.7945,0.2055,Aceptable
2021-06-10,Portal Web,99.9208,23.981,0.019,Alta
2021-06-10,API de Servicios,99.5011,23.8803,0.1197,Aceptable
2021-06-10,Sistema de Facturación,99.242,23.8181,0.1819,Aceptable
2021-06-10,Plataforma de Pagos,98.7282,23.6948,0.3052,Riesgo Alto
2021-06-10,Sistema Aduanero,98.602,23.6645,0.3355,Riesgo Alto
2021-06-10,BI y Reportes,99.576,23.8982,0.1018,Aceptable
2021-06-10,Infraestructura,99.6178,23.9083,0.0917,Aceptable
2021-06-11,Sistema Tributario,99.6589,23.9181,0.0819,Aceptable
2021-06-11,Portal Web,99.4927,23.8783,0.1217,Aceptable
2021-06-11,API de Servicios,99.0922,23.7821,0.2179,Aceptable
2021-06-11,Sistema de Facturación,99.7574,23.9418,0.0582,Aceptable
2021-06-11,Plataforma de Pagos,99.4156,23.8598,0.1402,Aceptable
2021-06-11,Sistema Aduanero,99.4779,23.8747,0.1253,Aceptable
2021-06-11,BI y Reportes,98.7208,23.693,0.307,Riesgo Alto
2021-06-11,Infraestructura,99.0675,23.7762,0.2238,Aceptable
2021-06-12,Sistema Tributario,99.6568,23.9176,0.0824,Aceptable
2021-06-12,Portal Web,99.8573,23.9658,0.0342,Aceptable
2021-06-12,API de Servicios,99.8178,23.9563,0.0437,Aceptable
2021-06-12,Sistema de Facturación,99.3319,23.8397,0.1603,Aceptable
2021-06-12,Plataforma de Pagos,98.8726,23.7294,0.2706,Riesgo Alto
2021-06-12,Sistema Aduanero,99.6861,23.9247,0.0753,Aceptable
2021-06-12,BI y Reportes,98.8999,23.736,0.264,Riesgo Alto
2021-06-12,Infraestructura,99.6576,23.9178,0.0822,Aceptable
2021-06-13,Sistema Tributario,98.6159,23.6678,0.3322,Riesgo Alto
2021-06-13,Portal Web,99.826,23.9582,0.0418,Aceptable
2021-06-13,API de Servicios,99.5334,23.888,0.112,Aceptable
2021-06-13,Sistema de Facturación,99.1444,23.7946,0.2054,Aceptable
2021-06-13,Plataforma de Pagos,99.5986,23.9037,0.0963,Aceptable
2021-06-13,Sistema Aduanero,98.8831,23.7319,0.2681,Riesgo Alto
2021-06-13,BI y Reportes,99.3058,23.8334,0.1666,Aceptable
2021-06-13,Infraestructura,99.7049,23.9292,0.0708,Aceptable
2021-06-14,Sistema Tributario,99.7745,23.9459,0.0541,Aceptable
2021-06-14,Portal Web,99.1023,23.7845,0.2155,Aceptable
2021-06-14,API de Servicios,93.98,22.5552,1.4448,Riesgo Alto
2021-06-14,Sistema de Facturación,99.5584,23.894,0.106,Aceptable
2021-06-14,Plataforma de Pagos,99.1047,23.7851,0.2149,Aceptable
2021-06-14,Sistema Aduanero,99.6117,23.9068,0.0932,Aceptable
2021-06-14,BI y Reportes,93.0328,22.3279,1.6721,Riesgo Alto
2021-06-14,Infraestructura,99.5749,23.898,0.102,Aceptable
2021-06-15,Sistema Tributario,99.9098,23.9784,0.0216,Alta
2021-06-15,Portal Web,98.6782,23.6828,0.3172,Riesgo Alto
2021-06-15,API de Servicios,98.7679,23.7043,0.2957,Riesgo Alto
2021-06-15,Sistema de Facturación,99.9141,23.9794,0.0206,Alta
2021-06-15,Plataforma de Pagos,99.2579,23.8219,0.1781,Aceptable
2021-06-15,Sistema Aduanero,98.6072,23.6657,0.3343,Riesgo Alto
2021-06-15,BI y Reportes,99.438,23.8651,0.1349,Aceptable
2021-06-15,Infraestructura,99.4145,23.8595,0.1405,Aceptable
2021-06-16,Sistema Tributario,98.594,23.6626,0.3374,Riesgo Alto
2021-06-16,Portal Web,99.0669,23.776,0.224,Aceptable
2021-06-16,API de Servicios,98.8526,23.7246,0.2754,Riesgo Alto
2021-06-16,Sistema de Facturación,99.1827,23.8039,0.1961,Aceptable
2021-06-16,Plataforma de Pagos,99.8868,23.9728,0.0272,Aceptable
